index,paper_run_id,event_time_utc,entered_at_utc,settled_at_utc,market_start_utc,market_slug,selected_outcome,entry_price,stake_usd,size_shares,settlement_value_usd,pnl_usd,cumulative_pnl_usd
82,56dd8f7f-48b3-44ca-876f-aeeed53dd17a,2026-07-06 15:09:37,2026-07-06 14:59:37,2026-07-06 15:09:37,2026-07-06 15:00:00,eth-updown-5m-1783350000,Up,0.51,6.0093,11.78294118,11.78294118,5.77364118,91.18394458
83,373bcc2f-bd3b-45f0-9f36-485dc4bf7c89,2026-07-06 21:19:47,2026-07-06 21:09:33,2026-07-06 21:19:47,2026-07-06 21:10:00,eth-updown-5m-1783372200,Down,0.52999999,5.99999898,11.320753,11.320753,5.32075402,96.5046986
84,9784943c-aed4-46a6-a34a-1c0ecbd8e6f7,2026-07-06 21:24:53,2026-07-06 21:14:33,2026-07-06 21:24:53,2026-07-06 21:15:00,eth-updown-5m-1783372500,Down,0.52999999,5.99999898,11.320753,11.320753,5.32075402,101.82545262
85,6021de3e-8e5d-4974-aa3c-6eed47f4e275,2026-07-07 02:34:45,2026-07-07 02:24:32,2026-07-07 02:34:45,2026-07-07 02:25:00,eth-updown-5m-1783391100,Up,0.54999996,5.99999796,10.909088,0,-5.99999796,95.82545466
86,5c06b6ee-8465-4f88-a964-736b20fa894b,2026-07-07 02:39:38,2026-07-07 02:29:32,2026-07-07 02:39:38,2026-07-07 02:30:00,eth-updown-5m-1783391400,Up,0.53999996,5.99999896,11.11111,11.11111,5.11111104,100.9365657
87,d1f219ab-dec2-4069-aaa0-e086b59c1c77,2026-07-07 02:44:53,2026-07-07 02:34:33,2026-07-07 02:44:53,2026-07-07 02:35:00,eth-updown-5m-1783391700,Up,0.54999996,5.99999796,10.909088,10.909088,4.90909004,105.84565574
88,4ebd9511-b9ad-4e0d-abbe-b3028262f8e1,2026-07-07 02:49:46,2026-07-07 02:39:33,2026-07-07 02:49:46,2026-07-07 02:40:00,eth-updown-5m-1783392000,Up,0.53999996,5.99999896,11.11111,11.11111,5.11111104,110.95676678
89,4415a6cb-e579-4835-8c66-ddc0922de9f7,2026-07-07 02:55:07,2026-07-07 02:44:33,2026-07-07 02:55:07,2026-07-07 02:45:00,eth-updown-5m-1783392300,Up,0.51999998,5.99999897,11.53846,0,-5.99999897,104.95676781
90,ab387cf4-c8c3-4e79-8de6-602243e972ab,2026-07-07 02:57:36,2026-07-07 02:49:32,2026-07-07 02:57:36,2026-07-07 02:50:00,eth-updown-5m-1783392600,Up,0.51999998,5.99999897,11.53846,0,-5.99999897,98.95676884
91,7c812257-94a7-451c-8a85-e195dddfe7a2,2026-07-07 03:04:55,2026-07-07 02:54:33,2026-07-07 03:04:55,2026-07-07 02:55:00,eth-updown-5m-1783392900,Up,0.52999999,5.99999898,11.320753,0,-5.99999898,92.95676986
