"asset","market_slug","nearest_close_seconds","sample_utc","start_reference","near_close_price","near_close_move_bps","near_close_result"
"BTC","btc-updown-5m-1781807700","309.165","2026-06-18T18:40:09.1647269+00:00","62788.01000000","62722.91000000","-10.3682","Down"
"BTC","btc-updown-5m-1781808000","300.787","2026-06-18T18:45:00.7873491+00:00","62722.91000000","62772.01000000","7.8281","Up"
"BTC","btc-updown-5m-1781808300","301.19","2026-06-18T18:50:01.1902713+00:00","62772.01000000","62785.96000000","2.2223","Up"
"ETH","eth-updown-5m-1781807700","309.165","2026-06-18T18:40:09.1647269+00:00","1684.51000000","1682.20000000","-13.7132","Down"
"ETH","eth-updown-5m-1781808000","300.787","2026-06-18T18:45:00.7873491+00:00","1682.20000000","1685.40000000","19.0227","Up"
"ETH","eth-updown-5m-1781808300","301.19","2026-06-18T18:50:01.1902713+00:00","1685.40000000","1686.01000000","3.6193","Up"
"SOL","sol-updown-5m-1781807700","309.165","2026-06-18T18:40:09.1647269+00:00","68.66000000","68.56000000","-14.5645","Down"
"SOL","sol-updown-5m-1781808000","300.787","2026-06-18T18:45:00.7873491+00:00","68.56000000","68.73000000","24.7958","Up"
"SOL","sol-updown-5m-1781808300","301.19","2026-06-18T18:50:01.1902713+00:00","68.73000000","68.84000000","16.0047","Up"
