"asset","market_id","slug","question","active","closed","accepting_orders","enable_order_book","market_start_utc","market_end_utc","gamma_end_date","outcomes","clob_token_ids"
"BTC","2585050","btc-updown-5m-1781807700","Bitcoin Up or Down - June 18, 2:35PM-2:40PM ET","True","False","True","True","2026-06-18T18:35:00.0000000+00:00","2026-06-18T18:40:00.0000000+00:00","2026-06-18T18:40:00Z","[""Up"",""Down""]","[""46402257018358606725498828349823690581856500639012482948187776046510407334125"",""35139634345922391080903425544822142400697904488413383462188748186763652240871""]"
"BTC","2585540","btc-updown-5m-1781808000","Bitcoin Up or Down - June 18, 2:40PM-2:45PM ET","True","False","True","True","2026-06-18T18:40:00.0000000+00:00","2026-06-18T18:45:00.0000000+00:00","2026-06-18T18:45:00Z","[""Up"",""Down""]","[""68879465934683457163131433626470896869720839796689695720987328811090538744534"",""90994024001936624995449612087221105721743657631296606584972031902449014752715""]"
"BTC","2585640","btc-updown-5m-1781808300","Bitcoin Up or Down - June 18, 2:45PM-2:50PM ET","True","False","True","True","2026-06-18T18:45:00.0000000+00:00","2026-06-18T18:50:00.0000000+00:00","2026-06-18T18:50:00Z","[""Up"",""Down""]","[""96824105467343580693139780796131495794995377592943523159760401295298802171896"",""26034517743168909246241273147224929566684869610305877377037263223183270955032""]"
"ETH","2585051","eth-updown-5m-1781807700","Ethereum Up or Down - June 18, 2:35PM-2:40PM ET","True","False","True","True","2026-06-18T18:35:00.0000000+00:00","2026-06-18T18:40:00.0000000+00:00","2026-06-18T18:40:00Z","[""Up"",""Down""]","[""74461203961757261493458244738780826360022321825564372263353660790035729456590"",""75286087574843676929308633186286345137325290048145693264847879249489792447013""]"
"ETH","2585542","eth-updown-5m-1781808000","Ethereum Up or Down - June 18, 2:40PM-2:45PM ET","True","False","True","True","2026-06-18T18:40:00.0000000+00:00","2026-06-18T18:45:00.0000000+00:00","2026-06-18T18:45:00Z","[""Up"",""Down""]","[""49849740713050321516107817410296468449911255652199205726679896866087747161393"",""17591791386811154609095965976303693564520569177422496092498652550151428769695""]"
"ETH","2585643","eth-updown-5m-1781808300","Ethereum Up or Down - June 18, 2:45PM-2:50PM ET","True","False","True","True","2026-06-18T18:45:00.0000000+00:00","2026-06-18T18:50:00.0000000+00:00","2026-06-18T18:50:00Z","[""Up"",""Down""]","[""102474497961668922711347552769699220123299855671283242332791480799824046437372"",""33125718133241705192250673813857380107029209118508563554468406354215970429790""]"
"SOL","2585048","sol-updown-5m-1781807700","Solana Up or Down - June 18, 2:35PM-2:40PM ET","True","False","True","True","2026-06-18T18:35:00.0000000+00:00","2026-06-18T18:40:00.0000000+00:00","2026-06-18T18:40:00Z","[""Up"",""Down""]","[""5718934818440668581581968206003614529786960382720153627545271500748299494477"",""3229234571258476502341848318045383428101862893422608253097155093276200828639""]"
"SOL","2585543","sol-updown-5m-1781808000","Solana Up or Down - June 18, 2:40PM-2:45PM ET","True","False","True","True","2026-06-18T18:40:00.0000000+00:00","2026-06-18T18:45:00.0000000+00:00","2026-06-18T18:45:00Z","[""Up"",""Down""]","[""33883635556343746924049866166209953032521320774560384687032719094764384424169"",""84425178885795678785795856280303190499382832162788080471884105518012716799398""]"
"SOL","2585647","sol-updown-5m-1781808300","Solana Up or Down - June 18, 2:45PM-2:50PM ET","True","False","True","True","2026-06-18T18:45:00.0000000+00:00","2026-06-18T18:50:00.0000000+00:00","2026-06-18T18:50:00Z","[""Up"",""Down""]","[""78180369598222530494496686105271237794359355229256172907874710701699819593202"",""38718264108816871162926615169095462346059506567975488925103461747350867366676""]"
