"asset","offset_seconds","depth","threshold_bps","catalog_equivalent_rows","entries","settled_trades","wins","losses","ties","win_rate_pct","roi_pct_at_0_55","pnl_units_at_0_55","break_even_entry_price","wilson_lower_win_rate_pct","z_score","avg_abs_deviation_bps","avg_signed_deviation_bps","trades_per_day","max_drawdown_units","longest_loss_streak","active_months","profitable_active_months","worst_month_roi_pct_at_0_55","best_month_roi_pct_at_0_55","suitability_at_0_55"
"BTC","30","40","40","2","3709","3709","2065","1644","0","55.6754","1.228","25.05","0.5568","54.0716","6.9128","64.6361","-3.1064","20.3791","20","9","7","4","-3.666","3.4037","watch_only"
"BTC","5","60","45","2","4458","4458","2482","1976","0","55.6752","1.2276","30.1","0.5568","54.2126","7.5785","74.329","-4.2386","24.4945","18","9","7","5","-6.0606","3.2639","watch_only"
"BTC","30","40","50","2","2310","2310","1286","1024","0","55.671","1.22","15.5","0.5567","53.6374","5.4512","76.8647","-3.6914","12.6923","17","9","7","5","-16.7951","5.8586","watch_only"
"ETH","10","20","40","2","3276","3273","1822","1451","3","55.6676","1.2127","21.85","0.5567","53.96","6.4849","66.4187","-1.7343","18","17","9","7","5","-3.5477","4.3124","watch_only"
"ETH","5","50","45","2","6104","6099","3395","2704","5","55.6649","1.2079","40.55","0.5566","54.4149","8.8481","80.6201","-4.2591","33.5385","25","9","7","5","-5.6277","7.0707","watch_only"
"ETH","5","10","15","2","10100","10088","5615","4473","12","55.6602","1.1989","66.6","0.5566","54.6888","11.3701","29.4281","-0.6366","55.4945","24","12","7","5","-2.3104","9.1726","watch_only"
"BTC","30","50","60","2","1964","1964","1093","871","0","55.6517","1.185","12.8","0.5565","53.4456","5.0094","90.5219","-5.1069","10.7912","16","8","7","4","-22.0779","6.6116","watch_only"
"ETH","10","40","25","2","12255","12234","6808","5426","21","55.6482","1.1765","79.3","0.5565","54.7662","12.4946","51.5691","-2.2184","67.3352","24","10","7","6","-0.1651","4.6832","watch_only"
"BTC","5","50","40","2","4725","4725","2629","2096","0","55.6402","1.164","30.25","0.5564","54.2196","7.754","66.5594","-3.6803","25.9615","21","9","7","5","-3.5892","4.9351","watch_only"
"BTC","30","60","40","2","5541","5541","3083","2458","0","55.6398","1.1632","35.45","0.5564","54.3282","8.3963","67.2906","-3.8866","30.4451","19","10","7","6","-0.7851","4.4814","watch_only"
"ETH","5","60","45","2","7101","7095","3947","3148","6","55.6307","1.1458","44.75","0.5563","54.4719","9.4857","82.4953","-4.6136","39.0165","26","9","7","5","-3.7849","3.8095","watch_only"
"ETH","30","30","100","2","604","604","336","268","0","55.6291","1.1439","3.8","0.5563","51.6437","2.7669","140.5632","1.1276","3.3187","9","6","5","2","-9.0909","7.3137","reject"
"ETH","30","10","25","2","3958","3955","2200","1755","3","55.6258","1.1369","24.75","0.5563","54.0727","7.076","42.443","-1.1353","21.7473","18","8","7","5","-1.7447","7.5897","watch_only"
"ETH","5","30","35","2","6126","6120","3403","2717","6","55.6046","1.0982","37","0.556","54.3566","8.769","62.6549","-2.5113","33.6593","23","11","7","5","-1.4021","10.4972","watch_only"
"SOL","30","40","75","2","2096","2072","1152","920","24","55.5985","1.0756","12.4","0.556","53.4507","5.0967","113.4609","-5.9119","11.5165","19","9","7","3","-12.8788","6.6039","reject"
"ETH","30","20","40","2","3124","3121","1735","1386","3","55.5912","1.0738","18.45","0.5559","53.8421","6.2471","66.3318","-1.7443","17.1648","18","9","7","4","-8.4967","4.6252","watch_only"
"ETH","10","10","25","2","4307","4305","2393","1912","2","55.5865","1.0659","25.25","0.5559","54.0979","7.3309","42.5867","-1.0668","23.6648","18","10","7","5","-1.0134","8.0477","watch_only"
"SOL","5","40","65","2","2970","2934","1631","1303","36","55.5896","1.0591","17.3","0.5559","53.7856","6.0554","101.9235","-5.178","16.3187","16","9","7","3","-6.1957","9.0909","reject"
"ETH","5","20","75","2","833","833","463","370","0","55.5822","1.0586","4.85","0.5558","52.19","3.2223","107.5922","1.83","4.5769","14","8","6","3","-21.2121","7.7012","watch_only"
"SOL","10","30","60","2","2570","2542","1413","1129","28","55.5862","1.0541","14.9","0.5559","53.6476","5.6329","93.2836","-3.9219","14.1209","24","9","7","3","-5.378","5.4657","reject"
"ETH","10","50","35","2","8969","8959","4979","3980","10","55.5754","1.045","51.55","0.5558","54.5443","10.5545","67.2645","-3.6164","49.2802","27","10","7","5","-3.3838","5.9561","watch_only"
"BTC","5","40","50","2","2377","2377","1321","1056","0","55.5743","1.0441","13.65","0.5557","53.5693","5.4354","77.5497","-4.1445","13.0604","17","9","7","5","-18.1818","5.6721","watch_only"
"ETH","30","30","30","2","7635","7626","4238","3388","9","55.573","1.0407","43.7","0.5557","54.4553","9.7335","55.5317","-2.4732","41.9505","29","10","7","6","-3.474","7.4031","watch_only"
"ETH","10","40","35","2","7579","7570","4206","3364","9","55.5614","1.0196","42.5","0.5556","54.4395","9.6775","65.2183","-3.1211","41.6429","29","10","7","5","-3.3686","11.9459","watch_only"
"ETH","10","10","15","2","9953","9941","5523","4418","12","55.5578","1.0129","55.45","0.5556","54.579","11.0827","29.2995","-0.721","54.6868","25","11","7","5","-1.5423","6.9632","watch_only"
"BTC","10","50","55","2","2439","2439","1355","1084","0","55.5556","1.0101","13.55","0.5556","53.5763","5.4874","84.898","-5.1675","13.4011","17","9","7","4","-13.7134","6.305","watch_only"
"ETH","10","40","30","2","9513","9501","5278","4223","12","55.552","1.0025","52.45","0.5555","54.5508","10.8235","58.54","-2.8441","52.2692","26","10","7","4","-2.2333","4.227","watch_only"
"ETH","10","20","45","2","2622","2621","1456","1165","1","55.5513","1.002","14.45","0.5555","53.6422","5.6841","72.4113","-1.9335","14.4066","23","8","7","4","-10.6061","7.7441","watch_only"
"SOL","30","20","40","2","3889","3823","2124","1699","66","55.5585","0.9982","21.35","0.5556","53.9785","6.8736","64.7885","-1.8096","21.3681","24","10","7","3","-3.9856","7.0668","reject"
"ETH","5","60","55","2","5158","5154","2863","2291","4","55.5491","0.9976","28.3","0.5555","54.1888","7.9675","94.9112","-5.0209","28.3407","22","9","7","4","-6.014","8.3685","watch_only"
"SOL","30","40","100","2","1013","999","555","444","14","55.5556","0.9961","5.55","0.5556","52.4587","3.5119","143.0285","-7.4648","5.5659","11","6","7","2","-9.0909","6.8535","reject"
"ETH","5","20","25","2","7695","7687","4270","3417","8","55.5483","0.9959","42.15","0.5555","54.435","9.7291","46.4199","-1.4771","42.2802","21","11","7","5","-0.4921","11.412","watch_only"
"BTC","30","10","40","2","713","713","396","317","0","55.54","0.9818","3.85","0.5554","51.8724","2.9586","56.932","1.4766","3.9176","9","6","6","5","-1.354","2.5641","watch_only"
"BTC","10","20","30","2","3412","3412","1895","1517","0","55.5393","0.9805","18.4","0.5554","53.8666","6.4712","48.3477","-1.7769","18.7473","20","10","7","4","-8.1134","10.2832","watch_only"
"BTC","30","70","45","2","5166","5166","2869","2297","0","55.5362","0.9749","27.7","0.5554","54.1775","7.9583","74.6805","-4.4008","28.3846","17","9","7","4","-4.1096","3.7368","watch_only"
"BTC","5","40","55","2","1929","1929","1071","858","0","55.521","0.9473","10.05","0.5552","53.2945","4.8497","83.3805","-4.0804","10.5989","18","10","7","4","-24.9012","6.0606","watch_only"
"ETH","10","60","60","2","4359","4357","2419","1938","2","55.5199","0.9448","22.65","0.5552","54.04","7.287","101.4528","-5.5665","23.9505","20","9","7","4","-8.4074","10.6719","watch_only"
"ETH","5","30","25","2","10188","10177","5650","4527","11","55.5173","0.9396","52.65","0.5552","54.5499","11.1319","49.3826","-1.7475","55.978","22","10","7","5","-1.1088","8.8764","watch_only"
"ETH","5","40","25","2","12337","12317","6838","5479","20","55.5168","0.9381","63.65","0.5552","54.6375","12.2452","51.6261","-2.1524","67.7857","23","10","7","5","-1.4863","3.4772","watch_only"
"BTC","30","70","60","2","2866","2866","1591","1275","0","55.5129","0.9326","14.7","0.5551","53.6873","5.9027","93.2386","-6.0252","15.7473","17","9","7","4","-12.5432","3.5941","watch_only"
"ETH","30","60","50","2","5941","5938","3296","2642","3","55.5069","0.9212","30.1","0.5551","54.2397","8.4871","88.3105","-4.9618","32.6429","31","9","7","3","-6.1728","4.2541","reject"
"ETH","10","50","40","2","7335","7327","4067","3260","8","55.507","0.9209","37.15","0.5551","54.3665","9.4278","73.9298","-3.9088","40.3022","27","9","7","4","-4.2291","5.5195","watch_only"
"BTC","5","30","50","2","1735","1735","963","772","0","55.5043","0.917","8.75","0.555","53.1563","4.5855","75.4232","-3.7018","9.533","19","11","7","4","-31.8182","5.8688","watch_only"
"BTC","5","50","35","2","6081","6081","3375","2706","0","55.5007","0.9104","30.45","0.555","54.2486","8.579","60.0403","-2.9531","33.4121","21","10","7","4","-2.3522","3.9615","watch_only"
"SOL","5","10","50","2","1161","1144","635","509","17","55.507","0.9083","5.8","0.5551","52.6135","3.7253","73.2829","1.6859","6.3791","12","10","7","5","-1.9077","8.0369","watch_only"
"ETH","5","20","85","2","573","573","318","255","0","55.4974","0.9043","2.85","0.555","51.405","2.6319","120.2756","4.0286","3.1484","12","7","6","3","-22.0779","6.3465","watch_only"
"ETH","5","40","20","2","16284","16257","9022","7235","27","55.4961","0.9005","80.65","0.555","54.7309","14.0154","44.5369","-1.6023","89.4725","27","10","7","5","-1.3576","5.419","watch_only"
"SOL","5","20","85","2","640","627","348","279","13","55.5024","0.8949","3.15","0.555","51.5906","2.7556","120.9448","0.3166","3.5165","10","6","6","3","-6.5485","16.8831","watch_only"
"ETH","5","50","30","2","11250","11236","6235","5001","14","55.4913","0.8921","55.2","0.5549","54.5706","11.6415","60.4157","-2.8485","61.8132","27","10","7","4","-2.326","4.5925","watch_only"
"ETH","10","50","25","2","14190","14170","7863","6307","20","55.4905","0.8905","69.5","0.5549","54.6708","13.0715","53.366","-2.4693","77.967","34","10","7","4","-0.816","5.5834","watch_only"
"SOL","5","20","40","2","4149","4080","2264","1816","69","55.4902","0.8764","20","0.5549","53.9608","7.0137","64.9325","-1.3129","22.7967","22","8","7","5","-3.5927","3.5156","watch_only"
"BTC","10","10","25","2","2527","2527","1402","1125","0","55.4808","0.8742","12.15","0.5548","53.5362","5.5103","38.9392","-0.7165","13.8846","17","11","7","5","-12.1212","4.3219","watch_only"
"SOL","5","50","95","2","1619","1595","885","710","24","55.4859","0.8703","7.75","0.5549","53.0366","4.3819","139.0098","-8.1036","8.8956","14","7","7","3","-9.0909","5.1572","reject"
"ETH","5","30","20","2","13813","13792","7651","6141","21","55.4742","0.8608","65.4","0.5547","54.6433","12.8577","42.2791","-1.3243","75.8956","29","10","7","6","-0.3887","7.2544","watch_only"
"ETH","5","50","25","2","14266","14247","7903","6344","19","55.4713","0.8558","67.15","0.5547","54.6539","13.0612","53.4213","-2.3402","78.3846","35","10","7","3","-0.9337","6.1196","reject"
"ETH","5","50","50","2","5159","5156","2860","2296","3","55.4694","0.8529","24.2","0.5547","54.1092","7.8546","86.7102","-4.0847","28.3462","27","9","7","4","-5.5205","10.8344","watch_only"
"ETH","30","20","35","2","4037","4033","2237","1796","4","55.4674","0.849","18.85","0.5547","53.929","6.9442","59.7689","-1.5273","22.1813","17","9","7","5","-1.5847","1.9956","watch_only"
"SOL","10","30","55","2","3107","3070","1703","1367","37","55.4723","0.8485","14.5","0.5547","53.7085","6.0642","87.0681","-3.8967","17.0714","25","8","7","4","-5.892","4.8331","watch_only"
"SOL","10","20","45","2","3176","3128","1735","1393","48","55.4668","0.8358","14.6","0.5547","53.7194","6.1149","71.2774","-2.6106","17.4505","28","11","7","6","-9.7504","8.9713","watch_only"
"ETH","5","20","35","2","4273","4270","2368","1902","3","55.4567","0.8297","19.5","0.5546","53.9617","7.1314","60.103","-1.4029","23.478","19","9","7","6","-0.3733","2.0156","watch_only"
"ETH","10","30","25","2","10139","10127","5616","4511","12","55.4557","0.8276","46.15","0.5546","54.4858","10.9805","49.2217","-2.006","55.7088","22","10","7","6","-1.088","7.2401","watch_only"
"ETH","30","30","35","2","5911","5904","3274","2630","7","55.4539","0.8243","26.8","0.5545","54.183","8.3813","62.3057","-2.5567","32.478","36","10","7","6","-5.3317","7.438","watch_only"
"ETH","30","50","50","2","5031","5028","2788","2240","3","55.4495","0.8168","22.6","0.5545","54.072","7.7283","86.4951","-4.4606","27.6429","23","9","7","5","-3.9536","6.274","watch_only"
"ETH","5","20","40","2","3344","3342","1853","1489","2","55.4458","0.8101","14.9","0.5545","53.7554","6.2965","66.4203","-1.1047","18.3736","20","9","7","4","-3.4137","3.3173","watch_only"
"ETH","10","10","20","2","6448","6441","3571","2870","7","55.4417","0.8022","28.45","0.5544","54.225","8.7346","35.837","-1.0154","35.4286","24","10","7","5","-2.6993","8.5779","watch_only"
"SOL","30","20","45","2","3006","2958","1640","1318","48","55.4429","0.7924","13.1","0.5544","53.6458","5.9205","71.3972","-2.0799","16.5165","33","7","7","5","-8.7757","5.3377","watch_only"
"BTC","10","50","35","2","6016","6016","3335","2681","0","55.4355","0.7918","26.2","0.5544","54.1764","8.4319","60.0085","-3.3036","33.0549","21","10","7","5","-1.9206","4.7531","watch_only"
"BTC","5","50","60","2","2033","2033","1127","906","0","55.4353","0.7915","8.85","0.5544","53.2665","4.9014","90.8574","-4.6303","11.1703","17","9","7","4","-24.9012","5.664","watch_only"
"ETH","30","20","70","2","920","920","510","410","0","55.4348","0.7905","4","0.5543","52.207","3.2969","101.506","1.7841","5.0549","14","7","6","4","-9.0909","5.3215","watch_only"
"BTC","5","10","25","2","2596","2596","1439","1157","0","55.4314","0.7844","11.2","0.5543","53.5128","5.5347","39.1977","-0.1706","14.2637","21","10","7","4","-7.6006","7.9973","watch_only"
"ETH","10","60","40","2","8448","8440","4678","3762","8","55.4265","0.7748","36","0.5543","54.3639","9.9707","75.8463","-4.3754","46.4176","31","10","7","5","-2.8953","4.7046","watch_only"
"SOL","10","20","40","2","4083","4012","2224","1788","71","55.4337","0.7748","17.4","0.5543","53.8912","6.8834","64.8684","-2.2","22.4341","22","10","7","4","-4.64","4.0816","watch_only"
