asset,offset_seconds,depth,threshold_bps,month,settled_trades,wins,losses,ties,win_rate_pct,roi_pct_at_0_50,pnl_units
BTC,30,30,55,2026-02,503,280,223,0,55.666,11.332,57
BTC,30,30,55,2026-03,268,146,122,0,54.4776,8.9552,24
BTC,30,30,55,2026-04,106,61,45,0,57.5472,15.0943,16
BTC,30,30,55,2026-05,51,25,26,0,49.0196,-1.9608,-1
BTC,30,30,55,2026-06,204,107,97,0,52.451,4.902,10
BTC,30,30,60,2025-12,20,7,13,0,35,-30,-6
BTC,30,30,60,2026-01,108,62,46,0,57.4074,14.8148,16
BTC,30,30,60,2026-02,418,228,190,0,54.5455,9.0909,38
BTC,30,30,60,2026-03,212,117,95,0,55.1887,10.3774,22
BTC,30,30,60,2026-04,83,53,30,0,63.8554,27.7108,23
BTC,30,30,60,2026-05,38,20,18,0,52.6316,5.2632,2
BTC,30,30,60,2026-06,162,80,82,0,49.3827,-1.2346,-2
BTC,30,30,65,2025-12,19,6,13,0,31.5789,-36.8421,-7
BTC,30,30,65,2026-01,92,53,39,0,57.6087,15.2174,14
BTC,30,30,65,2026-02,352,193,159,0,54.8295,9.6591,34
BTC,30,30,65,2026-03,167,91,76,0,54.491,8.982,15
BTC,30,30,65,2026-04,61,38,23,0,62.2951,24.5902,15
BTC,30,30,65,2026-05,29,14,15,0,48.2759,-3.4483,-1
BTC,30,30,65,2026-06,133,67,66,0,50.3759,0.7519,1
BTC,30,30,70,2025-12,18,5,13,0,27.7778,-44.4444,-8
BTC,30,30,70,2026-01,78,46,32,0,58.9744,17.9487,14
BTC,30,30,70,2026-02,300,166,134,0,55.3333,10.6667,32
BTC,30,30,70,2026-03,138,76,62,0,55.0725,10.1449,14
BTC,30,30,70,2026-04,47,29,18,0,61.7021,23.4043,11
BTC,30,30,70,2026-05,26,14,12,0,53.8462,7.6923,2
BTC,30,30,70,2026-06,97,49,48,0,50.5155,1.0309,1
BTC,30,30,75,2025-12,15,4,11,0,26.6667,-46.6667,-7
BTC,30,30,75,2026-01,64,36,28,0,56.25,12.5,8
BTC,30,30,75,2026-02,252,137,115,0,54.3651,8.7302,22
BTC,30,30,75,2026-03,115,66,49,0,57.3913,14.7826,17
BTC,30,30,75,2026-04,36,21,15,0,58.3333,16.6667,6
BTC,30,30,75,2026-05,20,9,11,0,45,-10,-2
BTC,30,30,75,2026-06,74,38,36,0,51.3514,2.7027,2
BTC,30,30,80,2025-12,13,3,10,0,23.0769,-53.8462,-7
BTC,30,30,80,2026-01,54,30,24,0,55.5556,11.1111,6
BTC,30,30,80,2026-02,209,108,101,0,51.6746,3.3493,7
BTC,30,30,80,2026-03,97,53,44,0,54.6392,9.2784,9
BTC,30,30,80,2026-04,25,13,12,0,52,4,1
BTC,30,30,80,2026-05,15,7,8,0,46.6667,-6.6667,-1
BTC,30,30,80,2026-06,57,30,27,0,52.6316,5.2632,3
BTC,30,30,85,2025-12,7,1,6,0,14.2857,-71.4286,-5
BTC,30,30,85,2026-01,46,25,21,0,54.3478,8.6957,4
BTC,30,30,85,2026-02,186,97,89,0,52.1505,4.3011,8
BTC,30,30,85,2026-03,82,46,36,0,56.0976,12.1951,10
BTC,30,30,85,2026-04,21,11,10,0,52.381,4.7619,1
BTC,30,30,85,2026-05,7,3,4,0,42.8571,-14.2857,-1
BTC,30,30,85,2026-06,48,26,22,0,54.1667,8.3333,4
BTC,30,30,90,2025-12,6,1,5,0,16.6667,-66.6667,-4
BTC,30,30,90,2026-01,39,21,18,0,53.8462,7.6923,3
BTC,30,30,90,2026-02,159,81,78,0,50.9434,1.8868,3
BTC,30,30,90,2026-03,64,38,26,0,59.375,18.75,12
BTC,30,30,90,2026-04,15,8,7,0,53.3333,6.6667,1
BTC,30,30,90,2026-05,5,2,3,0,40,-20,-1
BTC,30,30,90,2026-06,41,25,16,0,60.9756,21.9512,9
BTC,30,30,95,2025-12,4,1,3,0,25,-50,-2
BTC,30,30,95,2026-01,32,17,15,0,53.125,6.25,2
BTC,30,30,95,2026-02,133,62,71,0,46.6165,-6.7669,-9
BTC,30,30,95,2026-03,53,34,19,0,64.1509,28.3019,15
BTC,30,30,95,2026-04,12,7,5,0,58.3333,16.6667,2
BTC,30,30,95,2026-05,5,2,3,0,40,-20,-1
BTC,30,30,95,2026-06,34,20,14,0,58.8235,17.6471,6
BTC,30,30,100,2025-12,3,1,2,0,33.3333,-33.3333,-1
BTC,30,30,100,2026-01,30,16,14,0,53.3333,6.6667,2
BTC,30,30,100,2026-02,110,53,57,0,48.1818,-3.6364,-4
BTC,30,30,100,2026-03,46,30,16,0,65.2174,30.4348,14
BTC,30,30,100,2026-04,7,4,3,0,57.1429,14.2857,1
BTC,30,30,100,2026-05,5,2,3,0,40,-20,-1
BTC,30,30,100,2026-06,28,17,11,0,60.7143,21.4286,6
BTC,30,20,0,2025-12,3426,1778,1648,30,51.8973,3.7616,130
BTC,30,20,0,2026-01,8849,4571,4278,79,51.6556,3.2818,293
BTC,30,20,0,2026-02,8061,4178,3883,3,51.8298,3.6582,295
BTC,30,20,0,2026-03,8926,4468,4458,2,50.056,0.112,10
BTC,30,20,0,2026-04,8632,4386,4246,8,50.8109,1.6204,140
BTC,30,20,0,2026-05,8913,4468,4445,15,50.129,0.2576,23
BTC,30,20,0,2026-06,5469,2784,2685,3,50.9051,1.8092,99
BTC,30,20,5,2025-12,1547,849,698,1,54.8804,9.7545,151
BTC,30,20,5,2026-01,4701,2492,2209,7,53.01,6.011,283
BTC,30,20,5,2026-02,5878,3099,2779,1,52.722,5.4431,320
BTC,30,20,5,2026-03,6083,3075,3008,0,50.5507,1.1014,67
BTC,30,20,5,2026-04,4965,2588,2377,2,52.1249,4.248,211
BTC,30,20,5,2026-05,4448,2254,2194,4,50.6745,1.3477,60
BTC,30,20,5,2026-06,3705,1935,1770,1,52.2267,4.4522,165
BTC,30,20,10,2025-12,677,374,303,0,55.2437,10.4874,71
BTC,30,20,10,2026-01,2536,1359,1177,2,53.5883,7.171,182
BTC,30,20,10,2026-02,4202,2213,1989,1,52.6654,5.3295,224
BTC,30,20,10,2026-03,3896,2005,1891,0,51.463,2.9261,114
BTC,30,20,10,2026-04,2629,1405,1224,1,53.4424,6.8821,181
BTC,30,20,10,2026-05,2027,1064,963,0,52.4914,4.9827,101
BTC,30,20,10,2026-06,2431,1273,1158,1,52.3653,4.7286,115
BTC,30,20,15,2025-12,352,202,150,0,57.3864,14.7727,52
BTC,30,20,15,2026-01,1439,776,663,2,53.9263,7.8418,113
BTC,30,20,15,2026-02,2936,1565,1371,1,53.3038,6.6054,194
BTC,30,20,15,2026-03,2462,1283,1179,0,52.1121,4.2242,104
BTC,30,20,15,2026-04,1437,792,645,0,55.1148,10.2296,147
BTC,30,20,15,2026-05,985,526,459,0,53.401,6.802,67
BTC,30,20,15,2026-06,1600,850,750,1,53.125,6.2461,100
BTC,30,20,20,2025-12,205,114,91,0,55.6098,11.2195,23
BTC,30,20,20,2026-01,870,463,407,0,53.2184,6.4368,56
BTC,30,20,20,2026-02,2057,1123,934,1,54.5941,9.1837,189
BTC,30,20,20,2026-03,1605,855,750,0,53.271,6.5421,105
BTC,30,20,20,2026-04,828,451,377,0,54.4686,8.9372,74
BTC,30,20,20,2026-05,507,280,227,0,55.2268,10.4536,53
BTC,30,20,20,2026-06,1068,571,497,1,53.4644,6.9224,74
BTC,30,20,25,2025-12,134,70,64,0,52.2388,4.4776,6
BTC,30,20,25,2026-01,547,294,253,0,53.7477,7.4954,41
BTC,30,20,25,2026-02,1501,838,663,0,55.8294,11.6589,175
BTC,30,20,25,2026-03,1072,597,475,0,55.6903,11.3806,122
BTC,30,20,25,2026-04,488,265,223,0,54.3033,8.6066,42
BTC,30,20,25,2026-05,301,177,124,0,58.804,17.608,53
BTC,30,20,25,2026-06,735,379,356,1,51.5646,3.125,23
BTC,30,20,30,2025-12,88,45,43,0,51.1364,2.2727,2
BTC,30,20,30,2026-01,369,201,168,0,54.4715,8.9431,33
BTC,30,20,30,2026-02,1108,623,485,0,56.2274,12.4549,138
BTC,30,20,30,2026-03,717,395,322,0,55.0907,10.1813,73
BTC,30,20,30,2026-04,308,177,131,0,57.4675,14.9351,46
BTC,30,20,30,2026-05,176,107,69,0,60.7955,21.5909,38
BTC,30,20,30,2026-06,510,264,246,0,51.7647,3.5294,18
BTC,30,20,35,2025-12,59,29,30,0,49.1525,-1.6949,-1
BTC,30,20,35,2026-01,250,134,116,0,53.6,7.2,18
BTC,30,20,35,2026-02,833,476,357,0,57.1429,14.2857,119
BTC,30,20,35,2026-03,524,299,225,0,57.0611,14.1221,74
BTC,30,20,35,2026-04,215,128,87,0,59.5349,19.0698,41
BTC,30,20,35,2026-05,115,68,47,0,59.1304,18.2609,21
BTC,30,20,35,2026-06,355,182,173,0,51.2676,2.5352,9
BTC,30,20,40,2025-12,45,20,25,0,44.4444,-11.1111,-5
BTC,30,20,40,2026-01,185,101,84,0,54.5946,9.1892,17
BTC,30,20,40,2026-02,656,370,286,0,56.4024,12.8049,84
BTC,30,20,40,2026-03,364,204,160,0,56.044,12.0879,44
BTC,30,20,40,2026-04,152,93,59,0,61.1842,22.3684,34
BTC,30,20,40,2026-05,80,46,34,0,57.5,15,12
BTC,30,20,40,2026-06,264,144,120,0,54.5455,9.0909,24
BTC,30,20,45,2025-12,28,12,16,0,42.8571,-14.2857,-4
BTC,30,20,45,2026-01,136,73,63,0,53.6765,7.3529,10
BTC,30,20,45,2026-02,512,285,227,0,55.6641,11.3281,58
BTC,30,20,45,2026-03,252,137,115,0,54.3651,8.7302,22
BTC,30,20,45,2026-04,109,68,41,0,62.3853,24.7706,27
BTC,30,20,45,2026-05,56,33,23,0,58.9286,17.8571,10
BTC,30,20,45,2026-06,190,100,90,0,52.6316,5.2632,10
BTC,30,20,50,2025-12,18,7,11,0,38.8889,-22.2222,-4
BTC,30,20,50,2026-01,105,58,47,0,55.2381,10.4762,11
BTC,30,20,50,2026-02,403,220,183,0,54.5906,9.1811,37
BTC,30,20,50,2026-03,191,106,85,0,55.4974,10.9948,21
BTC,30,20,50,2026-04,77,50,27,0,64.9351,29.8701,23
BTC,30,20,50,2026-05,37,20,17,0,54.0541,8.1081,3
BTC,30,20,50,2026-06,140,75,65,0,53.5714,7.1429,10
BTC,30,20,55,2025-12,14,6,8,0,42.8571,-14.2857,-2
BTC,30,20,55,2026-01,80,48,32,0,60,20,16
BTC,30,20,55,2026-02,327,177,150,0,54.1284,8.2569,27
BTC,30,20,55,2026-03,151,82,69,0,54.3046,8.6093,13
BTC,30,20,55,2026-04,60,36,24,0,60,20,12
BTC,30,20,55,2026-05,27,13,14,0,48.1481,-3.7037,-1
BTC,30,20,55,2026-06,111,62,49,0,55.8559,11.7117,13
BTC,30,20,60,2025-12,13,5,8,0,38.4615,-23.0769,-3
BTC,30,20,60,2026-01,65,36,29,0,55.3846,10.7692,7
BTC,30,20,60,2026-02,270,145,125,0,53.7037,7.4074,20
BTC,30,20,60,2026-03,126,69,57,0,54.7619,9.5238,12
BTC,30,20,60,2026-04,39,22,17,0,56.4103,12.8205,5
BTC,30,20,60,2026-05,22,11,11,0,50,0,0
BTC,30,20,60,2026-06,85,47,38,0,55.2941,10.5882,9
BTC,30,20,65,2025-12,12,4,8,0,33.3333,-33.3333,-4
BTC,30,20,65,2026-01,53,30,23,0,56.6038,13.2075,7
BTC,30,20,65,2026-02,226,124,102,0,54.8673,9.7345,22
BTC,30,20,65,2026-03,105,58,47,0,55.2381,10.4762,11
BTC,30,20,65,2026-04,29,15,14,0,51.7241,3.4483,1
BTC,30,20,65,2026-05,18,9,9,0,50,0,0
BTC,30,20,65,2026-06,66,37,29,0,56.0606,12.1212,8
BTC,30,20,70,2025-12,8,4,4,0,50,0,0
BTC,30,20,70,2026-01,45,26,19,0,57.7778,15.5556,7
BTC,30,20,70,2026-02,185,104,81,0,56.2162,12.4324,23
BTC,30,20,70,2026-03,78,46,32,0,58.9744,17.9487,14
BTC,30,20,70,2026-04,23,12,11,0,52.1739,4.3478,1
BTC,30,20,70,2026-05,15,7,8,0,46.6667,-6.6667,-1
BTC,30,20,70,2026-06,51,27,24,0,52.9412,5.8824,3
BTC,30,20,75,2025-12,3,2,1,0,66.6667,33.3333,1
BTC,30,20,75,2026-01,35,19,16,0,54.2857,8.5714,3
BTC,30,20,75,2026-02,145,80,65,0,55.1724,10.3448,15
BTC,30,20,75,2026-03,64,39,25,0,60.9375,21.875,14
BTC,30,20,75,2026-04,14,8,6,0,57.1429,14.2857,2
BTC,30,20,75,2026-05,7,2,5,0,28.5714,-42.8571,-3
BTC,30,20,75,2026-06,39,20,19,0,51.2821,2.5641,1
BTC,30,20,80,2025-12,2,1,1,0,50,0,0
BTC,30,20,80,2026-01,26,16,10,0,61.5385,23.0769,6
BTC,30,20,80,2026-02,119,65,54,0,54.6218,9.2437,11
BTC,30,20,80,2026-03,50,32,18,0,64,28,14
BTC,30,20,80,2026-04,12,6,6,0,50,0,0
BTC,30,20,80,2026-05,4,2,2,0,50,0,0
BTC,30,20,80,2026-06,30,17,13,0,56.6667,13.3333,4
BTC,30,20,85,2025-12,2,1,1,0,50,0,0
BTC,30,20,85,2026-01,23,14,9,0,60.8696,21.7391,5
BTC,30,20,85,2026-02,107,57,50,0,53.271,6.5421,7
BTC,30,20,85,2026-03,35,24,11,0,68.5714,37.1429,13
BTC,30,20,85,2026-04,9,5,4,0,55.5556,11.1111,1
BTC,30,20,85,2026-05,3,1,2,0,33.3333,-33.3333,-1
BTC,30,20,85,2026-06,21,14,7,0,66.6667,33.3333,7
BTC,30,20,90,2025-12,2,1,1,0,50,0,0
BTC,30,20,90,2026-01,16,8,8,0,50,0,0
BTC,30,20,90,2026-02,88,47,41,0,53.4091,6.8182,6
BTC,30,20,90,2026-03,29,18,11,0,62.069,24.1379,7
BTC,30,20,90,2026-04,7,5,2,0,71.4286,42.8571,3
BTC,30,20,90,2026-05,2,0,2,0,0,-100,-2
BTC,30,20,90,2026-06,16,12,4,0,75,50,8
BTC,30,20,95,2025-12,2,1,1,0,50,0,0
BTC,30,20,95,2026-01,14,8,6,0,57.1429,14.2857,2
BTC,30,20,95,2026-02,67,34,33,0,50.7463,1.4925,1
BTC,30,20,95,2026-03,23,14,9,0,60.8696,21.7391,5
BTC,30,20,95,2026-04,4,3,1,0,75,50,2
BTC,30,20,95,2026-05,1,0,1,0,0,-100,-1
BTC,30,20,95,2026-06,14,11,3,0,78.5714,57.1429,8
BTC,30,20,100,2025-12,2,1,1,0,50,0,0
BTC,30,20,100,2026-01,13,8,5,0,61.5385,23.0769,3
BTC,30,20,100,2026-02,60,31,29,0,51.6667,3.3333,2
BTC,30,20,100,2026-03,18,11,7,0,61.1111,22.2222,4
BTC,30,20,100,2026-04,4,3,1,0,75,50,2
BTC,30,20,100,2026-05,1,0,1,0,0,-100,-1
BTC,30,20,100,2026-06,11,9,2,0,81.8182,63.6364,7
BTC,30,10,0,2025-12,3426,1780,1646,30,51.9556,3.8773,134
BTC,30,10,0,2026-01,8848,4525,4323,79,51.1415,2.2628,202
BTC,30,10,0,2026-02,8061,4175,3886,3,51.7926,3.5838,289
BTC,30,10,0,2026-03,8926,4384,4542,2,49.1149,-1.7697,-158
BTC,30,10,0,2026-04,8632,4333,4299,8,50.1969,0.3935,34
BTC,30,10,0,2026-05,8913,4411,4502,15,49.4895,-1.0193,-91
BTC,30,10,0,2026-06,5469,2772,2697,3,50.6857,1.3706,75
BTC,30,10,5,2025-12,1102,611,491,1,55.4446,10.8794,120
BTC,30,10,5,2026-01,3632,1908,1724,2,52.533,5.0633,184
BTC,30,10,5,2026-02,5028,2663,2365,1,52.9634,5.9256,298
BTC,30,10,5,2026-03,4961,2494,2467,0,50.2721,0.5442,27
BTC,30,10,5,2026-04,3701,1913,1788,1,51.6887,3.3766,125
BTC,30,10,5,2026-05,3173,1644,1529,2,51.8122,3.622,115
BTC,30,10,5,2026-06,3114,1610,1504,2,51.702,3.4018,106
BTC,30,10,10,2025-12,402,230,172,0,57.2139,14.4279,58
BTC,30,10,10,2026-01,1528,818,710,1,53.534,7.0634,108
BTC,30,10,10,2026-02,3049,1621,1428,1,53.165,6.3279,193
BTC,30,10,10,2026-03,2630,1363,1267,0,51.8251,3.6502,96
BTC,30,10,10,2026-04,1557,842,715,1,54.0784,8.1515,127
BTC,30,10,10,2026-05,1108,599,509,1,54.0614,8.1154,90
BTC,30,10,10,2026-06,1720,908,812,1,52.7907,5.5782,96
BTC,30,10,15,2025-12,176,99,77,0,56.25,12.5,22
BTC,30,10,15,2026-01,772,421,351,0,54.5337,9.0674,70
BTC,30,10,15,2026-02,1906,1029,877,1,53.9874,7.9706,152
BTC,30,10,15,2026-03,1460,771,689,0,52.8082,5.6164,82
BTC,30,10,15,2026-04,723,392,331,0,54.2185,8.4371,61
BTC,30,10,15,2026-05,467,261,206,0,55.8887,11.7773,55
BTC,30,10,15,2026-06,980,505,475,1,51.5306,3.0581,30
BTC,30,10,20,2025-12,98,50,48,0,51.0204,2.0408,2
BTC,30,10,20,2026-01,437,240,197,0,54.9199,9.8398,43
BTC,30,10,20,2026-02,1258,692,566,0,55.0079,10.0159,126
BTC,30,10,20,2026-03,840,440,400,0,52.381,4.7619,40
BTC,30,10,20,2026-04,352,197,155,0,55.9659,11.9318,42
BTC,30,10,20,2026-05,235,143,92,0,60.8511,21.7021,51
BTC,30,10,20,2026-06,557,297,260,1,53.3214,6.6308,37
BTC,30,10,25,2025-12,55,30,25,0,54.5455,9.0909,5
BTC,30,10,25,2026-01,248,133,115,0,53.629,7.2581,18
BTC,30,10,25,2026-02,843,462,381,0,54.8043,9.6085,81
BTC,30,10,25,2026-03,503,279,224,0,55.4672,10.9344,55
BTC,30,10,25,2026-04,197,113,84,0,57.3604,14.7208,29
BTC,30,10,25,2026-05,109,61,48,0,55.9633,11.9266,13
BTC,30,10,25,2026-06,340,182,158,1,53.5294,7.0381,24
BTC,30,10,30,2025-12,30,17,13,0,56.6667,13.3333,4
BTC,30,10,30,2026-01,164,88,76,0,53.6585,7.3171,12
BTC,30,10,30,2026-02,590,319,271,0,54.0678,8.1356,48
BTC,30,10,30,2026-03,300,168,132,0,56,12,36
BTC,30,10,30,2026-04,113,62,51,0,54.8673,9.7345,11
BTC,30,10,30,2026-05,64,38,26,0,59.375,18.75,12
BTC,30,10,30,2026-06,215,116,99,0,53.9535,7.907,17
BTC,30,10,35,2025-12,21,12,9,0,57.1429,14.2857,3
BTC,30,10,35,2026-01,112,63,49,0,56.25,12.5,14
BTC,30,10,35,2026-02,435,236,199,0,54.2529,8.5057,37
BTC,30,10,35,2026-03,202,112,90,0,55.4455,10.8911,22
BTC,30,10,35,2026-04,73,44,29,0,60.274,20.5479,15
BTC,30,10,35,2026-05,43,23,20,0,53.4884,6.9767,3
BTC,30,10,35,2026-06,135,72,63,0,53.3333,6.6667,9
BTC,30,10,40,2025-12,14,8,6,0,57.1429,14.2857,2
BTC,30,10,40,2026-01,78,44,34,0,56.4103,12.8205,10
BTC,30,10,40,2026-02,318,176,142,0,55.3459,10.6918,34
BTC,30,10,40,2026-03,132,74,58,0,56.0606,12.1212,16
BTC,30,10,40,2026-04,50,28,22,0,56,12,6
BTC,30,10,40,2026-05,27,15,12,0,55.5556,11.1111,3
BTC,30,10,40,2026-06,94,51,43,0,54.2553,8.5106,8
BTC,30,10,45,2025-12,11,7,4,0,63.6364,27.2727,3
BTC,30,10,45,2026-01,54,30,24,0,55.5556,11.1111,6
BTC,30,10,45,2026-02,228,131,97,0,57.4561,14.9123,34
BTC,30,10,45,2026-03,93,54,39,0,58.0645,16.129,15
BTC,30,10,45,2026-04,35,19,16,0,54.2857,8.5714,3
BTC,30,10,45,2026-05,21,10,11,0,47.619,-4.7619,-1
BTC,30,10,45,2026-06,72,41,31,0,56.9444,13.8889,10
BTC,30,10,50,2025-12,6,4,2,0,66.6667,33.3333,2
BTC,30,10,50,2026-01,35,20,15,0,57.1429,14.2857,5
BTC,30,10,50,2026-02,170,93,77,0,54.7059,9.4118,16
BTC,30,10,50,2026-03,67,39,28,0,58.209,16.4179,11
BTC,30,10,50,2026-04,27,16,11,0,59.2593,18.5185,5
BTC,30,10,50,2026-05,16,8,8,0,50,0,0
BTC,30,10,50,2026-06,52,31,21,0,59.6154,19.2308,10
BTC,30,10,55,2025-12,5,4,1,0,80,60,3
BTC,30,10,55,2026-01,28,17,11,0,60.7143,21.4286,6
BTC,30,10,55,2026-02,129,70,59,0,54.2636,8.5271,11
BTC,30,10,55,2026-03,51,31,20,0,60.7843,21.5686,11
BTC,30,10,55,2026-04,17,10,7,0,58.8235,17.6471,3
BTC,30,10,55,2026-05,12,5,7,0,41.6667,-16.6667,-2
BTC,30,10,55,2026-06,33,22,11,0,66.6667,33.3333,11
BTC,30,10,60,2025-12,2,1,1,0,50,0,0
BTC,30,10,60,2026-01,21,12,9,0,57.1429,14.2857,3
BTC,30,10,60,2026-02,105,57,48,0,54.2857,8.5714,9
BTC,30,10,60,2026-03,37,23,14,0,62.1622,24.3243,9
BTC,30,10,60,2026-04,10,6,4,0,60,20,2
BTC,30,10,60,2026-05,6,2,4,0,33.3333,-33.3333,-2
BTC,30,10,60,2026-06,24,19,5,0,79.1667,58.3333,14
BTC,30,10,65,2025-12,2,1,1,0,50,0,0
BTC,30,10,65,2026-01,15,6,9,0,40,-20,-3
BTC,30,10,65,2026-02,72,39,33,0,54.1667,8.3333,6
BTC,30,10,65,2026-03,29,20,9,0,68.9655,37.931,11
BTC,30,10,65,2026-04,7,6,1,0,85.7143,71.4286,5
BTC,30,10,65,2026-05,3,0,3,0,0,-100,-3
BTC,30,10,65,2026-06,19,14,5,0,73.6842,47.3684,9
BTC,30,10,70,2026-01,12,5,7,0,41.6667,-16.6667,-2
BTC,30,10,70,2026-02,58,32,26,0,55.1724,10.3448,6
BTC,30,10,70,2026-03,24,16,8,0,66.6667,33.3333,8
BTC,30,10,70,2026-04,5,5,0,0,100,100,5
BTC,30,10,70,2026-05,1,0,1,0,0,-100,-1
BTC,30,10,70,2026-06,15,12,3,0,80,60,9
BTC,30,10,75,2026-01,10,3,7,0,30,-40,-4
BTC,30,10,75,2026-02,48,26,22,0,54.1667,8.3333,4
BTC,30,10,75,2026-03,15,9,6,0,60,20,3
BTC,30,10,75,2026-04,2,2,0,0,100,100,2
BTC,30,10,75,2026-05,1,0,1,0,0,-100,-1
BTC,30,10,75,2026-06,12,10,2,0,83.3333,66.6667,8
BTC,30,10,80,2026-01,7,2,5,0,28.5714,-42.8571,-3
BTC,30,10,80,2026-02,37,20,17,0,54.0541,8.1081,3
BTC,30,10,80,2026-03,12,6,6,0,50,0,0
BTC,30,10,80,2026-04,1,1,0,0,100,100,1
BTC,30,10,80,2026-06,9,7,2,0,77.7778,55.5556,5
BTC,30,10,85,2026-01,5,2,3,0,40,-20,-1
BTC,30,10,85,2026-02,28,13,15,0,46.4286,-7.1429,-2
BTC,30,10,85,2026-03,10,6,4,0,60,20,2
BTC,30,10,85,2026-04,1,1,0,0,100,100,1
BTC,30,10,85,2026-06,6,5,1,0,83.3333,66.6667,4
BTC,30,10,90,2026-01,4,1,3,0,25,-50,-2
BTC,30,10,90,2026-02,24,12,12,0,50,0,0
BTC,30,10,90,2026-03,7,4,3,0,57.1429,14.2857,1
BTC,30,10,90,2026-04,1,1,0,0,100,100,1
BTC,30,10,90,2026-06,4,3,1,0,75,50,2
BTC,30,10,95,2026-01,4,1,3,0,25,-50,-2
BTC,30,10,95,2026-02,20,9,11,0,45,-10,-2
BTC,30,10,95,2026-03,5,4,1,0,80,60,3
BTC,30,10,95,2026-04,1,1,0,0,100,100,1
BTC,30,10,95,2026-06,2,1,1,0,50,0,0
BTC,30,10,100,2026-01,3,1,2,0,33.3333,-33.3333,-1
BTC,30,10,100,2026-02,15,6,9,0,40,-20,-3
BTC,30,10,100,2026-03,4,3,1,0,75,50,2
BTC,30,10,100,2026-04,1,1,0,0,100,100,1
BTC,30,10,100,2026-06,2,1,1,0,50,0,0
ETH,5,100,0,2025-12,3442,1829,1613,14,53.1377,6.25,216
ETH,5,100,0,2026-01,8894,4682,4212,34,52.6422,5.2643,470
ETH,5,100,0,2026-02,8049,4215,3834,15,52.3668,4.7247,381
ETH,5,100,0,2026-03,8901,4706,4195,27,52.8705,5.7236,511
ETH,5,100,0,2026-04,8617,4588,4029,23,53.2436,6.4699,559
ETH,5,100,0,2026-05,8890,4625,4265,38,52.0247,4.0323,360
ETH,5,100,0,2026-06,5465,2873,2592,7,52.5709,5.1352,281
ETH,5,100,5,2025-12,2682,1441,1241,8,53.7286,7.4349,200
ETH,5,100,5,2026-01,7223,3844,3379,24,53.2189,6.4164,465
ETH,5,100,5,2026-02,7232,3814,3418,11,52.7378,5.4673,396
ETH,5,100,5,2026-03,7830,4160,3670,26,53.129,6.2373,490
ETH,5,100,5,2026-04,7155,3835,3320,17,53.5989,7.1807,515
ETH,5,100,5,2026-05,7103,3701,3402,27,52.1047,4.1935,299
ETH,5,100,5,2026-06,4798,2552,2246,6,53.1888,6.3697,306
ETH,5,100,10,2025-12,2020,1118,902,6,55.3465,10.6614,216
ETH,5,100,10,2026-01,5728,3088,2640,14,53.9106,7.8022,448
ETH,5,100,10,2026-02,6474,3420,3054,11,52.8267,5.6438,366
ETH,5,100,10,2026-03,6769,3620,3149,21,53.4791,6.9367,471
ETH,5,100,10,2026-04,5809,3142,2667,10,54.0885,8.1629,475
ETH,5,100,10,2026-05,5561,2912,2649,18,52.3647,4.7141,263
ETH,5,100,10,2026-06,4155,2221,1934,4,53.4537,6.9007,287
ETH,5,100,15,2025-12,1476,835,641,5,56.5718,13.0993,194
ETH,5,100,15,2026-01,4564,2477,2087,9,54.2726,8.5283,390
ETH,5,100,15,2026-02,5769,3080,2689,11,53.3888,6.7647,391
ETH,5,100,15,2026-03,5792,3124,2668,20,53.9365,7.8458,456
ETH,5,100,15,2026-04,4715,2589,2126,4,54.9099,9.8114,463
ETH,5,100,15,2026-05,4199,2252,1947,13,53.6318,7.2412,305
ETH,5,100,15,2026-06,3549,1921,1628,4,54.1279,8.2466,293
ETH,5,100,20,2025-12,1103,620,483,5,56.2103,12.3646,137
ETH,5,100,20,2026-01,3628,1974,1654,5,54.4101,8.8081,320
ETH,5,100,20,2026-02,5068,2737,2331,10,54.0055,7.9953,406
ETH,5,100,20,2026-03,4956,2693,2263,18,54.3382,8.645,430
ETH,5,100,20,2026-04,3799,2105,1694,3,55.4093,10.8101,411
ETH,5,100,20,2026-05,3152,1703,1449,10,54.0292,8.0329,254
ETH,5,100,20,2026-06,3032,1624,1408,4,53.562,7.1146,216
ETH,5,100,25,2025-12,825,473,352,3,57.3333,14.6135,121
ETH,5,100,25,2026-01,2985,1618,1367,4,54.2044,8.3975,251
ETH,5,100,25,2026-02,4477,2413,2064,6,53.8977,7.785,349
ETH,5,100,25,2026-03,4234,2305,1929,16,54.4402,8.8471,376
ETH,5,100,25,2026-04,3065,1716,1349,3,55.9869,11.9622,367
ETH,5,100,25,2026-05,2370,1285,1085,8,54.2194,8.4104,200
ETH,5,100,25,2026-06,2593,1404,1189,3,54.1458,8.282,215
ETH,5,100,30,2025-12,647,369,278,2,57.0325,14.0216,91
ETH,5,100,30,2026-01,2456,1335,1121,3,54.3567,8.7027,214
ETH,5,100,30,2026-02,3980,2138,1842,5,53.7186,7.4279,296
ETH,5,100,30,2026-03,3631,1999,1632,12,55.0537,10.0741,367
ETH,5,100,30,2026-04,2468,1408,1060,3,57.0502,14.0834,348
ETH,5,100,30,2026-05,1816,980,836,3,53.9648,7.9164,144
ETH,5,100,30,2026-06,2215,1205,1010,2,54.4018,8.7957,195
ETH,5,100,35,2025-12,534,308,226,2,57.6779,15.2985,82
