asset,offset_seconds,depth,threshold_bps,month,settled_trades,wins,losses,ties,win_rate_pct,roi_pct_at_0_50,pnl_units
BTC,5,70,40,2026-06,961,520,441,0,54.1103,8.2206,79
BTC,5,70,45,2025-12,143,76,67,0,53.1469,6.2937,9
BTC,5,70,45,2026-01,633,349,284,0,55.1343,10.2686,65
BTC,5,70,45,2026-02,1612,890,722,0,55.2109,10.4218,168
BTC,5,70,45,2026-03,1148,639,509,0,55.662,11.324,130
BTC,5,70,45,2026-04,599,332,267,0,55.4257,10.8514,65
BTC,5,70,45,2026-05,322,185,137,0,57.4534,14.9068,48
BTC,5,70,45,2026-06,753,412,341,0,54.7145,9.429,71
BTC,5,70,50,2025-12,114,57,57,0,50,0,0
BTC,5,70,50,2026-01,504,269,235,0,53.373,6.746,34
BTC,5,70,50,2026-02,1346,750,596,0,55.7207,11.4413,154
BTC,5,70,50,2026-03,927,526,401,0,56.7422,13.4844,125
BTC,5,70,50,2026-04,466,261,205,0,56.0086,12.0172,56
BTC,5,70,50,2026-05,237,134,103,0,56.5401,13.0802,31
BTC,5,70,50,2026-06,626,335,291,0,53.5144,7.0288,44
BTC,5,70,55,2025-12,94,46,48,0,48.9362,-2.1277,-2
BTC,5,70,55,2026-01,406,221,185,0,54.4335,8.867,36
BTC,5,70,55,2026-02,1162,654,508,0,56.2823,12.5645,146
BTC,5,70,55,2026-03,761,428,333,0,56.2418,12.4836,95
BTC,5,70,55,2026-04,379,215,164,0,56.7282,13.4565,51
BTC,5,70,55,2026-05,191,105,86,0,54.9738,9.9476,19
BTC,5,70,55,2026-06,545,288,257,0,52.844,5.6881,31
BTC,5,70,60,2025-12,82,39,43,0,47.561,-4.878,-4
BTC,5,70,60,2026-01,337,190,147,0,56.3798,12.7596,43
BTC,5,70,60,2026-02,1012,569,443,0,56.2253,12.4506,126
BTC,5,70,60,2026-03,605,341,264,0,56.3636,12.7273,77
BTC,5,70,60,2026-04,301,168,133,0,55.814,11.6279,35
BTC,5,70,60,2026-05,152,83,69,0,54.6053,9.2105,14
BTC,5,70,60,2026-06,451,238,213,0,52.7716,5.5432,25
BTC,5,70,65,2025-12,62,29,33,0,46.7742,-6.4516,-4
BTC,5,70,65,2026-01,284,158,126,0,55.6338,11.2676,32
BTC,5,70,65,2026-02,891,495,396,0,55.5556,11.1111,99
BTC,5,70,65,2026-03,509,289,220,0,56.778,13.556,69
BTC,5,70,65,2026-04,249,142,107,0,57.0281,14.0562,35
BTC,5,70,65,2026-05,121,65,56,0,53.719,7.438,9
BTC,5,70,65,2026-06,373,195,178,0,52.2788,4.5576,17
BTC,5,70,70,2025-12,44,20,24,0,45.4545,-9.0909,-4
BTC,5,70,70,2026-01,230,134,96,0,58.2609,16.5217,38
BTC,5,70,70,2026-02,770,424,346,0,55.0649,10.1299,78
BTC,5,70,70,2026-03,428,244,184,0,57.0093,14.0187,60
BTC,5,70,70,2026-04,212,124,88,0,58.4906,16.9811,36
BTC,5,70,70,2026-05,97,47,50,0,48.4536,-3.0928,-3
BTC,5,70,70,2026-06,327,169,158,0,51.682,3.3639,11
BTC,5,70,75,2025-12,37,17,20,0,45.9459,-8.1081,-3
BTC,5,70,75,2026-01,184,104,80,0,56.5217,13.0435,24
BTC,5,70,75,2026-02,651,360,291,0,55.2995,10.5991,69
BTC,5,70,75,2026-03,350,193,157,0,55.1429,10.2857,36
BTC,5,70,75,2026-04,171,98,73,0,57.3099,14.6199,25
BTC,5,70,75,2026-05,76,36,40,0,47.3684,-5.2632,-4
BTC,5,70,75,2026-06,275,141,134,0,51.2727,2.5455,7
BTC,5,70,80,2025-12,30,11,19,0,36.6667,-26.6667,-8
BTC,5,70,80,2026-01,158,86,72,0,54.4304,8.8608,14
BTC,5,70,80,2026-02,570,315,255,0,55.2632,10.5263,60
BTC,5,70,80,2026-03,304,175,129,0,57.5658,15.1316,46
BTC,5,70,80,2026-04,140,78,62,0,55.7143,11.4286,16
BTC,5,70,80,2026-05,62,28,34,0,45.1613,-9.6774,-6
BTC,5,70,80,2026-06,242,121,121,0,50,0,0
BTC,5,70,85,2025-12,30,11,19,0,36.6667,-26.6667,-8
BTC,5,70,85,2026-01,138,75,63,0,54.3478,8.6957,12
BTC,5,70,85,2026-02,504,279,225,0,55.3571,10.7143,54
BTC,5,70,85,2026-03,247,138,109,0,55.8704,11.7409,29
BTC,5,70,85,2026-04,114,62,52,0,54.386,8.7719,10
BTC,5,70,85,2026-05,47,26,21,0,55.3191,10.6383,5
BTC,5,70,85,2026-06,213,111,102,0,52.1127,4.2254,9
BTC,5,70,90,2025-12,27,11,16,0,40.7407,-18.5185,-5
BTC,5,70,90,2026-01,122,66,56,0,54.0984,8.1967,10
BTC,5,70,90,2026-02,435,240,195,0,55.1724,10.3448,45
BTC,5,70,90,2026-03,220,121,99,0,55,10,22
BTC,5,70,90,2026-04,96,51,45,0,53.125,6.25,6
BTC,5,70,90,2026-05,39,22,17,0,56.4103,12.8205,5
BTC,5,70,90,2026-06,183,93,90,0,50.8197,1.6393,3
BTC,5,70,95,2025-12,23,8,15,0,34.7826,-30.4348,-7
BTC,5,70,95,2026-01,101,53,48,0,52.4752,4.9505,5
BTC,5,70,95,2026-02,383,215,168,0,56.1358,12.2715,47
BTC,5,70,95,2026-03,190,102,88,0,53.6842,7.3684,14
BTC,5,70,95,2026-04,77,41,36,0,53.2468,6.4935,5
BTC,5,70,95,2026-05,34,20,14,0,58.8235,17.6471,6
BTC,5,70,95,2026-06,161,81,80,0,50.3106,0.6211,1
BTC,5,70,100,2025-12,22,8,14,0,36.3636,-27.2727,-6
BTC,5,70,100,2026-01,85,39,46,0,45.8824,-8.2353,-7
BTC,5,70,100,2026-02,336,187,149,0,55.6548,11.3095,38
BTC,5,70,100,2026-03,166,89,77,0,53.6145,7.2289,12
BTC,5,70,100,2026-04,60,32,28,0,53.3333,6.6667,4
BTC,5,70,100,2026-05,24,13,11,0,54.1667,8.3333,2
BTC,5,70,100,2026-06,139,68,71,0,48.9209,-2.1583,-3
BTC,5,60,0,2025-12,3426,1799,1627,30,52.5102,4.9769,172
BTC,5,60,0,2026-01,8849,4588,4261,79,51.8477,3.6626,327
BTC,5,60,0,2026-02,8061,4177,3884,3,51.8174,3.6334,293
BTC,5,60,0,2026-03,8926,4588,4338,2,51.4004,2.8002,250
BTC,5,60,0,2026-04,8632,4468,4164,8,51.7609,3.5185,304
BTC,5,60,0,2026-05,8913,4514,4399,15,50.6451,1.2881,115
BTC,5,60,0,2026-06,5469,2807,2662,3,51.3257,2.6499,145
BTC,5,60,5,2025-12,2214,1186,1028,6,53.5682,7.1171,158
BTC,5,60,5,2026-01,6229,3299,2930,20,52.962,5.9049,369
BTC,5,60,5,2026-02,6766,3538,3228,3,52.2909,4.5797,310
BTC,5,60,5,2026-03,7279,3765,3514,1,51.7241,3.4478,251
BTC,5,60,5,2026-04,6366,3341,3025,3,52.4819,4.9615,316
BTC,5,60,5,2026-05,6174,3132,3042,9,50.7289,1.4556,90
BTC,5,60,5,2026-06,4484,2320,2164,3,51.7395,3.4767,156
BTC,5,60,10,2025-12,1373,757,616,1,55.1347,10.262,141
BTC,5,60,10,2026-01,4183,2255,1928,5,53.9087,7.808,327
BTC,5,60,10,2026-02,5529,2919,2610,3,52.7944,5.5857,309
BTC,5,60,10,2026-03,5681,2969,2712,0,52.2619,4.5239,257
BTC,5,60,10,2026-04,4518,2384,2134,3,52.7667,5.5298,250
BTC,5,60,10,2026-05,4054,2096,1958,2,51.702,3.4024,138
BTC,5,60,10,2026-06,3586,1870,1716,2,52.1472,4.2921,154
BTC,5,60,15,2025-12,856,472,384,1,55.1402,10.2684,88
BTC,5,60,15,2026-01,2860,1551,1309,2,54.2308,8.4556,242
BTC,5,60,15,2026-02,4538,2414,2124,1,53.1952,6.3891,290
BTC,5,60,15,2026-03,4451,2328,2123,0,52.3029,4.6057,205
BTC,5,60,15,2026-04,3124,1674,1450,1,53.5851,7.168,224
BTC,5,60,15,2026-05,2560,1339,1221,2,52.3047,4.6058,118
BTC,5,60,15,2026-06,2803,1490,1313,1,53.1573,6.3124,177
BTC,5,60,20,2025-12,559,316,243,0,56.5295,13.059,73
BTC,5,60,20,2026-01,2032,1097,935,1,53.9862,7.9685,162
BTC,5,60,20,2026-02,3715,1979,1736,1,53.2705,6.5393,243
BTC,5,60,20,2026-03,3435,1818,1617,0,52.9258,5.8515,201
BTC,5,60,20,2026-04,2218,1208,1010,1,54.4635,8.9229,198
BTC,5,60,20,2026-05,1689,877,812,1,51.9242,3.8462,65
BTC,5,60,20,2026-06,2178,1160,1018,1,53.2599,6.5168,142
BTC,5,60,25,2025-12,360,203,157,0,56.3889,12.7778,46
BTC,5,60,25,2026-01,1453,792,661,1,54.5079,9.0096,131
BTC,5,60,25,2026-02,2992,1623,1369,1,54.2447,8.4865,254
BTC,5,60,25,2026-03,2687,1431,1256,0,53.2564,6.5128,175
BTC,5,60,25,2026-04,1612,892,720,1,55.335,10.6634,172
BTC,5,60,25,2026-05,1109,587,522,0,52.9306,5.8611,65
BTC,5,60,25,2026-06,1689,914,775,1,54.1149,8.2249,139
BTC,5,60,30,2025-12,258,147,111,0,56.9767,13.9535,36
BTC,5,60,30,2026-01,1112,603,509,0,54.2266,8.4532,94
BTC,5,60,30,2026-02,2450,1352,1098,0,55.1837,10.3673,254
BTC,5,60,30,2026-03,2083,1136,947,0,54.5367,9.0735,189
BTC,5,60,30,2026-04,1195,669,526,0,55.9833,11.9665,143
BTC,5,60,30,2026-05,763,404,359,0,52.9489,5.8978,45
BTC,5,60,30,2026-06,1333,718,615,0,53.8635,7.7269,103
BTC,5,60,35,2025-12,195,113,82,0,57.9487,15.8974,31
BTC,5,60,35,2026-01,867,470,397,0,54.2099,8.4198,73
BTC,5,60,35,2026-02,2036,1125,911,0,55.2554,10.5108,214
BTC,5,60,35,2026-03,1611,882,729,0,54.7486,9.4972,153
BTC,5,60,35,2026-04,869,485,384,0,55.8113,11.6226,101
BTC,5,60,35,2026-05,510,287,223,0,56.2745,12.549,64
BTC,5,60,35,2026-06,1044,561,483,0,53.7356,7.4713,78
BTC,5,60,40,2025-12,149,81,68,0,54.3624,8.7248,13
BTC,5,60,40,2026-01,668,363,305,0,54.3413,8.6826,58
BTC,5,60,40,2026-02,1704,946,758,0,55.5164,11.0329,188
BTC,5,60,40,2026-03,1254,691,563,0,55.1037,10.2073,128
BTC,5,60,40,2026-04,655,367,288,0,56.0305,12.0611,79
BTC,5,60,40,2026-05,350,199,151,0,56.8571,13.7143,48
BTC,5,60,40,2026-06,828,449,379,0,54.2271,8.4541,70
BTC,5,60,45,2025-12,120,62,58,0,51.6667,3.3333,4
BTC,5,60,45,2026-01,514,285,229,0,55.4475,10.8949,56
BTC,5,60,45,2026-02,1413,791,622,0,55.9802,11.9604,169
BTC,5,60,45,2026-03,995,564,431,0,56.6834,13.3668,133
BTC,5,60,45,2026-04,493,280,213,0,56.7951,13.5903,67
BTC,5,60,45,2026-05,256,144,112,0,56.25,12.5,32
BTC,5,60,45,2026-06,667,356,311,0,53.3733,6.7466,45
BTC,5,60,50,2025-12,94,46,48,0,48.9362,-2.1277,-2
BTC,5,60,50,2026-01,406,227,179,0,55.9113,11.8227,48
BTC,5,60,50,2026-02,1199,672,527,0,56.0467,12.0934,145
BTC,5,60,50,2026-03,799,456,343,0,57.0713,14.1427,113
BTC,5,60,50,2026-04,385,224,161,0,58.1818,16.3636,63
BTC,5,60,50,2026-05,197,110,87,0,55.8376,11.6751,23
BTC,5,60,50,2026-06,553,299,254,0,54.0687,8.1374,45
BTC,5,60,55,2025-12,79,39,40,0,49.3671,-1.2658,-1
BTC,5,60,55,2026-01,340,191,149,0,56.1765,12.3529,42
BTC,5,60,55,2026-02,1027,583,444,0,56.7673,13.5346,139
BTC,5,60,55,2026-03,623,350,273,0,56.1798,12.3596,77
BTC,5,60,55,2026-04,319,187,132,0,58.6207,17.2414,55
BTC,5,60,55,2026-05,154,83,71,0,53.8961,7.7922,12
BTC,5,60,55,2026-06,462,247,215,0,53.4632,6.9264,32
BTC,5,60,60,2025-12,59,28,31,0,47.4576,-5.0847,-3
BTC,5,60,60,2026-01,284,159,125,0,55.9859,11.9718,34
BTC,5,60,60,2026-02,891,507,384,0,56.9024,13.8047,123
BTC,5,60,60,2026-03,519,292,227,0,56.262,12.5241,65
BTC,5,60,60,2026-04,249,140,109,0,56.2249,12.4498,31
BTC,5,60,60,2026-05,121,67,54,0,55.3719,10.7438,13
BTC,5,60,60,2026-06,390,208,182,0,53.3333,6.6667,26
BTC,5,60,65,2025-12,45,20,25,0,44.4444,-11.1111,-5
BTC,5,60,65,2026-01,229,133,96,0,58.0786,16.1572,37
BTC,5,60,65,2026-02,757,420,337,0,55.4822,10.9643,83
BTC,5,60,65,2026-03,423,234,189,0,55.3191,10.6383,45
BTC,5,60,65,2026-04,206,117,89,0,56.7961,13.5922,28
BTC,5,60,65,2026-05,95,46,49,0,48.4211,-3.1579,-3
BTC,5,60,65,2026-06,321,164,157,0,51.0903,2.1807,7
BTC,5,60,70,2025-12,37,16,21,0,43.2432,-13.5135,-5
BTC,5,60,70,2026-01,182,104,78,0,57.1429,14.2857,26
BTC,5,60,70,2026-02,641,351,290,0,54.7582,9.5164,61
BTC,5,60,70,2026-03,362,202,160,0,55.8011,11.6022,42
BTC,5,60,70,2026-04,169,98,71,0,57.9882,15.9763,27
BTC,5,60,70,2026-05,75,35,40,0,46.6667,-6.6667,-5
BTC,5,60,70,2026-06,271,134,137,0,49.4465,-1.107,-3
BTC,5,60,75,2025-12,32,12,20,0,37.5,-25,-8
BTC,5,60,75,2026-01,157,89,68,0,56.6879,13.3758,21
BTC,5,60,75,2026-02,554,305,249,0,55.0542,10.1083,56
BTC,5,60,75,2026-03,304,170,134,0,55.9211,11.8421,36
BTC,5,60,75,2026-04,133,75,58,0,56.391,12.782,17
BTC,5,60,75,2026-05,58,30,28,0,51.7241,3.4483,2
BTC,5,60,75,2026-06,232,117,115,0,50.431,0.8621,2
BTC,5,60,80,2025-12,28,9,19,0,32.1429,-35.7143,-10
BTC,5,60,80,2026-01,130,69,61,0,53.0769,6.1538,8
BTC,5,60,80,2026-02,492,274,218,0,55.6911,11.3821,56
BTC,5,60,80,2026-03,247,142,105,0,57.4899,14.9798,37
BTC,5,60,80,2026-04,109,60,49,0,55.0459,10.0917,11
BTC,5,60,80,2026-05,43,24,19,0,55.814,11.6279,5
BTC,5,60,80,2026-06,208,108,100,0,51.9231,3.8462,8
BTC,5,60,85,2025-12,25,8,17,0,32,-36,-9
BTC,5,60,85,2026-01,116,62,54,0,53.4483,6.8966,8
BTC,5,60,85,2026-02,429,240,189,0,55.9441,11.8881,51
BTC,5,60,85,2026-03,204,114,90,0,55.8824,11.7647,24
BTC,5,60,85,2026-04,85,47,38,0,55.2941,10.5882,9
BTC,5,60,85,2026-05,36,20,16,0,55.5556,11.1111,4
BTC,5,60,85,2026-06,184,94,90,0,51.087,2.1739,4
BTC,5,60,90,2025-12,23,8,15,0,34.7826,-30.4348,-7
BTC,5,60,90,2026-01,100,52,48,0,52,4,4
BTC,5,60,90,2026-02,372,204,168,0,54.8387,9.6774,36
BTC,5,60,90,2026-03,181,97,84,0,53.5912,7.1823,13
BTC,5,60,90,2026-04,71,41,30,0,57.7465,15.493,11
BTC,5,60,90,2026-05,32,17,15,0,53.125,6.25,2
BTC,5,60,90,2026-06,156,78,78,0,50,0,0
BTC,5,60,95,2025-12,18,6,12,0,33.3333,-33.3333,-6
BTC,5,60,95,2026-01,85,39,46,0,45.8824,-8.2353,-7
BTC,5,60,95,2026-02,320,173,147,0,54.0625,8.125,26
BTC,5,60,95,2026-03,158,84,74,0,53.1646,6.3291,10
BTC,5,60,95,2026-04,53,32,21,0,60.3774,20.7547,11
BTC,5,60,95,2026-05,24,13,11,0,54.1667,8.3333,2
BTC,5,60,95,2026-06,132,61,71,0,46.2121,-7.5758,-10
BTC,5,60,100,2025-12,18,6,12,0,33.3333,-33.3333,-6
BTC,5,60,100,2026-01,78,34,44,0,43.5897,-12.8205,-10
BTC,5,60,100,2026-02,278,146,132,0,52.518,5.036,14
BTC,5,60,100,2026-03,141,77,64,0,54.6099,9.2199,13
BTC,5,60,100,2026-04,37,22,15,0,59.4595,18.9189,7
BTC,5,60,100,2026-05,23,13,10,0,56.5217,13.0435,3
BTC,5,60,100,2026-06,111,50,61,0,45.045,-9.9099,-11
BTC,5,50,0,2025-12,3426,1794,1632,30,52.3643,4.6875,162
BTC,5,50,0,2026-01,8849,4609,4240,79,52.085,4.1331,369
BTC,5,50,0,2026-02,8061,4182,3879,3,51.8794,3.7574,303
BTC,5,50,0,2026-03,8926,4572,4354,2,51.2212,2.4418,218
BTC,5,50,0,2026-04,8632,4469,4163,8,51.7725,3.5417,306
BTC,5,50,0,2026-05,8913,4538,4375,15,50.9144,1.8257,163
BTC,5,50,0,2026-06,5469,2803,2666,3,51.2525,2.5037,137
BTC,5,50,5,2025-12,2121,1139,982,8,53.7011,7.3744,157
BTC,5,50,5,2026-01,6046,3201,2845,16,52.9441,5.8726,356
BTC,5,50,5,2026-02,6651,3492,3159,3,52.5034,5.0045,333
BTC,5,50,5,2026-03,7109,3687,3422,1,51.8638,3.7271,265
BTC,5,50,5,2026-04,6162,3226,2936,3,52.3531,4.704,290
BTC,5,50,5,2026-05,5941,3014,2927,8,50.7322,1.4624,87
BTC,5,50,5,2026-06,4401,2289,2112,3,52.0109,4.0191,177
BTC,5,50,10,2025-12,1272,700,572,1,55.0314,10.055,128
BTC,5,50,10,2026-01,3973,2151,1822,5,54.1404,8.2705,329
BTC,5,50,10,2026-02,5344,2844,2500,2,53.2186,6.4347,344
BTC,5,50,10,2026-03,5490,2862,2628,0,52.1311,4.2623,234
BTC,5,50,10,2026-04,4208,2239,1969,3,53.2082,6.4118,270
BTC,5,50,10,2026-05,3699,1935,1764,2,52.3114,4.6204,171
BTC,5,50,10,2026-06,3413,1787,1626,2,52.3586,4.7145,161
BTC,5,50,15,2025-12,734,411,323,1,55.9946,11.9728,88
BTC,5,50,15,2026-01,2588,1429,1159,2,55.2164,10.4247,270
BTC,5,50,15,2026-02,4281,2277,2004,1,53.1885,6.3755,273
BTC,5,50,15,2026-03,4143,2152,1991,0,51.943,3.8861,161
BTC,5,50,15,2026-04,2850,1535,1315,1,53.8596,7.7166,220
BTC,5,50,15,2026-05,2255,1170,1085,1,51.8847,3.7677,85
BTC,5,50,15,2026-06,2606,1402,1204,1,53.7989,7.5949,198
BTC,5,50,20,2025-12,474,268,206,0,56.5401,13.0802,62
BTC,5,50,20,2026-01,1777,978,799,1,55.0366,10.0675,179
BTC,5,50,20,2026-02,3430,1834,1596,1,53.4694,6.9368,238
BTC,5,50,20,2026-03,3126,1641,1485,0,52.4952,4.9904,156
BTC,5,50,20,2026-04,1984,1086,898,1,54.7379,9.471,188
BTC,5,50,20,2026-05,1387,723,664,0,52.1269,4.2538,59
BTC,5,50,20,2026-06,1942,1044,898,1,53.759,7.5142,146
BTC,5,50,25,2025-12,314,177,137,0,56.3694,12.7389,40
BTC,5,50,25,2026-01,1277,691,586,1,54.1112,8.216,105
BTC,5,50,25,2026-02,2732,1491,1241,0,54.5754,9.1508,250
BTC,5,50,25,2026-03,2388,1284,1104,0,53.7688,7.5377,180
BTC,5,50,25,2026-04,1393,775,618,0,55.6353,11.2706,157
BTC,5,50,25,2026-05,929,502,427,0,54.0366,8.0732,75
BTC,5,50,25,2026-06,1525,820,705,1,53.7705,7.536,115
BTC,5,50,30,2025-12,220,125,95,0,56.8182,13.6364,30
BTC,5,50,30,2026-01,939,505,434,0,53.7806,7.5612,71
BTC,5,50,30,2026-02,2184,1216,968,0,55.6777,11.3553,248
BTC,5,50,30,2026-03,1801,976,825,0,54.1921,8.3842,151
BTC,5,50,30,2026-04,975,548,427,0,56.2051,12.4103,121
BTC,5,50,30,2026-05,596,324,272,0,54.3624,8.7248,52
BTC,5,50,30,2026-06,1158,623,535,0,53.7997,7.5993,88
BTC,5,50,35,2025-12,170,96,74,0,56.4706,12.9412,22
BTC,5,50,35,2026-01,715,384,331,0,53.7063,7.4126,53
BTC,5,50,35,2026-02,1804,1008,796,0,55.8758,11.7517,212
BTC,5,50,35,2026-03,1372,754,618,0,54.9563,9.9125,136
BTC,5,50,35,2026-04,715,407,308,0,56.9231,13.8462,99
BTC,5,50,35,2026-05,397,227,170,0,57.1788,14.3577,57
BTC,5,50,35,2026-06,908,499,409,0,54.9559,9.9119,90
BTC,5,50,40,2025-12,128,68,60,0,53.125,6.25,8
BTC,5,50,40,2026-01,550,310,240,0,56.3636,12.7273,70
BTC,5,50,40,2026-02,1494,833,661,0,55.7564,11.5127,172
BTC,5,50,40,2026-03,1055,588,467,0,55.7346,11.4692,121
BTC,5,50,40,2026-04,525,303,222,0,57.7143,15.4286,81
BTC,5,50,40,2026-05,279,159,120,0,56.9892,13.9785,39
BTC,5,50,40,2026-06,694,368,326,0,53.0259,6.0519,42
BTC,5,50,45,2025-12,99,51,48,0,51.5152,3.0303,3
BTC,5,50,45,2026-01,426,237,189,0,55.6338,11.2676,48
BTC,5,50,45,2026-02,1228,689,539,0,56.1075,12.215,150
BTC,5,50,45,2026-03,816,465,351,0,56.9853,13.9706,114
BTC,5,50,45,2026-04,405,234,171,0,57.7778,15.5556,63
BTC,5,50,45,2026-05,203,113,90,0,55.665,11.33,23
BTC,5,50,45,2026-06,555,301,254,0,54.2342,8.4685,47
BTC,5,50,50,2025-12,76,37,39,0,48.6842,-2.6316,-2
BTC,5,50,50,2026-01,337,185,152,0,54.8961,9.7923,33
BTC,5,50,50,2026-02,1042,584,458,0,56.0461,12.0921,126
BTC,5,50,50,2026-03,632,355,277,0,56.1709,12.3418,78
BTC,5,50,50,2026-04,318,182,136,0,57.2327,14.4654,46
BTC,5,50,50,2026-05,160,87,73,0,54.375,8.75,14
BTC,5,50,50,2026-06,468,247,221,0,52.7778,5.5556,26
BTC,5,50,55,2025-12,61,29,32,0,47.541,-4.918,-3
BTC,5,50,55,2026-01,279,156,123,0,55.914,11.828,33
BTC,5,50,55,2026-02,873,491,382,0,56.2428,12.4857,109
BTC,5,50,55,2026-03,502,281,221,0,55.9761,11.9522,60
BTC,5,50,55,2026-04,251,144,107,0,57.3705,14.741,37
BTC,5,50,55,2026-05,125,66,59,0,52.8,5.6,7
BTC,5,50,55,2026-06,385,203,182,0,52.7273,5.4545,21
BTC,5,50,60,2025-12,46,19,27,0,41.3043,-17.3913,-8
BTC,5,50,60,2026-01,228,129,99,0,56.5789,13.1579,30
BTC,5,50,60,2026-02,734,416,318,0,56.6757,13.3515,98
BTC,5,50,60,2026-03,421,238,183,0,56.5321,13.0641,55
BTC,5,50,60,2026-04,191,111,80,0,58.1152,16.2304,31
BTC,5,50,60,2026-05,93,47,46,0,50.5376,1.0753,1
BTC,5,50,60,2026-06,320,167,153,0,52.1875,4.375,14
BTC,5,50,65,2025-12,37,15,22,0,40.5405,-18.9189,-7
BTC,5,50,65,2026-01,180,106,74,0,58.8889,17.7778,32
BTC,5,50,65,2026-02,629,351,278,0,55.8029,11.6057,73
BTC,5,50,65,2026-03,352,196,156,0,55.6818,11.3636,40
BTC,5,50,65,2026-04,154,91,63,0,59.0909,18.1818,28
BTC,5,50,65,2026-05,70,37,33,0,52.8571,5.7143,4
BTC,5,50,65,2026-06,268,133,135,0,49.6269,-0.7463,-2
BTC,5,50,70,2025-12,29,11,18,0,37.931,-24.1379,-7
BTC,5,50,70,2026-01,152,87,65,0,57.2368,14.4737,22
BTC,5,50,70,2026-02,535,298,237,0,55.7009,11.4019,61
BTC,5,50,70,2026-03,298,166,132,0,55.7047,11.4094,34
BTC,5,50,70,2026-04,121,69,52,0,57.0248,14.0496,17
BTC,5,50,70,2026-05,57,30,27,0,52.6316,5.2632,3
BTC,5,50,70,2026-06,230,116,114,0,50.4348,0.8696,2
BTC,5,50,75,2025-12,25,8,17,0,32,-36,-9
BTC,5,50,75,2026-01,125,67,58,0,53.6,7.2,9
BTC,5,50,75,2026-02,461,253,208,0,54.8807,9.7614,45
BTC,5,50,75,2026-03,244,139,105,0,56.9672,13.9344,34
BTC,5,50,75,2026-04,101,59,42,0,58.4158,16.8317,17
BTC,5,50,75,2026-05,42,25,17,0,59.5238,19.0476,8
BTC,5,50,75,2026-06,194,96,98,0,49.4845,-1.0309,-2
BTC,5,50,80,2025-12,23,8,15,0,34.7826,-30.4348,-7
BTC,5,50,80,2026-01,112,58,54,0,51.7857,3.5714,4
BTC,5,50,80,2026-02,399,215,184,0,53.8847,7.7694,31
