asset,offset_seconds,depth,threshold_bps,catalog_equivalent_rows,entries,settled_trades,wins,losses,ties,win_rate_pct,roi_pct_at_0_50,pnl_units,break_even_entry_price,roi_pct_at_0_52,wilson_lower_win_rate_pct,z_score,avg_abs_deviation_bps,avg_signed_deviation_bps,avg_current_move_bps,trades_per_day,max_drawdown_units,longest_loss_streak,active_months,profitable_active_months,worst_month_roi_pct,best_month_roi_pct,suitability
ETH,25,70,90,2,2284,2284,1228,1056,0,53.7653,7.5306,172,0.5377,3.3949,51.7159,3.599,139.3839,-5.6658,1.1141,12.5495,22,9,7,4,-0.8696,14.9826,"watch_only"
ETH,25,70,95,2,2028,2028,1095,933,0,53.9941,7.9882,162,0.5399,3.8348,51.8194,3.5973,145.2937,-6.1944,1.0051,11.1429,25,9,7,4,-3.6269,16.2791,"watch_only"
ETH,25,70,100,2,1852,1852,995,857,0,53.7257,7.4514,138,0.5373,3.3187,51.4494,3.2067,149.8407,-5.7165,1.1311,10.1758,27,9,7,5,-6.8182,14.7679,"research_candidate"
ETH,25,60,0,1,52416,52258,27504,24754,158,52.6312,5.2465,2750,0.5263,1.2138,52.2029,12.0297,23.6034,-0.5729,-0.0869,288,44,11,7,7,3.3378,7.1644,"research_candidate"
ETH,25,60,5,2,41793,41684,22178,19506,109,53.2051,6.3934,2672,0.5321,2.3174,52.7258,13.0874,28.9753,-0.7352,-0.0549,229.6319,44,11,7,7,3.9669,9.7234,"research_candidate"
ETH,25,60,10,2,32617,32546,17490,15056,71,53.7393,7.4624,2434,0.5374,3.3449,53.1972,13.4919,35.0444,-1.0321,-0.0143,179.2143,44,11,7,7,5.4565,11.7085,"research_candidate"
ETH,25,60,15,2,25250,25201,13735,11466,49,54.5018,8.9861,2269,0.545,4.8112,53.8863,14.2931,41.6491,-1.4054,0.0249,138.7363,47,11,7,7,7.2209,15.2042,"research_candidate"
ETH,25,60,20,2,19754,19716,10779,8937,38,54.6713,9.3247,1842,0.5467,5.1372,53.9756,13.1184,48.4012,-1.9843,0.0869,108.5385,44,11,7,7,7.3476,14.1439,"research_candidate"
ETH,25,60,25,2,15674,15646,8572,7074,28,54.7872,9.5572,1498,0.5479,5.3599,54.0062,11.976,55.174,-2.5878,0.0337,86.1209,41,11,7,7,7.3549,15.3713,"research_candidate"
ETH,25,60,30,2,12556,12541,6898,5643,15,55.0036,9.9952,1255,0.55,5.7761,54.1315,11.2067,62.0739,-3.0741,0.0901,68.989,37,11,7,7,7.2218,14.5455,"research_candidate"
ETH,25,60,35,2,10198,10188,5625,4563,10,55.212,10.4138,1062,0.5521,6.177,54.2446,10.5216,68.9398,-3.7878,0.0813,56.033,35,11,7,7,5.4455,19.8864,"research_candidate"
ETH,25,60,40,2,8435,8426,4655,3771,9,55.2457,10.4801,884,0.5525,6.2417,54.1818,9.6303,75.5382,-4.1503,0.0713,46.3462,29,10,7,7,4.9194,14.9254,"research_candidate"
ETH,25,60,45,2,7032,7027,3869,3158,5,55.0591,10.1109,711,0.5506,5.8828,53.8935,8.4817,82.1532,-4.8086,0.1214,38.6374,28,9,7,7,3.9801,13.3595,"research_candidate"
ETH,25,60,50,2,5953,5950,3288,2662,3,55.2605,10.5157,626,0.5526,6.2702,53.9941,8.1155,88.4522,-4.8842,0.2747,32.7088,27,9,7,7,1.2285,13.986,"research_candidate"
ETH,25,60,55,2,5042,5039,2775,2264,3,55.0705,10.1349,511,0.5507,5.9047,53.6937,7.1986,94.9556,-5.2506,0.1098,27.7033,27,9,7,7,2.8391,14.8649,"research_candidate"
ETH,25,60,60,2,4304,4302,2362,1940,2,54.9047,9.8048,422,0.549,5.586,53.414,6.4339,101.3822,-5.4563,-0.0259,23.6484,21,9,7,7,1.1152,22.5225,"research_candidate"
ETH,25,60,65,2,3686,3685,2019,1666,1,54.7897,9.5768,353,0.5479,5.3648,53.1786,5.8151,107.9103,-6.109,0.255,20.2527,21,9,7,7,0.9009,20.4545,"research_candidate"
ETH,25,60,70,2,3204,3204,1737,1467,0,54.2135,8.427,270,0.5421,4.2567,52.4843,4.77,114.0005,-6.3217,0.3605,17.6044,19,9,7,7,4.5161,13.8889,"research_candidate"
ETH,25,60,75,2,2794,2794,1504,1290,0,53.8296,7.6593,214,0.5383,3.5185,51.9771,4.0486,120.1026,-5.8533,0.3962,15.3516,19,10,7,6,-2.5641,10.5413,"research_candidate"
ETH,25,60,80,2,2471,2471,1335,1136,0,54.0267,8.0534,199,0.5403,3.8975,52.0569,4.0033,125.6813,-5.7744,0.7452,13.5769,18,10,7,6,-0.4115,14.658,"research_candidate"
ETH,25,60,85,2,2167,2167,1165,1002,0,53.761,7.5219,163,0.5376,3.3865,51.6569,3.5015,131.7446,-5.3621,0.6634,11.9066,19,9,7,6,-0.4831,13.8577,"research_candidate"
ETH,25,60,90,2,1917,1917,1039,878,0,54.1993,8.3985,161,0.542,4.2294,51.9627,3.6772,137.5421,-5.7788,0.8093,10.533,19,8,7,5,-3.0303,14.5228,"research_candidate"
ETH,25,60,95,2,1723,1723,923,800,0,53.5694,7.1387,123,0.5357,3.018,51.2091,2.9632,142.5991,-5.3602,0.9181,9.467,18,8,7,5,0,11.4286,"research_candidate"
ETH,25,60,100,2,1531,1531,821,710,0,53.6251,7.2502,111,0.5363,3.1252,51.1211,2.8368,148.2426,-4.5202,0.7768,8.4121,18,8,7,5,-0.4082,11.4638,"research_candidate"
ETH,25,50,0,1,52416,52258,27540,24718,158,52.7001,5.3839,2822,0.527,1.3463,52.2718,12.3447,21.5304,-0.4722,-0.0869,288,54,11,7,7,3.8978,7.5116,"research_candidate"
ETH,25,50,5,2,40791,40685,21650,19035,106,53.2137,6.4107,2615,0.5321,2.3341,52.7286,12.9645,26.9596,-0.6274,-0.0939,224.1264,46,11,7,7,4.021,10.4839,"research_candidate"
ETH,25,50,10,2,31148,31079,16772,14307,69,53.9657,7.9138,2465,0.5397,3.7802,53.4111,13.9825,33.0106,-0.8951,-0.0601,171.1429,48,11,7,7,6.1726,12.0963,"research_candidate"
ETH,25,50,15,2,23573,23528,12849,10679,45,54.6115,9.2054,2170,0.5461,5.0222,53.9746,14.1471,39.6464,-1.3401,0.0597,129.522,46,11,7,7,6.8563,14.7317,"research_candidate"
ETH,25,50,20,2,18039,18006,9857,8149,33,54.7429,9.4684,1708,0.5474,5.2747,54.0149,12.7286,46.4791,-1.8783,0.0778,99.1154,41,11,7,7,7.386,13.2497,"research_candidate"
ETH,25,50,25,2,14041,14021,7748,6273,20,55.26,10.5049,1475,0.5526,6.2692,54.4356,12.4567,53.3475,-2.4855,0.0107,77.1484,33,10,7,7,8.4127,16.7315,"research_candidate"
ETH,25,50,30,2,11106,11093,6134,4959,13,55.2961,10.5799,1175,0.553,6.3387,54.3692,11.1561,60.2195,-3.0494,0.0524,61.022,25,10,7,7,5.2597,16.9312,"research_candidate"
ETH,25,50,35,2,8913,8902,4933,3969,11,55.4145,10.8157,964,0.5541,6.5664,54.3798,10.2172,67.0683,-3.5583,0.1036,48.9725,28,10,7,7,4.8878,14.114,"research_candidate"
ETH,25,50,40,2,7319,7310,4055,3255,9,55.472,10.9305,800,0.5547,6.6768,54.33,9.3569,73.5456,-3.9996,0.258,40.2143,30,9,7,7,4.5671,14.4105,"research_candidate"
ETH,25,50,45,2,6008,6003,3334,2669,5,55.5389,11.0686,665,0.5554,6.8056,54.2787,8.583,80.3366,-4.2015,0.2604,33.011,26,9,7,7,3.8462,14.4939,"research_candidate"
ETH,25,50,50,2,5044,5041,2786,2255,3,55.2668,10.5274,531,0.5527,6.2823,53.8907,7.4789,86.6375,-4.3025,0.1615,27.7143,25,9,7,7,3.3639,18.5714,"research_candidate"
ETH,25,50,55,2,4225,4222,2313,1909,3,54.7845,9.5621,404,0.5478,5.3547,53.2795,6.2176,93.2681,-4.4505,0.0941,23.2143,23,11,7,7,1.1952,18.2609,"research_candidate"
ETH,25,50,60,2,3557,3556,1942,1614,1,54.6119,9.2213,328,0.5461,5.0229,52.9714,5.5004,100.0044,-4.9336,0.2717,19.544,21,11,7,7,4.0816,15.5556,"research_candidate"
ETH,25,50,65,2,3072,3072,1670,1402,0,54.362,8.724,268,0.5436,4.5423,52.5962,4.8353,105.9309,-5.1961,0.3179,16.8791,25,10,7,7,3.7543,13.0435,"research_candidate"
ETH,25,50,70,2,2662,2662,1428,1234,0,53.6439,7.2878,194,0.5364,3.1613,51.7456,3.7601,111.8459,-4.7748,0.0666,14.6264,23,9,7,6,-0.7752,10.8742,"research_candidate"
ETH,25,50,75,2,2327,2327,1258,1069,0,54.061,8.122,189,0.5406,3.9635,52.0311,3.918,117.5274,-5.0852,0.3662,12.7857,19,8,7,6,-1.9608,12.5,"research_candidate"
ETH,25,50,80,2,2032,2032,1097,935,0,53.9862,7.9724,162,0.5399,3.8197,51.8136,3.5938,123.3557,-5.1975,0.6317,11.1648,16,8,7,7,2.4845,13.1313,"research_candidate"
ETH,25,50,85,2,1795,1795,975,820,0,54.3175,8.6351,155,0.5432,4.4568,52.0063,3.6585,128.7456,-5.8208,0.5925,9.8626,18,7,7,6,-3.2258,12.4424,"research_candidate"
ETH,25,50,90,2,1577,1577,847,730,0,53.7096,7.4192,117,0.5371,3.2876,51.2425,2.9463,134.4555,-3.6172,0.2785,8.6648,25,7,7,5,-2.7668,11.3402,"research_candidate"
ETH,25,50,95,2,1398,1398,746,652,0,53.3619,6.7239,94,0.5336,2.6191,50.7412,2.5141,139.8351,-3.2276,0.2276,7.6813,26,7,7,4,-6.1947,13.1868,"watch_only"
ETH,25,50,100,2,1241,1241,659,582,0,53.1023,6.2047,77,0.531,2.1199,50.3205,2.1858,145.1791,-4.051,0.4301,6.8187,23,7,7,3,-6.1224,11.3924,"reject"
ETH,25,40,0,1,52416,52258,27533,24725,158,52.6867,5.3571,2808,0.5269,1.3205,52.2584,12.2835,19.2635,-0.3716,-0.0869,288,54,12,7,7,3.8082,7.3264,"research_candidate"
ETH,25,40,5,2,39664,39560,21099,18461,104,53.3342,6.6509,2638,0.5333,2.5657,52.8423,13.2631,24.6651,-0.5075,-0.108,217.9341,47,11,7,7,5.1702,11.224,"research_candidate"
ETH,25,40,10,2,29197,29135,15751,13384,62,54.0621,8.107,2367,0.5406,3.9656,53.4894,13.8673,30.8594,-0.781,-0.0624,160.4231,41,11,7,7,6.6512,13.8593,"research_candidate"
ETH,25,40,15,2,21454,21411,11732,9679,43,54.7943,9.5693,2053,0.5479,5.3736,54.1268,14.0304,37.5389,-1.1484,-0.1231,117.8791,34,11,7,7,8.094,14.9321,"research_candidate"
ETH,25,40,20,2,16031,16002,8832,7170,29,55.1931,10.3674,1662,0.5519,6.1406,54.4214,13.1384,44.3689,-1.7963,-0.1814,88.0824,28,10,7,7,8.3643,14.9425,"research_candidate"
ETH,25,40,25,2,12154,12135,6694,5441,19,55.1628,10.3094,1253,0.5516,6.0822,54.2764,11.3745,51.3892,-2.3807,0.016,66.7802,27,10,7,7,7.0196,13.6585,"research_candidate"
ETH,25,40,30,2,9419,9406,5198,4208,13,55.2626,10.5107,990,0.5526,6.2742,54.2558,10.2078,58.3569,-2.8097,0.1324,51.7527,21,10,7,7,7.1521,12.7869,"research_candidate"
ETH,25,40,35,2,7523,7514,4169,3345,9,55.4831,10.9531,824,0.5548,6.6983,54.3568,9.5059,64.9138,-3.3452,0.2147,41.3352,29,10,7,7,4.9906,16.8724,"research_candidate"
ETH,25,40,40,2,6071,6066,3354,2712,5,55.2918,10.5749,642,0.5529,6.3304,54.0376,8.243,71.5054,-3.4486,0.2902,33.3571,34,8,7,7,3.0752,16.6667,"research_candidate"
ETH,25,40,45,2,4962,4957,2740,2217,5,55.2754,10.5401,523,0.5528,6.2988,53.8877,7.4283,78.0093,-3.5804,0.2304,27.2637,23,9,7,7,4.1555,18.3099,"research_candidate"
ETH,25,40,50,2,4078,4074,2233,1841,4,54.811,9.6126,392,0.5481,5.4058,53.2789,6.1415,84.6549,-3.4227,-0.0889,22.4066,30,9,7,7,1.7857,11.9093,"research_candidate"
ETH,25,40,55,2,3400,3398,1847,1551,2,54.3555,8.7059,296,0.5436,4.5298,52.6767,5.0779,91.0855,-3.5874,0.0392,18.6813,30,9,7,7,3.8986,13.6364,"research_candidate"
ETH,25,40,60,2,2870,2868,1562,1306,2,54.463,8.9199,256,0.5446,4.7366,52.6356,4.7802,97.2989,-4.3104,0.5002,15.7692,22,8,7,7,2.1739,13.3144,"research_candidate"
ETH,25,40,65,2,2446,2446,1329,1117,0,54.3336,8.6672,212,0.5433,4.4877,52.3543,4.2865,103.3435,-4.4923,-0.0002,13.4396,20,8,7,7,2.2222,13.0435,"research_candidate"
ETH,25,40,70,2,2088,2088,1127,961,0,53.9751,7.9502,166,0.5398,3.7983,51.8319,3.6328,109.5008,-4.4707,0.3919,11.4725,22,8,7,5,-0.9288,11.6466,"research_candidate"
ETH,25,40,75,2,1809,1809,982,827,0,54.2841,8.5683,155,0.5428,4.3926,51.9818,3.6443,115.2201,-4.404,0.8744,9.9396,20,7,7,7,1.7794,12.6761,"research_candidate"
ETH,25,40,80,2,1607,1607,860,747,0,53.5159,7.0317,113,0.5352,2.9151,51.0718,2.8188,119.9587,-3.9165,0.0918,8.8297,27,9,7,4,-3.4483,11.8211,"watch_only"
ETH,25,40,85,2,1406,1406,758,648,0,53.9118,7.8236,110,0.5391,3.6766,51.2991,2.9336,125.3419,-2.3467,0.0006,7.7253,24,8,7,5,-4.9327,12.1387,"research_candidate"
ETH,25,40,90,2,1217,1217,653,564,0,53.6565,7.3131,89,0.5366,3.1856,50.8477,2.5512,131.2402,-0.7792,-0.3439,6.6868,18,7,7,4,-9.0909,12.6819,"watch_only"
ETH,25,40,95,2,1051,1051,563,488,0,53.568,7.1361,75,0.5357,3.0154,50.5453,2.3134,137.3761,-2.6688,-0.4108,5.7747,18,7,7,4,-20,13.8095,"watch_only"
ETH,25,40,100,2,922,922,495,427,0,53.6876,7.3753,68,0.5369,3.2455,50.4603,2.2395,142.9731,-1.6842,-0.8755,5.0659,16,7,6,4,-8.3333,14.4385,"research_candidate"
ETH,25,30,0,1,52416,52258,27390,24868,158,52.413,4.8115,2522,0.5241,0.7943,51.9847,11.0324,16.7012,-0.271,-0.0869,288,68,13,7,7,3.3042,6.5394,"research_candidate"
ETH,25,30,5,2,38020,37925,20237,17688,95,53.3606,6.7044,2549,0.5336,2.6165,52.8582,13.089,22.0978,-0.3851,-0.0934,208.9011,44,12,7,7,4.9935,11.9925,"research_candidate"
ETH,25,30,10,2,26539,26485,14334,12151,54,54.1212,8.2256,2183,0.5412,4.0792,53.5205,13.4139,28.4793,-0.5982,-0.0554,145.8187,34,12,7,7,6.5846,14.065,"research_candidate"
ETH,25,30,15,2,18707,18671,10220,8451,36,54.7373,9.4564,1769,0.5474,5.264,54.0224,12.9463,35.2273,-1.0774,-0.1137,102.7857,29,12,7,7,8.1211,16.5088,"research_candidate"
ETH,25,30,20,2,13566,13545,7470,6075,21,55.1495,10.2831,1395,0.5515,6.0567,54.3106,11.9863,42.006,-1.5553,-0.0733,74.5385,28,10,7,7,8.4461,15.1951,"research_candidate"
ETH,25,30,25,2,10009,9998,5544,4454,11,55.4511,10.8902,1090,0.5545,6.6367,54.4749,10.9011,48.9978,-2.0782,0.0343,54.9945,24,10,7,7,8.3454,20.6154,"research_candidate"
ETH,25,30,30,2,7632,7623,4227,3396,9,55.4506,10.8884,831,0.5545,6.6358,54.3324,9.5178,55.7559,-2.4965,0.1103,41.9341,24,10,7,7,7.3733,18.4549,"research_candidate"
ETH,25,30,35,2,5933,5927,3296,2631,6,55.6099,11.2085,665,0.5561,6.9422,54.3418,8.6378,62.4601,-2.6825,0.244,32.5989,26,10,7,7,6.4,15.4286,"research_candidate"
ETH,25,30,40,2,4701,4697,2583,2114,4,54.9925,9.9766,469,0.5499,5.7549,53.5663,6.8433,69.0322,-2.5658,0.1877,25.8297,37,12,7,7,3.2578,15.873,"research_candidate"
ETH,25,30,45,2,3743,3739,2056,1683,4,54.988,9.9653,373,0.5499,5.7461,53.389,6.1,75.844,-2.5452,0.0339,20.5659,23,11,7,7,3.5897,12.2013,"research_candidate"
ETH,25,30,50,2,3056,3052,1664,1388,4,54.5216,9.0314,276,0.5452,4.8493,52.7504,4.9959,82.2538,-2.676,0.0771,16.7912,20,11,7,7,3.3113,14.2091,"research_candidate"
ETH,25,30,55,2,2569,2566,1392,1174,3,54.2479,8.4858,218,0.5425,4.3228,52.3153,4.3036,87.9081,-2.8718,0.1804,14.1154,19,10,7,7,3.3854,14.0127,"research_candidate"
ETH,25,30,60,2,2152,2149,1165,984,3,54.2113,8.4108,181,0.5421,4.2524,52.0991,3.9045,93.8207,-2.4931,-0.4107,11.8242,18,9,7,6,-3.7037,14.2857,"research_candidate"
ETH,25,30,65,2,1809,1808,977,831,1,54.0376,8.0708,146,0.5404,3.9185,51.7342,3.4336,99.7705,-2.533,-0.4566,9.9396,18,7,7,6,-9.0909,11.5207,"research_candidate"
ETH,25,30,70,2,1529,1528,829,699,1,54.2539,8.5023,130,0.5425,4.3345,51.7484,3.3257,105.7223,-1.4106,-0.5503,8.4011,17,7,7,6,0,13.8462,"research_candidate"
ETH,25,30,75,2,1311,1310,714,596,1,54.5038,9.0008,118,0.545,4.815,51.7979,3.2602,111.2657,-1.0969,-0.698,7.2033,16,8,7,5,-4.7619,13.3462,"research_candidate"
ETH,25,30,80,2,1128,1128,610,518,0,54.078,8.156,92,0.5408,3.9962,51.1609,2.7393,116.7732,-0.4961,-0.9385,6.1978,14,8,7,4,-10,13.7339,"watch_only"
ETH,25,30,85,2,959,959,522,437,0,54.4317,8.8634,85,0.5443,4.6763,51.2681,2.7448,122.8528,0.7181,-0.2815,5.2692,13,6,6,6,2.7778,13.4177,"research_candidate"
ETH,25,30,90,2,822,822,446,376,0,54.2579,8.5158,70,0.5426,4.3421,50.8402,2.4415,128.7589,0.5178,-0.7145,4.5165,15,6,6,3,-1.6393,15.0289,"watch_only"
ETH,25,30,95,2,703,703,385,318,0,54.7653,9.5306,67,0.5477,5.3179,51.07,2.527,134.938,-1.0843,0.0531,3.8626,10,6,6,4,-13.0435,16.8317,"research_candidate"
ETH,25,30,100,2,611,611,334,277,0,54.6645,9.329,57,0.5466,5.124,50.7002,2.306,140.5503,1.2962,0.5096,3.3571,9,7,6,4,-20,16.9811,"research_candidate"
ETH,25,20,0,1,52416,52258,27192,25066,158,52.0341,4.056,2126,0.5203,0.0657,51.6057,9.3001,13.6487,-0.1706,-0.0869,288,69,13,7,7,2.901,5.787,"research_candidate"
ETH,25,20,5,2,35122,35041,18635,16406,81,53.1806,6.3464,2229,0.5318,2.2703,52.6578,11.9075,19.1798,-0.2725,-0.1112,192.978,53,12,7,7,4.9183,12.9151,"research_candidate"
ETH,25,20,10,2,22737,22696,12261,10435,41,54.0227,8.031,1826,0.5402,3.8899,53.3737,12.1207,25.6551,-0.5088,-0.0849,124.9286,39,12,7,7,5.9474,14.6078,"research_candidate"
ETH,25,20,15,2,15089,15064,8279,6785,25,54.9588,9.9013,1494,0.5496,5.6901,54.1631,12.1725,32.4388,-0.8825,-0.0979,82.9066,33,12,7,7,7.8095,18.1818,"research_candidate"
ETH,25,20,20,2,10324,10312,5711,4601,12,55.3821,10.7516,1110,0.5538,6.504,54.4208,10.9308,39.4152,-1.3003,0.0809,56.7253,24,11,7,7,7.4864,21.7009,"research_candidate"
ETH,25,20,25,2,7416,7407,4081,3326,9,55.0965,10.1807,755,0.551,5.9549,53.9614,8.7725,46.1153,-1.7969,0.139,40.7473,25,12,7,7,7.5401,16.4502,"research_candidate"
ETH,25,20,30,2,5399,5392,2987,2405,7,55.3969,10.7798,582,0.554,6.5325,54.0667,7.9259,53.1182,-1.833,-0.0166,29.6648,19,10,7,7,7.4495,14.9701,"research_candidate"
ETH,25,20,35,2,4074,4070,2268,1802,4,55.7248,11.4384,466,0.5572,7.1631,54.1941,7.3045,59.8384,-1.582,0.2071,22.3846,17,9,7,7,8.8091,13.6476,"research_candidate"
ETH,25,20,40,2,3153,3150,1749,1401,3,55.5238,11.0371,348,0.5552,6.7766,53.7827,6.2005,66.4207,-1.3283,0.035,17.3242,14,10,7,7,3.5294,15.6463,"research_candidate"
ETH,25,20,45,2,2549,2546,1412,1134,3,55.4595,10.9062,278,0.5546,6.653,53.5222,5.5095,72.1347,-1.3993,-0.1647,14.0055,18,7,7,5,-10.4478,14.2857,"research_candidate"
ETH,25,20,50,2,2060,2059,1143,916,1,55.5124,11.0194,227,0.5551,6.7546,53.3575,5.0026,78.002,0.187,-0.2374,11.3187,15,8,7,6,-7.4074,18.1287,"research_candidate"
ETH,25,20,55,2,1679,1679,908,771,0,54.0798,8.1596,137,0.5408,3.9996,51.6895,3.3435,83.8353,-0.3629,0.005,9.2253,21,7,7,6,-6.9767,12.6984,"research_candidate"
ETH,25,20,60,2,1384,1384,748,636,0,54.0462,8.0925,112,0.5405,3.9351,51.413,3.0106,89.4751,0.6126,-0.206,7.6044,16,9,7,5,-6.6667,15.7895,"research_candidate"
ETH,25,20,65,2,1107,1107,602,505,0,54.3812,8.7624,97,0.5438,4.5793,51.437,2.9154,96.2268,0.8319,0.3341,6.0824,15,8,7,6,-30,13.5802,"research_candidate"
ETH,25,20,70,2,930,930,514,416,0,55.2688,10.5376,98,0.5527,6.2862,52.058,3.2135,101.6794,2.8114,0.7692,5.1099,13,7,6,6,2.1277,16.1677,"research_candidate"
ETH,25,20,75,2,790,790,431,359,0,54.557,9.1139,72,0.5456,4.9172,51.0711,2.5616,106.8546,4.0468,1.012,4.3407,13,8,6,4,-6.6667,15.1515,"research_candidate"
ETH,25,20,80,2,655,655,352,303,0,53.7405,7.4809,49,0.5374,3.347,49.9113,1.9146,112.888,3.319,1.1254,3.5989,17,8,6,4,-20,13.879,"watch_only"
ETH,25,20,85,2,541,541,299,242,0,55.268,10.536,57,0.5527,6.2847,51.0556,2.4506,119.2825,2.1991,0.9681,2.9725,16,6,6,4,-20,23.2323,"research_candidate"
ETH,25,20,90,2,458,458,246,212,0,53.7118,7.4236,34,0.5371,3.2919,49.1332,1.5887,125.0222,5.0908,0.4813,2.5165,21,9,5,4,-11.8644,14.9425,"insufficient_sample"
ETH,25,20,95,2,384,384,209,175,0,54.4271,8.8542,34,0.5443,4.6675,49.4264,1.7351,131.3389,6.5592,1.5428,2.1099,18,8,5,3,-11.5385,19.1489,"insufficient_sample"
ETH,25,20,100,2,324,324,182,142,0,56.1728,12.3457,40,0.5617,8.0247,50.729,2.2222,137.5986,10.1569,3.1936,1.7802,15,7,4,3,-9.0909,31.5789,"insufficient_sample"
ETH,25,10,0,1,52411,52253,27053,25200,158,51.7731,3.5355,1853,0.5177,-0.4363,51.3445,8.1062,9.5948,-0.0703,-0.0858,287.9725,50,12,7,7,2.4311,5.3546,"research_candidate"
ETH,25,10,5,2,29076,29021,15335,13686,55,52.841,5.6713,1649,0.5284,1.6174,52.2664,9.6798,15.4379,-0.1293,-0.0795,159.7582,53,11,7,7,3.125,10.5769,"research_candidate"
ETH,25,10,10,2,15871,15841,8622,7219,30,54.4284,8.84,1403,0.5443,4.67,53.6518,11.1472,22.2882,-0.4201,0.0125,87.2033,30,10,7,7,4.638,17.5439,"research_candidate"
ETH,25,10,15,2,9484,9470,5225,4245,14,55.1742,10.3332,980,0.5517,6.1043,54.1707,10.0705,29.0534,-0.7245,0.0664,52.1099,26,10,7,7,7.2544,17.7778,"research_candidate"
ETH,25,10,20,2,6045,6038,3345,2693,7,55.3991,10.7858,652,0.554,6.5368,54.1423,8.3908,35.784,-1.0598,-0.2382,33.2143,21,10,7,7,8.4599,17.561,"research_candidate"
ETH,25,10,25,2,4056,4053,2246,1807,3,55.4157,10.8235,439,0.5542,6.5687,53.881,6.8957,42.4075,-1.136,-0.0956,22.2857,16,10,7,7,8.9701,17.1548,"research_candidate"
ETH,25,10,30,2,2841,2838,1578,1260,3,55.6025,11.1932,318,0.556,6.928,53.7682,5.9693,48.8481,-0.6989,-0.1357,15.6099,16,8,7,7,3.8462,15.3846,"research_candidate"
ETH,25,10,35,2,2044,2042,1115,927,2,54.6033,9.1977,188,0.546,5.0064,52.4372,4.1604,55.3072,-0.3708,0.3425,11.2308,17,7,7,6,-1.8182,13.6364,"research_candidate"
ETH,25,10,40,2,1544,1543,846,697,1,54.8283,9.6503,149,0.5483,5.439,52.3361,3.7932,61.1656,0.1667,0.2796,8.4835,15,7,7,7,2.5641,16.2562,"research_candidate"
ETH,25,10,45,2,1171,1171,631,540,0,53.8856,7.7711,91,0.5389,3.6261,51.0223,2.6593,67.0951,0.8894,0.4183,6.4341,16,8,7,7,4.2424,16.6667,"research_candidate"
ETH,25,10,50,2,914,914,498,416,0,54.4858,8.9716,82,0.5449,4.7803,51.2452,2.7123,72.6265,3.6779,0.9939,5.022,14,8,6,5,-13.3333,13.7662,"research_candidate"
ETH,25,10,55,2,681,681,367,314,0,53.8913,7.7827,53,0.5389,3.6372,50.136,2.031,79.5118,3.638,3.122,3.7418,14,9,6,5,-13.0435,12.0275,"research_candidate"
ETH,25,10,60,2,530,530,281,249,0,53.0189,6.0377,32,0.5302,1.9594,48.7633,1.39,85.8841,3.0719,4.1628,2.9121,20,7,5,4,-9.0909,11.7904,"watch_only"
ETH,25,10,65,2,425,425,220,205,0,51.7647,3.5294,15,0.5176,-0.4525,47.0195,0.7276,91.672,7.1678,4.2163,2.3352,20,8,5,3,-9.0909,15.3846,"insufficient_sample"
ETH,25,10,70,2,333,333,175,158,0,52.5526,5.1051,17,0.5255,1.0626,47.1907,0.9316,98.4242,9.59,5.0824,1.8297,24,8,5,4,-6.383,17.9487,"insufficient_sample"
ETH,25,10,75,2,283,283,154,129,0,54.417,8.8339,25,0.5442,4.648,48.5938,1.4861,102.9621,9.7485,5.6518,1.5549,22,8,4,4,2.5641,29.4118,"insufficient_sample"
ETH,25,10,80,2,226,226,123,103,0,54.4248,8.8496,20,0.5442,4.663,47.9116,1.3304,109.3527,17.3977,7.7021,1.2418,20,7,4,3,-1.8868,48.1481,"insufficient_sample"
ETH,25,10,85,2,184,184,98,86,0,53.2609,6.5217,12,0.5326,2.4247,46.0587,0.8847,115.4882,17.7593,7.901,1.011,20,7,4,2,-11.1111,50,"insufficient_sample"
ETH,25,10,90,2,153,153,84,69,0,54.902,9.8039,15,0.549,5.5807,46.9935,1.2127,121.1966,21.9579,5.448,0.8407,17,6,3,2,-16.6667,24.1379,"insufficient_sample"
ETH,25,10,95,2,121,121,67,54,0,55.3719,10.7438,13,0.5537,6.4844,46.4849,1.1818,128.8658,27.7161,5.5298,0.6648,14,6,3,1,-10,30.4348,"insufficient_sample"
ETH,25,10,100,2,107,107,58,49,0,54.2056,8.4112,9,0.5421,4.2416,44.7833,0.8701,132.9759,27.676,8.4333,0.5879,12,5,2,1,-6.1224,30,"insufficient_sample"
ETH,30,100,0,1,52416,52258,27447,24811,158,52.5221,5.029,2636,0.5252,1.004,52.0938,11.5311,30.6332,-0.9712,-0.0869,288,47,11,7,7,4.1543,6.3542,"research_candidate"
ETH,30,100,5,2,44177,44059,23312,20747,118,52.9109,5.8062,2565,0.5291,1.7517,52.4445,12.22,35.8817,-1.1599,-0.1283,242.7308,45,11,7,7,3.8257,7.7782,"research_candidate"
ETH,30,100,10,2,36526,36440,19462,16978,86,53.4083,6.8006,2484,0.5341,2.7084,52.8958,13.0125,41.8365,-1.4808,-0.0756,200.6923,42,11,7,7,4.3361,10.2934,"research_candidate"
ETH,30,100,15,2,29975,29906,16124,13782,69,53.9156,7.8132,2342,0.5392,3.6839,53.3502,13.5428,48.27,-1.889,-0.0146,164.6978,48,11,7,7,6.1997,12.7384,"research_candidate"
