"sample_number","sample_utc","asset","market_slug","market_id","market_start_utc","market_end_utc","seconds_to_start","seconds_from_start","seconds_to_end","outcome","token_id","best_bid","best_bid_size","best_ask","best_ask_size","spread","bid_levels","ask_levels","top5_bid_size","top5_ask_size","total_bid_size","total_ask_size","book_timestamp","book_market","binance_price","start_reference_price","move_from_start_bps","error"
"1","2026-06-18T18:00:04.8463905+00:00","BTC","btc-updown-5m-1781805600","2584851","2026-06-18T18:00:00.0000000+00:00","2026-06-18T18:05:00.0000000+00:00","-4.846","4.846","295.154","Up","69551560445088382754714827577620718235813378023082728222424940352395440970822","0.61","416.77","0.62","703.97","0.01","61","38","3319.99","3443.00","42131.14","37226.75","1781805607032","0xba71c99d7fb34fe556a1fa3203307333821ff8ed1d5297b70313adbdf2ff9b26","62631.60000000","62631.60000000","0",""
"1","2026-06-18T18:00:04.8463905+00:00","BTC","btc-updown-5m-1781805600","2584851","2026-06-18T18:00:00.0000000+00:00","2026-06-18T18:05:00.0000000+00:00","-4.846","4.846","295.154","Down","20195300913110956058442138189418940832885706023824964145401620330744384196382","0.38","967.47","0.39","390.4","0.01","38","61","3743.50","3304.62","37492.25","42218.77","1781805607185","0xba71c99d7fb34fe556a1fa3203307333821ff8ed1d5297b70313adbdf2ff9b26","62631.60000000","62631.60000000","0",""
"1","2026-06-18T18:00:04.8463905+00:00","ETH","eth-updown-5m-1781805900","2584884","2026-06-18T18:05:00.0000000+00:00","2026-06-18T18:10:00.0000000+00:00","295.154","-295.154","595.154","Up","87638470687256180789625872353959436232072330222476306766552913512268745202636","0.51","90","0.52","10.66","0.01","51","47","300.32","587.00","22961.68","22858.34","1781805607316","0xc4848f78d533e55544fdde0ded280ad7ca5126882d67812d9248377570186e23","1679.79000000",,,""
"1","2026-06-18T18:00:04.8463905+00:00","ETH","eth-updown-5m-1781805900","2584884","2026-06-18T18:05:00.0000000+00:00","2026-06-18T18:10:00.0000000+00:00","295.154","-295.154","595.154","Down","6433665683337383870393395622078943490078528184181542297078329973561292970114","0.48","10.66","0.49","90","0.01","48","51","617.44","300.32","22922.17","22961.68","1781805607487","0xc4848f78d533e55544fdde0ded280ad7ca5126882d67812d9248377570186e23","1679.79000000",,,""
"1","2026-06-18T18:00:04.8463905+00:00","BTC","btc-updown-5m-1781805900","2584885","2026-06-18T18:05:00.0000000+00:00","2026-06-18T18:10:00.0000000+00:00","295.154","-295.154","595.154","Up","84992519852971935377829666695110129200269350761576584997248599646134881919776","0.5","1233.05","0.51","293.28","0.01","50","49","1970.63","1442.51","40720.54","39532.73","1781805606517","0x8506535a52f6b682f53f20d77739545978544028b27e4ab3c2609a3b21b32096","62631.60000000",,,""
"1","2026-06-18T18:00:04.8463905+00:00","BTC","btc-updown-5m-1781805900","2584885","2026-06-18T18:05:00.0000000+00:00","2026-06-18T18:10:00.0000000+00:00","295.154","-295.154","595.154","Down","42465430903139473100546293101713411666359504294071645838614940811631751292310","0.49","293.28","0.5","1233.05","0.01","49","50","1442.51","1970.63","39532.73","40720.54","1781805606517","0x8506535a52f6b682f53f20d77739545978544028b27e4ab3c2609a3b21b32096","62631.60000000",,,""
"1","2026-06-18T18:00:04.8463905+00:00","SOL","sol-updown-5m-1781805900","2584886","2026-06-18T18:05:00.0000000+00:00","2026-06-18T18:10:00.0000000+00:00","295.154","-295.154","595.154","Up","17918595972159669296704757368041046382807284320771970511236606858231649587146","0.51","35.05","0.52","15.27","0.01","51","48","114.27","349.46","10974.57","10988.06","1781805605982","0x6fe6c50e9739f3ec9f319c15d99b69bf1a986466f2ad035b006f6343b0fe7078","68.66000000",,,""
"1","2026-06-18T18:00:04.8463905+00:00","SOL","sol-updown-5m-1781805900","2584886","2026-06-18T18:05:00.0000000+00:00","2026-06-18T18:10:00.0000000+00:00","295.154","-295.154","595.154","Down","19093975118609871406874996908570798158581047681193006965676263914632124416327","0.48","15.27","0.49","35.05","0.01","48","51","349.46","114.27","10988.06","10974.57","1781805605982","0x6fe6c50e9739f3ec9f319c15d99b69bf1a986466f2ad035b006f6343b0fe7078","68.66000000",,,""
"2","2026-06-18T18:00:38.6342190+00:00","BTC","btc-updown-5m-1781805300","2584774","2026-06-18T17:55:00.0000000+00:00","2026-06-18T18:00:00.0000000+00:00","-338.634","338.634","-38.634","Up","100366993284555439229136263731142874057115468471011666953870421192847222766172",,,"0.01","896004.67",,"0","74","0","901684.72","0","1169295.80","1781805635557","0xa29dcb1f54b9d4e75465fcab657a4928c3952dad4b4828bcd9944e11f2b1d070","62629.02000000","62631.60000000","-0.411932634644492556473090000",""
"2","2026-06-18T18:00:38.6342190+00:00","BTC","btc-updown-5m-1781805300","2584774","2026-06-18T17:55:00.0000000+00:00","2026-06-18T18:00:00.0000000+00:00","-338.634","338.634","-38.634","Down","30945358799682125975622752445436537816479585992099959750063279707586060979279","0.99","896004.67",,,,"74","0","901684.72","0","1169295.80","0","1781805635557","0xa29dcb1f54b9d4e75465fcab657a4928c3952dad4b4828bcd9944e11f2b1d070","62629.02000000","62631.60000000","-0.411932634644492556473090000",""
"2","2026-06-18T18:00:38.6342190+00:00","ETH","eth-updown-5m-1781805300","2584775","2026-06-18T17:55:00.0000000+00:00","2026-06-18T18:00:00.0000000+00:00","-338.634","338.634","-38.634","Up","84464230807213236425016885238522598164473602253759355671732117397567158540848",,,"0.01","564542.2",,"0","41","0","568612.86","0","751116.11","1781805631004","0x87d522cbec7d7e644ec5485f60d464a56e7495b8797d51a2e9bb26d96d7c7f93","1680.25000000","1679.79000000","2.7384375427880866060638530000",""
"2","2026-06-18T18:00:38.6342190+00:00","ETH","eth-updown-5m-1781805300","2584775","2026-06-18T17:55:00.0000000+00:00","2026-06-18T18:00:00.0000000+00:00","-338.634","338.634","-38.634","Down","36868621506353927085332735174569787095878720872195622300005980530115725386975","0.99","564542.2",,,,"41","0","568612.86","0","751116.11","0","1781805631004","0x87d522cbec7d7e644ec5485f60d464a56e7495b8797d51a2e9bb26d96d7c7f93","1680.25000000","1679.79000000","2.7384375427880866060638530000",""
"2","2026-06-18T18:00:38.6342190+00:00","SOL","sol-updown-5m-1781805300","2584777","2026-06-18T17:55:00.0000000+00:00","2026-06-18T18:00:00.0000000+00:00","-338.634","338.634","-38.634","Up","43590587833960170489458633973229110190958133890499213708362021339678110080916",,,"0.01","466868.77",,"0","36","0","472984.77","0","651080.77","1781805632445","0xa2a7fbb7f3fed9031df9d75228fbf4bfddbc4e8cc4f1fb9015ee7afa5a8bfcef","68.66000000","68.66000000","0",""
"2","2026-06-18T18:00:38.6342190+00:00","SOL","sol-updown-5m-1781805300","2584777","2026-06-18T17:55:00.0000000+00:00","2026-06-18T18:00:00.0000000+00:00","-338.634","338.634","-38.634","Down","64729861947531231910320495939117410106727761033132301855694367299130238199956","0.99","466868.77",,,,"36","0","472984.77","0","651080.77","0","1781805632445","0xa2a7fbb7f3fed9031df9d75228fbf4bfddbc4e8cc4f1fb9015ee7afa5a8bfcef","68.66000000","68.66000000","0",""
"2","2026-06-18T18:00:38.6342190+00:00","SOL","sol-updown-5m-1781805600","2584847","2026-06-18T18:00:00.0000000+00:00","2026-06-18T18:05:00.0000000+00:00","-38.634","38.634","261.366","Up","92887202688210559890269037787373548518364039356424906092889842946664474809719","0.58","5","0.59","101.23","0.01","58","41","99.6","353.06","4013.58","6205.59","1781805639682","0x240208a76cd02c37591e0b118ddd74d7caed524a1b0740d840fa5956862c2e6f","68.66000000","68.66000000","0",""
"2","2026-06-18T18:00:38.6342190+00:00","SOL","sol-updown-5m-1781805600","2584847","2026-06-18T18:00:00.0000000+00:00","2026-06-18T18:05:00.0000000+00:00","-38.634","38.634","261.366","Down","42158671632333916299715271514496933316667556269910783091936524939668698929488","0.42","126.23","0.43","12","0.01","42","57","412.63","99.8","5876.76","3709.48","1781805639823","0x240208a76cd02c37591e0b118ddd74d7caed524a1b0740d840fa5956862c2e6f","68.66000000","68.66000000","0",""
