sampled_at_utc,seconds_after_start,strategy_code,outcome,action,best_ask,previous_max_best_ask,current_max_best_ask,maker_limit_price,places_order,order_sequence,reason
"2026-05-21T14:20:56.1930980+00:00",56.1930981,"btc_up_down_5m_down_maker","Down","between_slots",0.73,0.64,0.64,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:20:56.1930980+00:00",56.1930981,"btc_up_down_5m_up_maker","Up","between_slots",0.28,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:01.6152340+00:00",61.6152346,"btc_up_down_5m_down_maker","Down","place_order",0.78,0.64,0.78,0.77,"true",2,"new_high_at_30s_slot"
"2026-05-21T14:21:01.6152340+00:00",61.6152346,"btc_up_down_5m_up_maker","Up","no_order",0.23,0.53,0.53,,"false",0,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:21:07.2078630+00:00",67.2078631,"btc_up_down_5m_down_maker","Down","between_slots",0.82,0.78,0.78,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:07.2078630+00:00",67.2078631,"btc_up_down_5m_up_maker","Up","between_slots",0.22,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:12.6219760+00:00",72.6219764,"btc_up_down_5m_down_maker","Down","between_slots",0.86,0.78,0.78,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:12.6219760+00:00",72.6219764,"btc_up_down_5m_up_maker","Up","between_slots",0.15,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:18.0180290+00:00",78.0180294,"btc_up_down_5m_down_maker","Down","between_slots",0.88,0.78,0.78,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:18.0180290+00:00",78.0180294,"btc_up_down_5m_up_maker","Up","between_slots",0.13,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:23.3063540+00:00",83.3063549,"btc_up_down_5m_down_maker","Down","between_slots",0.88,0.78,0.78,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:23.3063540+00:00",83.3063549,"btc_up_down_5m_up_maker","Up","between_slots",0.13,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:28.5246230+00:00",88.5246234,"btc_up_down_5m_down_maker","Down","between_slots",0.87,0.78,0.78,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:28.5246230+00:00",88.5246234,"btc_up_down_5m_up_maker","Up","between_slots",0.14,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:33.8753380+00:00",93.8753388,"btc_up_down_5m_down_maker","Down","place_order",0.88,0.78,0.88,0.87,"true",3,"new_high_at_30s_slot"
"2026-05-21T14:21:33.8753380+00:00",93.8753388,"btc_up_down_5m_up_maker","Up","no_order",0.13,0.53,0.53,,"false",0,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:21:39.1755780+00:00",99.1755787,"btc_up_down_5m_down_maker","Down","between_slots",0.85,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:39.1755780+00:00",99.1755787,"btc_up_down_5m_up_maker","Up","between_slots",0.17,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:44.4756180+00:00",104.4756184,"btc_up_down_5m_down_maker","Down","between_slots",0.82,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:44.4756180+00:00",104.4756184,"btc_up_down_5m_up_maker","Up","between_slots",0.19,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:49.8862510+00:00",109.886251,"btc_up_down_5m_down_maker","Down","between_slots",0.81,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:49.8862510+00:00",109.886251,"btc_up_down_5m_up_maker","Up","between_slots",0.2,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:55.1077170+00:00",115.1077177,"btc_up_down_5m_down_maker","Down","between_slots",0.73,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:21:55.1077170+00:00",115.1077177,"btc_up_down_5m_up_maker","Up","between_slots",0.28,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:00.6341930+00:00",120.6341935,"btc_up_down_5m_down_maker","Down","no_order",0.7,0.88,0.88,,"false",3,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:22:00.6341930+00:00",120.6341935,"btc_up_down_5m_up_maker","Up","no_order",0.31,0.53,0.53,,"false",0,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:22:06.2799610+00:00",126.2799617,"btc_up_down_5m_down_maker","Down","between_slots",0.7,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:06.2799610+00:00",126.2799617,"btc_up_down_5m_up_maker","Up","between_slots",0.31,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:11.7658780+00:00",131.7658783,"btc_up_down_5m_down_maker","Down","between_slots",0.64,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:11.7658780+00:00",131.7658783,"btc_up_down_5m_up_maker","Up","between_slots",0.38,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:17.0099970+00:00",137.0099977,"btc_up_down_5m_down_maker","Down","between_slots",0.64,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:17.0099970+00:00",137.0099977,"btc_up_down_5m_up_maker","Up","between_slots",0.37,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:22.2044150+00:00",142.2044158,"btc_up_down_5m_down_maker","Down","between_slots",0.51,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:22.2044150+00:00",142.2044158,"btc_up_down_5m_up_maker","Up","between_slots",0.5,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:27.5137200+00:00",147.5137208,"btc_up_down_5m_down_maker","Down","between_slots",0.55,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:27.5137200+00:00",147.5137208,"btc_up_down_5m_up_maker","Up","between_slots",0.46,0.53,0.53,,"false",0,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:33.0136590+00:00",153.0136591,"btc_up_down_5m_down_maker","Down","no_order",0.48,0.88,0.88,,"false",3,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:22:33.0136590+00:00",153.0136591,"btc_up_down_5m_up_maker","Up","place_order",0.55,0.53,0.55,0.54,"true",1,"new_high_at_30s_slot"
"2026-05-21T14:22:38.2817810+00:00",158.281781,"btc_up_down_5m_down_maker","Down","between_slots",0.48,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:38.2817810+00:00",158.281781,"btc_up_down_5m_up_maker","Up","between_slots",0.53,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:43.5808870+00:00",163.5808873,"btc_up_down_5m_down_maker","Down","between_slots",0.5,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:43.5808870+00:00",163.5808873,"btc_up_down_5m_up_maker","Up","between_slots",0.51,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:48.9790650+00:00",168.9790651,"btc_up_down_5m_down_maker","Down","between_slots",0.58,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:48.9790650+00:00",168.9790651,"btc_up_down_5m_up_maker","Up","between_slots",0.43,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:54.2314400+00:00",174.23144,"btc_up_down_5m_down_maker","Down","between_slots",0.58,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:54.2314400+00:00",174.23144,"btc_up_down_5m_up_maker","Up","between_slots",0.43,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:59.5329780+00:00",179.5329789,"btc_up_down_5m_down_maker","Down","between_slots",0.51,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:22:59.5329780+00:00",179.5329789,"btc_up_down_5m_up_maker","Up","between_slots",0.5,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:04.9122790+00:00",184.9122796,"btc_up_down_5m_down_maker","Down","no_order",0.51,0.88,0.88,,"false",3,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:23:04.9122790+00:00",184.9122796,"btc_up_down_5m_up_maker","Up","no_order",0.5,0.55,0.55,,"false",1,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:23:10.2072190+00:00",190.2072194,"btc_up_down_5m_down_maker","Down","between_slots",0.5,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:10.2072190+00:00",190.2072194,"btc_up_down_5m_up_maker","Up","between_slots",0.51,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:15.5576840+00:00",195.557684,"btc_up_down_5m_down_maker","Down","between_slots",0.43,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:15.5576840+00:00",195.557684,"btc_up_down_5m_up_maker","Up","between_slots",0.58,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:20.8466200+00:00",200.8466208,"btc_up_down_5m_down_maker","Down","between_slots",0.51,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:20.8466200+00:00",200.8466208,"btc_up_down_5m_up_maker","Up","between_slots",0.54,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:26.2961750+00:00",206.2961756,"btc_up_down_5m_down_maker","Down","between_slots",0.4,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:26.2961750+00:00",206.2961756,"btc_up_down_5m_up_maker","Up","between_slots",0.61,0.55,0.55,,"false",1,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:31.6522770+00:00",211.6522778,"btc_up_down_5m_down_maker","Down","no_order",0.39,0.88,0.88,,"false",3,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:23:31.6522770+00:00",211.6522778,"btc_up_down_5m_up_maker","Up","place_order",0.62,0.55,0.62,0.61,"true",2,"new_high_at_30s_slot"
"2026-05-21T14:23:36.9413510+00:00",216.9413515,"btc_up_down_5m_down_maker","Down","between_slots",0.51,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:36.9413510+00:00",216.9413515,"btc_up_down_5m_up_maker","Up","between_slots",0.5,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:42.3297340+00:00",222.3297349,"btc_up_down_5m_down_maker","Down","between_slots",0.57,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:42.3297340+00:00",222.3297349,"btc_up_down_5m_up_maker","Up","between_slots",0.46,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:47.6817230+00:00",227.6817233,"btc_up_down_5m_down_maker","Down","between_slots",0.47,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:47.6817230+00:00",227.6817233,"btc_up_down_5m_up_maker","Up","between_slots",0.54,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:52.8765010+00:00",232.8765011,"btc_up_down_5m_down_maker","Down","between_slots",0.63,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:52.8765010+00:00",232.8765011,"btc_up_down_5m_up_maker","Up","between_slots",0.38,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:58.1808810+00:00",238.1808817,"btc_up_down_5m_down_maker","Down","between_slots",0.63,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:23:58.1808810+00:00",238.1808817,"btc_up_down_5m_up_maker","Up","between_slots",0.4,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:03.6182800+00:00",243.6182807,"btc_up_down_5m_down_maker","Down","no_order",0.59,0.88,0.88,,"false",3,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:24:03.6182800+00:00",243.6182807,"btc_up_down_5m_up_maker","Up","no_order",0.45,0.62,0.62,,"false",2,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:24:09.0981290+00:00",249.0981298,"btc_up_down_5m_down_maker","Down","between_slots",0.52,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:09.0981290+00:00",249.0981298,"btc_up_down_5m_up_maker","Up","between_slots",0.49,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:14.4683770+00:00",254.468377,"btc_up_down_5m_down_maker","Down","between_slots",0.48,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:14.4683770+00:00",254.468377,"btc_up_down_5m_up_maker","Up","between_slots",0.54,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:19.6915870+00:00",259.6915876,"btc_up_down_5m_down_maker","Down","between_slots",0.26,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:19.6915870+00:00",259.6915876,"btc_up_down_5m_up_maker","Up","between_slots",0.74,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:24.9842130+00:00",264.9842131,"btc_up_down_5m_down_maker","Down","between_slots",0.17,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:24.9842130+00:00",264.9842131,"btc_up_down_5m_up_maker","Up","between_slots",0.84,0.62,0.62,,"false",2,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:30.3953120+00:00",270.3953122,"btc_up_down_5m_down_maker","Down","no_order",0.08,0.88,0.88,,"false",3,"below_or_equal_previous_max_at_30s_slot"
"2026-05-21T14:24:30.3953120+00:00",270.3953122,"btc_up_down_5m_up_maker","Up","place_order",0.93,0.62,0.93,0.92,"true",3,"new_high_at_30s_slot"
"2026-05-21T14:24:35.7413240+00:00",275.7413246,"btc_up_down_5m_down_maker","Down","between_slots",0.06,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:35.7413240+00:00",275.7413246,"btc_up_down_5m_up_maker","Up","between_slots",0.98,0.93,0.93,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:41.2380310+00:00",281.2380311,"btc_up_down_5m_down_maker","Down","between_slots",0.13,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:41.2380310+00:00",281.2380311,"btc_up_down_5m_up_maker","Up","between_slots",0.88,0.93,0.93,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:46.6250760+00:00",286.6250763,"btc_up_down_5m_down_maker","Down","between_slots",0.05,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:46.6250760+00:00",286.6250763,"btc_up_down_5m_up_maker","Up","between_slots",0.97,0.93,0.93,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:51.8485490+00:00",291.8485495,"btc_up_down_5m_down_maker","Down","between_slots",0.05,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:51.8485490+00:00",291.8485495,"btc_up_down_5m_up_maker","Up","between_slots",0.98,0.93,0.93,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:57.1501330+00:00",297.1501336,"btc_up_down_5m_down_maker","Down","between_slots",0.05,0.88,0.88,,"false",3,"waiting_for_next_30s_slot_no_max_update"
"2026-05-21T14:24:57.1501330+00:00",297.1501336,"btc_up_down_5m_up_maker","Up","between_slots",0.98,0.93,0.93,,"false",3,"waiting_for_next_30s_slot_no_max_update"
