sampled_at_utc,seconds_after_start,seconds_to_close,binance_price_usd,btc_move_from_start_bps,up_best_bid,up_best_ask,up_mid,up_price_proxy,up_book_source,up_book_age_ms,down_best_bid,down_best_ask,down_mid,down_price_proxy,down_book_source,down_book_age_ms
"2026-05-21T13:16:38.6931880+00:00",98.693188,201.306812,77257.99,-0.51901323,0.52,0.53,0.525,0.525,"websocket_cache",263.5178,0.47,0.48,0.475,0.475,"websocket_cache",192.9521
"2026-05-21T13:16:44.0781150+00:00",104.0781157,195.9218843,77258,-0.51771893,0.52,0.53,0.525,0.525,"websocket_cache",1282.5383,0.47,0.48,0.475,0.475,"websocket_cache",1174.7472
"2026-05-21T13:16:49.5017100+00:00",109.5017108,190.4982892,77258,-0.51771893,0.52,0.53,0.525,0.525,"websocket_cache",2017.9927,0.47,0.48,0.475,0.475,"websocket_cache",1898.2541
"2026-05-21T13:16:54.9357430+00:00",114.9357435,185.0642565,77258,-0.51771893,0.52,0.53,0.525,0.525,"websocket_cache",554.3467,0.47,0.48,0.475,0.475,"websocket_cache",442.3299
"2026-05-21T13:17:00.2895120+00:00",120.2895123,179.7104877,77258,-0.51771893,0.52,0.53,0.525,0.525,"websocket_cache",1677.0784,0.47,0.48,0.475,0.475,"websocket_cache",1602.5432
"2026-05-21T13:17:05.7001650+00:00",125.7001651,174.2998349,77258,-0.51771893,0.48,0.51,0.495,0.495,"websocket_cache",664.7987,0.5,0.55,0.525,0.525,"websocket_cache",557.7893
"2026-05-21T13:17:11.7169870+00:00",131.7169875,168.2830125,77258.01,-0.51642463,0.46,0.47,0.465,0.465,"websocket_cache",2068.3262,0.53,0.54,0.535,0.535,"websocket_cache",1991.3385
"2026-05-21T13:17:17.0688640+00:00",137.0688642,162.9311358,77251.81,-1.31888898,0.46,0.47,0.465,0.465,"websocket_cache",889.4951,0.53,0.54,0.535,0.535,"websocket_cache",807.4466
"2026-05-21T13:17:22.2750720+00:00",142.2750725,157.7249275,77248.01,-1.81072196,0.41,0.42,0.415,0.415,"websocket_cache",155.7224,0.58,0.59,0.585,0.585,"websocket_cache",80.0665
"2026-05-21T13:17:28.1862450+00:00",148.1862452,151.8137548,77242.81,-2.48375657,0.34,0.35,0.345,0.345,"websocket_cache",1088.1885,0.66,0.68,0.67,0.67,"websocket_cache",995.1503
"2026-05-21T13:17:33.4456450+00:00",153.4456457,146.5543543,77242.81,-2.48375657,0.32,0.33,0.325,0.325,"websocket_cache",427.685,0.67,0.68,0.675,0.675,"websocket_cache",347.1681
"2026-05-21T13:17:38.8592600+00:00",158.8592608,141.1407392,77239.38,-2.92770055,0.29,0.3,0.295,0.295,"websocket_cache",1711.1614,0.7,0.71,0.705,0.705,"websocket_cache",1630.2206
"2026-05-21T13:17:44.2791870+00:00",164.2791873,135.7208127,77234,-3.62403251,0.27,0.28,0.275,0.275,"websocket_cache",616.846,0.72,0.75,0.735,0.735,"websocket_cache",544.3625
"2026-05-21T13:17:49.5320960+00:00",169.5320965,130.4679035,77232.65,-3.79876265,0.19,0.22,0.205,0.205,"websocket_cache",1728.002,0.78,0.81,0.795,0.795,"websocket_cache",1611.1981
"2026-05-21T13:17:54.7864890+00:00",174.7864895,125.2135105,77247.29,-1.90391137,0.37,0.41,0.39,0.39,"websocket_cache",841.8437,0.62,0.63,0.625,0.625,"websocket_cache",765.556
"2026-05-21T13:18:00.6508190+00:00",180.650819,119.349181,77240.55,-2.77626776,0.36,0.38,0.37,0.37,"websocket_cache",308.6482,0.62,0.64,0.63,0.63,"websocket_cache",197.0015
"2026-05-21T13:18:06.6778650+00:00",186.677865,113.322135,77232.64,-3.80005695,0.28,0.33,0.305,0.305,"websocket_cache",614.4148,0.68,0.72,0.7,0.7,"websocket_cache",541.994
"2026-05-21T13:18:12.0677860+00:00",192.0677861,107.9322139,77223.71,-4.95586446,0.18,0.21,0.195,0.195,"websocket_cache",1201.9162,0.79,0.82,0.805,0.805,"websocket_cache",1098.2754
"2026-05-21T13:18:17.3407850+00:00",197.3407859,102.6592141,77223.71,-4.95586446,0.14,0.15,0.145,0.145,"websocket_cache",1392.2561,0.85,0.86,0.855,0.855,"websocket_cache",1263.4262
"2026-05-21T13:18:22.6501270+00:00",202.650127,97.349873,77223.71,-4.95586446,0.11,0.14,0.125,0.125,"websocket_cache",1961.8269,0.87,0.89,0.88,0.88,"websocket_cache",1865.9959
"2026-05-21T13:18:27.9792890+00:00",207.9792896,92.0207104,77223.7,-4.95715876,0.13,0.14,0.135,0.135,"websocket_cache",324.359,0.86,0.87,0.865,0.865,"websocket_cache",249.5778
"2026-05-21T13:18:33.1387330+00:00",213.1387333,86.8612667,77223.7,-4.95715876,0.14,0.15,0.145,0.145,"websocket_cache",1173.6711,0.85,0.86,0.855,0.855,"websocket_cache",1073.3462
"2026-05-21T13:18:38.4257190+00:00",218.4257195,81.5742805,77223.7,-4.95715876,0.12,0.13,0.125,0.125,"websocket_cache",312.6599,0.87,0.88,0.875,0.875,"websocket_cache",212.7341
"2026-05-21T13:18:43.6335160+00:00",223.6335162,76.3664838,77233.28,-3.71722192,0.22,0.23,0.225,0.225,"websocket_cache",120.5647,0.77,0.78,0.775,0.775,"websocket_cache",36.0642
"2026-05-21T13:18:49.7072560+00:00",229.7072565,70.2927435,77237.33,-3.1930315,0.25,0.26,0.255,0.255,"websocket_cache",1340.8958,0.74,0.75,0.745,0.745,"websocket_cache",1270.6419
"2026-05-21T13:18:55.1055670+00:00",235.1055671,64.8944329,77237.33,-3.1930315,0.26,0.27,0.265,0.265,"websocket_cache",1307.672,0.73,0.74,0.735,0.735,"websocket_cache",1241.7443
"2026-05-21T13:19:00.9720020+00:00",240.9720023,59.0279977,77240.25,-2.81509668,0.25,0.26,0.255,0.255,"websocket_cache",659.3404,0.74,0.75,0.745,0.745,"websocket_cache",574.1893
"2026-05-21T13:19:06.4968340+00:00",246.4968349,53.5031651,77240.24,-2.81639098,0.23,0.24,0.235,0.235,"websocket_cache",886.2447,0.76,0.77,0.765,0.765,"websocket_cache",802.0201
"2026-05-21T13:19:11.7405040+00:00",251.7405047,48.2594953,77239.5,-2.91216898,0.12,0.13,0.125,0.125,"websocket_cache",1887.9119,0.87,0.88,0.875,0.875,"websocket_cache",1811.6129
"2026-05-21T13:19:17.3015440+00:00",257.3015443,42.6984557,77233.6,-3.67580441,0.08,0.09,0.085,0.085,"websocket_cache",1157.0229,0.91,0.92,0.915,0.915,"websocket_cache",1069.6005
"2026-05-21T13:19:22.8439540+00:00",262.843954,37.156046,77233.59,-3.6770987,0.09,0.12,0.105,0.105,"websocket_cache",35.378,0.92,0.93,0.925,0.925,"websocket_cache",2174.1671
"2026-05-21T13:19:28.1129470+00:00",268.1129475,31.8870525,77233.59,-3.6770987,0.07,0.09,0.08,0.08,"websocket_cache",943.9511,0.92,0.93,0.925,0.925,"websocket_cache",804.8428
"2026-05-21T13:19:33.3115820+00:00",273.3115829,26.6884171,77233.59,-3.6770987,0.04,0.05,0.045,0.045,"websocket_cache",3.5423,0.94,0.95,0.945,0.945,"websocket_cache",1962.0128
"2026-05-21T13:19:38.6410800+00:00",278.6410804,21.3589196,77233.6,-3.67580441,0.04,0.05,0.045,0.045,"websocket_cache",281.5161,0.95,0.96,0.955,0.955,"websocket_cache",1149.4215
"2026-05-21T13:19:43.9461950+00:00",283.9461952,16.0538048,77229.88,-4.15728301,0.04,0.05,0.045,0.045,"websocket_cache",102.9241,0.95,0.96,0.955,0.955,"websocket_cache",34.9071
"2026-05-21T13:19:49.3079710+00:00",289.3079716,10.6920284,77229.88,-4.15728301,0.04,0.05,0.045,0.045,"websocket_cache",697.3338,0.95,0.96,0.955,0.955,"websocket_cache",660.3352
"2026-05-21T13:19:54.8056910+00:00",294.8056913,5.1943087,77246.92,-1.95180037,0.07,0.08,0.075,0.075,"websocket_cache",1121.9051,0.92,0.93,0.925,0.925,"websocket_cache",1054.7088
