sampled_at_utc,seconds_after_start,strategy_code,outcome,action,best_ask,previous_max_best_ask,current_max_best_ask,maker_limit_price,places_order,order_sequence,reason
"2026-05-21T13:17:17.0688640+00:00",137.0688642,"btc_up_down_5m_down_maker","Down","no_order",0.54,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:17:17.0688640+00:00",137.0688642,"btc_up_down_5m_up_maker","Up","no_order",0.47,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:17:22.2750720+00:00",142.2750725,"btc_up_down_5m_down_maker","Down","no_order",0.59,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:17:22.2750720+00:00",142.2750725,"btc_up_down_5m_up_maker","Up","no_order",0.42,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:17:28.1862450+00:00",148.1862452,"btc_up_down_5m_down_maker","Down","no_order",0.68,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:17:28.1862450+00:00",148.1862452,"btc_up_down_5m_up_maker","Up","no_order",0.35,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:17:33.4456450+00:00",153.4456457,"btc_up_down_5m_down_maker","Down","no_order",0.68,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:17:33.4456450+00:00",153.4456457,"btc_up_down_5m_up_maker","Up","no_order",0.33,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:17:38.8592600+00:00",158.8592608,"btc_up_down_5m_down_maker","Down","no_order",0.71,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:17:38.8592600+00:00",158.8592608,"btc_up_down_5m_up_maker","Up","no_order",0.3,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:17:44.2791870+00:00",164.2791873,"btc_up_down_5m_down_maker","Down","no_order",0.75,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:17:44.2791870+00:00",164.2791873,"btc_up_down_5m_up_maker","Up","no_order",0.28,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:17:49.5320960+00:00",169.5320965,"btc_up_down_5m_down_maker","Down","no_order",0.81,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:17:49.5320960+00:00",169.5320965,"btc_up_down_5m_up_maker","Up","no_order",0.22,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:17:54.7864890+00:00",174.7864895,"btc_up_down_5m_down_maker","Down","no_order",0.63,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:17:54.7864890+00:00",174.7864895,"btc_up_down_5m_up_maker","Up","no_order",0.41,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:00.6508190+00:00",180.650819,"btc_up_down_5m_down_maker","Down","no_order",0.64,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:18:00.6508190+00:00",180.650819,"btc_up_down_5m_up_maker","Up","no_order",0.38,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:06.6778650+00:00",186.677865,"btc_up_down_5m_down_maker","Down","no_order",0.72,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:18:06.6778650+00:00",186.677865,"btc_up_down_5m_up_maker","Up","no_order",0.33,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:12.0677860+00:00",192.0677861,"btc_up_down_5m_down_maker","Down","no_order",0.82,0.84,0.84,,"false",8,"below_or_equal_previous_max"
"2026-05-21T13:18:12.0677860+00:00",192.0677861,"btc_up_down_5m_up_maker","Up","no_order",0.21,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:17.3407850+00:00",197.3407859,"btc_up_down_5m_down_maker","Down","place_order",0.86,0.84,0.86,0.85,"true",9,"new_high"
"2026-05-21T13:18:17.3407850+00:00",197.3407859,"btc_up_down_5m_up_maker","Up","no_order",0.15,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:22.6501270+00:00",202.650127,"btc_up_down_5m_down_maker","Down","place_order",0.89,0.86,0.89,0.88,"true",10,"new_high"
"2026-05-21T13:18:22.6501270+00:00",202.650127,"btc_up_down_5m_up_maker","Up","no_order",0.14,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:27.9792890+00:00",207.9792896,"btc_up_down_5m_down_maker","Down","no_order",0.87,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:18:27.9792890+00:00",207.9792896,"btc_up_down_5m_up_maker","Up","no_order",0.14,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:33.1387330+00:00",213.1387333,"btc_up_down_5m_down_maker","Down","no_order",0.86,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:18:33.1387330+00:00",213.1387333,"btc_up_down_5m_up_maker","Up","no_order",0.15,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:38.4257190+00:00",218.4257195,"btc_up_down_5m_down_maker","Down","no_order",0.88,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:18:38.4257190+00:00",218.4257195,"btc_up_down_5m_up_maker","Up","no_order",0.13,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:43.6335160+00:00",223.6335162,"btc_up_down_5m_down_maker","Down","no_order",0.78,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:18:43.6335160+00:00",223.6335162,"btc_up_down_5m_up_maker","Up","no_order",0.23,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:49.7072560+00:00",229.7072565,"btc_up_down_5m_down_maker","Down","no_order",0.75,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:18:49.7072560+00:00",229.7072565,"btc_up_down_5m_up_maker","Up","no_order",0.26,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:18:55.1055670+00:00",235.1055671,"btc_up_down_5m_down_maker","Down","no_order",0.74,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:18:55.1055670+00:00",235.1055671,"btc_up_down_5m_up_maker","Up","no_order",0.27,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:00.9720020+00:00",240.9720023,"btc_up_down_5m_down_maker","Down","no_order",0.75,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:19:00.9720020+00:00",240.9720023,"btc_up_down_5m_up_maker","Up","no_order",0.26,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:06.4968340+00:00",246.4968349,"btc_up_down_5m_down_maker","Down","no_order",0.77,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:19:06.4968340+00:00",246.4968349,"btc_up_down_5m_up_maker","Up","no_order",0.24,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:11.7405040+00:00",251.7405047,"btc_up_down_5m_down_maker","Down","no_order",0.88,0.89,0.89,,"false",10,"below_or_equal_previous_max"
"2026-05-21T13:19:11.7405040+00:00",251.7405047,"btc_up_down_5m_up_maker","Up","no_order",0.13,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:17.3015440+00:00",257.3015443,"btc_up_down_5m_down_maker","Down","skip_after_cutoff",0.92,0.89,0.92,,"false",11,"new_high_after_maker_cutoff"
"2026-05-21T13:19:17.3015440+00:00",257.3015443,"btc_up_down_5m_up_maker","Up","no_order",0.09,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:22.8439540+00:00",262.843954,"btc_up_down_5m_down_maker","Down","skip_after_cutoff",0.93,0.92,0.93,,"false",12,"new_high_after_maker_cutoff"
"2026-05-21T13:19:22.8439540+00:00",262.843954,"btc_up_down_5m_up_maker","Up","no_order",0.12,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:28.1129470+00:00",268.1129475,"btc_up_down_5m_down_maker","Down","no_order",0.93,0.93,0.93,,"false",12,"below_or_equal_previous_max"
"2026-05-21T13:19:28.1129470+00:00",268.1129475,"btc_up_down_5m_up_maker","Up","no_order",0.09,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:33.3115820+00:00",273.3115829,"btc_up_down_5m_down_maker","Down","skip_after_cutoff",0.95,0.93,0.95,,"false",13,"new_high_after_maker_cutoff"
"2026-05-21T13:19:33.3115820+00:00",273.3115829,"btc_up_down_5m_up_maker","Up","no_order",0.05,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:38.6410800+00:00",278.6410804,"btc_up_down_5m_down_maker","Down","skip_after_cutoff",0.96,0.95,0.96,,"false",14,"new_high_after_maker_cutoff"
"2026-05-21T13:19:38.6410800+00:00",278.6410804,"btc_up_down_5m_up_maker","Up","no_order",0.05,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:43.9461950+00:00",283.9461952,"btc_up_down_5m_down_maker","Down","no_order",0.96,0.96,0.96,,"false",14,"below_or_equal_previous_max"
"2026-05-21T13:19:43.9461950+00:00",283.9461952,"btc_up_down_5m_up_maker","Up","no_order",0.05,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:49.3079710+00:00",289.3079716,"btc_up_down_5m_down_maker","Down","no_order",0.96,0.96,0.96,,"false",14,"below_or_equal_previous_max"
"2026-05-21T13:19:49.3079710+00:00",289.3079716,"btc_up_down_5m_up_maker","Up","no_order",0.05,0.53,0.53,,"false",1,"below_or_equal_previous_max"
"2026-05-21T13:19:54.8056910+00:00",294.8056913,"btc_up_down_5m_down_maker","Down","no_order",0.93,0.96,0.96,,"false",14,"below_or_equal_previous_max"
"2026-05-21T13:19:54.8056910+00:00",294.8056913,"btc_up_down_5m_up_maker","Up","no_order",0.08,0.53,0.53,,"false",1,"below_or_equal_previous_max"
