generated_at_utc	current_live_strategies	settled_live_orders	pnl_usd	first_settled_utc	last_settled_utc
2026-06-09T21:00:32Z	6	294	41.09056400	2026-06-05T11:26:32Z	2026-06-09T19:41:38Z
