"group","slot_start_utc","phase","asset","outcome","slug","market_id","condition_id","token_id","checkpoint_status","formula_limit_price","accepted_hypothetically","accepted_limit_price","accepted_attempt","terminal_reason","target_utc","formula_request_started_utc","formula_response_received_utc","formula_request_offset_from_target_ms","formula_best_bid","formula_best_ask","tick_size","formula_book_age_ms","accepted_at_utc","accepted_request_started_utc","accepted_request_offset_from_target_ms","identity_note"
"EARLY_FIRST_ACCEPTING","2026-08-10T15:35:00.0000000Z","first_accepting","SOL","Up","sol-updown-5m-1786376100","3451061","0xf183fec9dac2137344beeb3499b9374fc2f674713fbe6a3969493a5e1b63e951","23891334553132629098347856384081908878965250766269481088964393972178156305773","MISSED",,,,,"MISSED_FIRST_ACCEPTING_CHECKPOINT",,,,,,,,,,,,"Identifiers were discovered later; no late quote replaces the missed checkpoint."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:35:00.0000000Z","first_accepting","SOL","Down","sol-updown-5m-1786376100","3451061","0xf183fec9dac2137344beeb3499b9374fc2f674713fbe6a3969493a5e1b63e951","31952708278584441273699580200922970674089996909439350624310003957229743080532","MISSED",,,,,"MISSED_FIRST_ACCEPTING_CHECKPOINT",,,,,,,,,,,,"Identifiers were discovered later; no late quote replaces the missed checkpoint."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:40:00.0000000Z","first_accepting","BTC","Up","btc-updown-5m-1786376400","3451079","0xa275dc31ab26bd6696f37e9cdc4e8c96c2e608f5bac8b33ecd79c166d44c17e0","86023318691992699133218700889184985130651666656026876410331357871395736532564","ACCEPTED_HYPOTHETICALLY","0.02","true","0.02","3","paper_post_only_accepted_resting",,"2026-08-09T15:48:31.8066401Z","2026-08-09T15:48:31.8826080Z",,"0.01","0.51","0.01","913.6080","2026-08-09T15:48:31.9772055Z","2026-08-09T15:48:31.8066401Z",,"Clean checkpoint; accepted_limit_price is the S0/S1 result."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:40:00.0000000Z","first_accepting","BTC","Down","btc-updown-5m-1786376400","3451079","0xa275dc31ab26bd6696f37e9cdc4e8c96c2e608f5bac8b33ecd79c166d44c17e0","77697540535665937932383273686721911124237617340572110020973596126617944508174","ACCEPTED_HYPOTHETICALLY","0.50","true","0.49","4","paper_post_only_accepted_resting",,"2026-08-09T15:48:31.7913124Z","2026-08-09T15:48:31.8826184Z",,"0.49","0.99","0.01","931.6184","2026-08-09T15:48:32.2691555Z","2026-08-09T15:48:31.9769039Z",,"Clean checkpoint; accepted_limit_price is the S0/S1 result."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:40:00.0000000Z","first_accepting","ETH","Up","eth-updown-5m-1786376400","3451080","0x692f43fc6d5830bc09ca65d017589dfe1ebd68377277f14b03f04b3bbf83207d","46310155609769084744265712967872128194678512933980267398152171597586878379640","ACCEPTED_HYPOTHETICALLY","0.50","true","0.50","1","paper_post_only_accepted_resting",,"2026-08-09T15:48:29.2613549Z","2026-08-09T15:48:29.3318022Z",,"0.50","0.51","0.01","925.8022","2026-08-09T15:48:29.4176040Z","2026-08-09T15:48:29.2613549Z",,"Clean checkpoint; accepted_limit_price is the S0/S1 result."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:40:00.0000000Z","first_accepting","ETH","Down","eth-updown-5m-1786376400","3451080","0x692f43fc6d5830bc09ca65d017589dfe1ebd68377277f14b03f04b3bbf83207d","45375380922049918286536009182308344884085986170605220228287545026965256422982","ACCEPTED_HYPOTHETICALLY","0.49","true","0.49","1","paper_post_only_accepted_resting",,"2026-08-09T15:48:29.2614698Z","2026-08-09T15:48:29.3350402Z",,"0.49","0.50","0.01","925.0402","2026-08-09T15:48:29.4150311Z","2026-08-09T15:48:29.2614698Z",,"Clean checkpoint; accepted_limit_price is the S0/S1 result."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:40:00.0000000Z","first_accepting","SOL","Up","sol-updown-5m-1786376400","3451081","0x0c827bd3b27fca0f55eaff6d4076af287c4fa2628165a5eff43a8f88f3508398","60974191458929817114592010154353328945890498843693160037129619105410589308443","ACCEPTED_HYPOTHETICALLY","0.50","true","0.50","1","paper_post_only_accepted_resting",,"2026-08-09T15:48:47.3252250Z","2026-08-09T15:48:47.4267239Z",,"0.50","0.51","0.01","962.7239","2026-08-09T15:48:47.5198182Z","2026-08-09T15:48:47.3252250Z",,"Clean checkpoint; accepted_limit_price is the S0/S1 result."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:40:00.0000000Z","first_accepting","SOL","Down","sol-updown-5m-1786376400","3451081","0x0c827bd3b27fca0f55eaff6d4076af287c4fa2628165a5eff43a8f88f3508398","106669431724811620051257317095820909761452902451501305944758125832817277628717","ACCEPTED_HYPOTHETICALLY","0.49","true","0.49","1","paper_post_only_accepted_resting",,"2026-08-09T15:48:47.3253590Z","2026-08-09T15:48:47.4269127Z",,"0.49","0.50","0.01","962.9127","2026-08-09T15:48:47.5099848Z","2026-08-09T15:48:47.3253590Z",,"Clean checkpoint; accepted_limit_price is the S0/S1 result."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:45:00.0000000Z","first_accepting","BTC","Up","btc-updown-5m-1786376700","3451122","0x7741445d92e582e3a00ecf0406ce5f4fe5634318116efda9a735769ab69acf07","34954118603626943521382113025204056214818389412233401871105563644270296143922","ACCEPTED_HYPOTHETICALLY","0.50","true","0.50","1","paper_post_only_accepted_resting",,"2026-08-09T15:54:05.8833500Z","2026-08-09T15:54:05.9620798Z",,"0.50","0.51","0.01","903.0798","2026-08-09T15:54:06.0327059Z","2026-08-09T15:54:05.8833500Z",,"Clean checkpoint; accepted_limit_price is the S0/S1 result."
"EARLY_FIRST_ACCEPTING","2026-08-10T15:45:00.0000000Z","first_accepting","BTC","Down","btc-updown-5m-1786376700","3451122","0x7741445d92e582e3a00ecf0406ce5f4fe5634318116efda9a735769ab69acf07","40961878960907763557864985154340763006163880646648790958525691212608270253696","ACCEPTED_HYPOTHETICALLY","0.49","true","0.49","1","paper_post_only_accepted_resting",,"2026-08-09T15:54:05.8839288Z","2026-08-09T15:54:05.9570443Z",,"0.49","0.50","0.01","906.0443","2026-08-09T15:54:06.0289149Z","2026-08-09T15:54:05.8839288Z",,"Clean checkpoint; accepted_limit_price is the S0/S1 result."
