asset,strategy_name,trigger_side,target_outcome,threshold,markets_evaluated,betting_episodes,entries,settled_entries,flat_entries,wins,losses,win_rate_pct,total_stake_units,settled_stake_units,pnl_units,roi_pct,avg_stake_units,max_multiplier,above_10_multiplier_entries,max_drawdown_units,active_days,positive_days,negative_days,flat_days,first_entry_utc,last_entry_utc
"SOL","SOL Up or Down 5m 39 Diff Up Progress","Up","Down",39,52230,2,2,2,0,2,0,100,2,2,2,100,1,1,0,0,1,1,0,0,"2026-04-16T20:05:00.0000000+00:00","2026-04-16T20:15:00.0000000+00:00"
"SOL","SOL Up or Down 5m 39 Diff Down Progress","Down","Up",39,52230,1,3,3,0,2,1,66.66666667,4,4,2,50,1.33333333,2,0,1,1,1,0,0,"2026-06-02T23:25:00.0000000+00:00","2026-06-02T23:35:00.0000000+00:00"
"SOL","SOL Up or Down 5m 40 Diff Down Progress","Down","Up",40,52230,1,1,1,0,1,0,100,1,1,1,100,1,1,0,0,1,1,0,0,"2026-06-02T23:30:00.0000000+00:00","2026-06-02T23:30:00.0000000+00:00"
"SOL","SOL Up or Down 5m 40 Diff Up Progress","Up","Down",40,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 41 Diff Up Progress","Up","Down",41,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 41 Diff Down Progress","Down","Up",41,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 42 Diff Up Progress","Up","Down",42,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 42 Diff Down Progress","Down","Up",42,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 43 Diff Up Progress","Up","Down",43,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 43 Diff Down Progress","Down","Up",43,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 44 Diff Up Progress","Up","Down",44,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 44 Diff Down Progress","Down","Up",44,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 45 Diff Up Progress","Up","Down",45,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 45 Diff Down Progress","Down","Up",45,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 46 Diff Up Progress","Up","Down",46,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 46 Diff Down Progress","Down","Up",46,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 47 Diff Up Progress","Up","Down",47,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 47 Diff Down Progress","Down","Up",47,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 48 Diff Up Progress","Up","Down",48,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 48 Diff Down Progress","Down","Up",48,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 49 Diff Up Progress","Up","Down",49,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 49 Diff Down Progress","Down","Up",49,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 50 Diff Up Progress","Up","Down",50,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 50 Diff Down Progress","Down","Up",50,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
