created_utc	submitted_utc	expires_utc	updated_utc	market_end_utc	status	response_status	cancel_status	order_type	post_only	price	size_shares	filled_size	remaining_size	average_fill_price	filled_notional_usd	cost_basis_usd	decision_source	decision_order_ttl_seconds	configured_order_ttl_seconds	market_end_expire_before_seconds	decision_gtd_expiration_utc	decision_cancel_deadline_utc	clob_wire_gtd_expiration_utc	instant_best_bid	instant_best_ask	instant_spread	quote_age_ms	decision_delay_ms	seconds_expire_before_market_end	actual_local_ttl_seconds	updated_after_expiry_seconds	raw_response_excerpt	market_slug	order_id	live_order_id
2026-06-13T23:40:02.5897960Z	2026-06-13T23:40:04.3201920Z	2026-06-13T23:44:00.0000000Z	2026-06-13T23:44:07.0059670Z	2026-06-13T23:45:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	238	120	60	2026-06-13T23:44:00.0000000+00:00	2026-06-13T23:44:00.0000000+00:00	2026-06-13T23:45:00.0000000+00:00	0.58	0.59	0.01	1	2589.7964	60	237.410204	7.005967	{"canceled": [], "not_canceled": {"0xa4339ecbb19448755a57846800a4cb50ac56d5ff1f918b693f6f31f6ccd4f0e4": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781394000	0xa4339ecbb19448755a57846800a4cb50ac56d5ff1f918b693f6f31f6ccd4f0e4	f87a6855-94f4-4fda-9aa8-f676282aaf0b
2026-06-14T00:30:00.7991210Z	2026-06-14T00:30:02.8782710Z	2026-06-14T00:34:00.0000000Z	2026-06-14T00:34:00.7889660Z	2026-06-14T00:35:00.0000000Z	Cancelled	live	cancelled	GTD	False	0.5	6	0	6		0	0	simple_up_instant	240	120	60	2026-06-14T00:34:00.0000000+00:00	2026-06-14T00:34:00.0000000+00:00	2026-06-14T00:35:00.0000000+00:00	0.6	0.67	0.07	13	799.1216	60	239.200879	0.788966	{"canceled": ["0x5e0a7307cc5e939b2e20b38c06069aaa1262f2375dd6ff4587503d3084d32c4f"], "not_canceled": {}}	btc-updown-5m-1781397000	0x5e0a7307cc5e939b2e20b38c06069aaa1262f2375dd6ff4587503d3084d32c4f	140f5e27-88d9-4bcf-8369-e767001f5d58
2026-06-14T01:15:02.5676250Z	2026-06-14T01:15:04.5416010Z	2026-06-14T01:19:00.0000000Z	2026-06-14T01:19:05.0019060Z	2026-06-14T01:20:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.44	6.82	0	6.82		0	0	simple_up_instant	238	120	60	2026-06-14T01:19:00.0000000+00:00	2026-06-14T01:19:00.0000000+00:00	2026-06-14T01:20:00.0000000+00:00	0.43	0.44	0.01	0	2567.625	60	237.432375	5.001906	{"canceled": [], "not_canceled": {"0x0ae6f9719dfbd51ad174d2671a3ff4760c197633ba3fb01da34e02c71faaa6f7": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781399700	0x0ae6f9719dfbd51ad174d2671a3ff4760c197633ba3fb01da34e02c71faaa6f7	4c2cd5b5-7f9f-4f84-9c1f-8c5c0263af66
2026-06-14T01:45:00.4013530Z	2026-06-14T01:45:02.2754640Z	2026-06-14T01:49:00.0000000Z	2026-06-14T01:49:02.5411530Z	2026-06-14T01:50:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	240	120	60	2026-06-14T01:49:00.0000000+00:00	2026-06-14T01:49:00.0000000+00:00	2026-06-14T01:50:00.0000000+00:00	0.65	0.67	0.02	0	401.3535	60	239.598647	2.541153	{"canceled": [], "not_canceled": {"0xa8465e57232e6abf3c1df817e1aaac71b9935b208850146d4436d4cacd3a532b": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781401500	0xa8465e57232e6abf3c1df817e1aaac71b9935b208850146d4436d4cacd3a532b	273a4eb5-f64b-4937-8d7b-315f8fc38292
2026-06-14T02:55:01.6509190Z	2026-06-14T02:55:03.9266650Z	2026-06-14T02:59:00.0000000Z	2026-06-14T02:59:01.5046290Z	2026-06-14T03:00:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	239	120	60	2026-06-14T02:59:00.0000000+00:00	2026-06-14T02:59:00.0000000+00:00	2026-06-14T03:00:00.0000000+00:00	0.49	0.5	0.01	122	1650.9193	60	238.349081	1.504629	{"canceled": [], "not_canceled": {"0xf079755492993275ec67deb2c97b4e03e9b5458833e7a1fbc9c655fe68422b97": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781405700	0xf079755492993275ec67deb2c97b4e03e9b5458833e7a1fbc9c655fe68422b97	058019cc-9f70-4246-aaa0-69cb1c62e9de
2026-06-14T03:10:01.3847850Z	2026-06-14T03:10:03.2987290Z	2026-06-14T03:14:00.0000000Z	2026-06-14T03:14:05.3178880Z	2026-06-14T03:15:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	239	120	60	2026-06-14T03:14:00.0000000+00:00	2026-06-14T03:14:00.0000000+00:00	2026-06-14T03:15:00.0000000+00:00	0.5	0.51	0.01	7	1384.7854	60	238.615215	5.317888	{"canceled": [], "not_canceled": {"0xc512ec07baa9878ad8c2b35895a943405fabf398d8e9f6a548a262d3c39d6cba": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781406600	0xc512ec07baa9878ad8c2b35895a943405fabf398d8e9f6a548a262d3c39d6cba	e2edf655-ccd8-4e29-be71-83e3883a97c1
2026-06-14T05:00:15.0483110Z	2026-06-14T05:00:16.4351350Z	2026-06-14T05:04:00.0000000Z	2026-06-14T05:04:02.0613030Z	2026-06-14T05:05:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	225	120	60	2026-06-14T05:04:00.0000000+00:00	2026-06-14T05:04:00.0000000+00:00	2026-06-14T05:05:00.0000000+00:00	0.82	0.83	0.01	339	15048.3111	60	224.951689	2.061303	{"canceled": [], "not_canceled": {"0x6b3c43bc360f9d6c6e13c8d2caed1ebac734c9a409a29e1e19ba9f13bda90cfb": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781413200	0x6b3c43bc360f9d6c6e13c8d2caed1ebac734c9a409a29e1e19ba9f13bda90cfb	e4bfef20-b105-4ad9-b164-b58dae12ea0e
2026-06-14T06:45:02.0399300Z	2026-06-14T06:45:03.2886930Z	2026-06-14T06:49:00.0000000Z	2026-06-14T06:49:01.3421580Z	2026-06-14T06:50:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	238	120	60	2026-06-14T06:49:00.0000000+00:00	2026-06-14T06:49:00.0000000+00:00	2026-06-14T06:50:00.0000000+00:00	0.68	0.69	0.01	10	2039.9306	60	237.96007	1.342158	{"canceled": [], "not_canceled": {"0xd7a9c41e555f2dba9bc03d9e700d2140abdc3d51f80c6720f29908989546be19": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781419500	0xd7a9c41e555f2dba9bc03d9e700d2140abdc3d51f80c6720f29908989546be19	cfdb6c49-6d69-44b6-bef0-8c5cc2de0d2f
2026-06-14T06:55:01.0099360Z	2026-06-14T06:55:02.5595260Z	2026-06-14T06:59:00.0000000Z	2026-06-14T06:59:03.3469560Z	2026-06-14T07:00:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	239	120	60	2026-06-14T06:59:00.0000000+00:00	2026-06-14T06:59:00.0000000+00:00	2026-06-14T07:00:00.0000000+00:00	0.53	0.54	0.01	0	1009.9364	60	238.990064	3.346956	{"canceled": [], "not_canceled": {"0x578f557352a5ba900efc9eee8df8155cb587ff9742b51828fd4a54ed9bef1672": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781420100	0x578f557352a5ba900efc9eee8df8155cb587ff9742b51828fd4a54ed9bef1672	f7284325-cb77-4812-a049-b581bc43f45b
2026-06-14T07:10:02.2351990Z	2026-06-14T07:10:04.1772060Z	2026-06-14T07:14:00.0000000Z	2026-06-14T07:14:01.0904900Z	2026-06-14T07:15:00.0000000Z	Cancelled	live	cancelled	GTD	False	0.5	6	0	6		0	0	simple_up_instant	238	120	60	2026-06-14T07:14:00.0000000+00:00	2026-06-14T07:14:00.0000000+00:00	2026-06-14T07:15:00.0000000+00:00	0.54	0.55	0.01	1	2235.1992	60	237.764801	1.09049	{"canceled": ["0x05a82a32bbf55ebb4faf4569398db6525e190cf8fa1307bf6c6c728ec30f6e06"], "not_canceled": {}}	btc-updown-5m-1781421000	0x05a82a32bbf55ebb4faf4569398db6525e190cf8fa1307bf6c6c728ec30f6e06	ee246643-6f5e-4a7b-b2de-02eb4354efd5
2026-06-14T07:15:01.6853110Z	2026-06-14T07:15:02.9930160Z	2026-06-14T07:19:00.0000000Z	2026-06-14T07:19:02.1995420Z	2026-06-14T07:20:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	239	120	60	2026-06-14T07:19:00.0000000+00:00	2026-06-14T07:19:00.0000000+00:00	2026-06-14T07:20:00.0000000+00:00	0.59	0.6	0.01	0	1685.3114	60	238.314689	2.199542	{"canceled": [], "not_canceled": {"0x777ff911985dd1dd6302f938e7981a5cc8c86856166995187208d638520b819c": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781421300	0x777ff911985dd1dd6302f938e7981a5cc8c86856166995187208d638520b819c	17b8fd43-7390-412a-a367-b53c99719e55
2026-06-14T07:45:03.1644270Z	2026-06-14T07:45:04.6548380Z	2026-06-14T07:49:00.0000000Z	2026-06-14T07:49:07.1995220Z	2026-06-14T07:50:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	237	120	60	2026-06-14T07:49:00.0000000+00:00	2026-06-14T07:49:00.0000000+00:00	2026-06-14T07:50:00.0000000+00:00	0.51	0.52	0.01	5	3164.4271	60	236.835573	7.199522	{"canceled": [], "not_canceled": {"0x11129d0fe740091573fa85fc494108e41250cd8a34da86bce79a47e79bc536fa": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781423100	0x11129d0fe740091573fa85fc494108e41250cd8a34da86bce79a47e79bc536fa	6a025141-ad3e-4349-b99e-2ec9f27648af
2026-06-14T08:05:04.4637270Z	2026-06-14T08:05:06.5440070Z	2026-06-14T08:09:00.0000000Z	2026-06-14T08:09:02.0599490Z	2026-06-14T08:10:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	236	120	60	2026-06-14T08:09:00.0000000+00:00	2026-06-14T08:09:00.0000000+00:00	2026-06-14T08:10:00.0000000+00:00	0.54	0.55	0.01	8	4463.727	60	235.536273	2.059949	{"canceled": [], "not_canceled": {"0x64f3c813c86e7946310d3981f90ee9302fcdf512d6ec8038d0a8c7e0ffdcd269": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781424300	0x64f3c813c86e7946310d3981f90ee9302fcdf512d6ec8038d0a8c7e0ffdcd269	d3bfc8ab-79a5-44db-ae06-d947a727ca88
2026-06-14T09:20:11.2833660Z	2026-06-14T09:20:15.7629140Z	2026-06-14T09:24:00.0000000Z	2026-06-14T09:24:07.3537610Z	2026-06-14T09:25:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	229	120	60	2026-06-14T09:24:00.0000000+00:00	2026-06-14T09:24:00.0000000+00:00	2026-06-14T09:25:00.0000000+00:00	0.61	0.62	0.01	0	11283.366	60	228.716634	7.353761	{"canceled": [], "not_canceled": {"0xc4600f47b88079f2d2f2e28e8e7afc056c7d61aeeb5f8e82977448661a2545b1": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781428800	0xc4600f47b88079f2d2f2e28e8e7afc056c7d61aeeb5f8e82977448661a2545b1	4f6e6251-e2a2-437b-918c-08d695631c26
2026-06-14T09:25:45.7093330Z	2026-06-14T09:25:47.0877340Z	2026-06-14T09:29:00.0000000Z	2026-06-14T09:29:06.7826510Z	2026-06-14T09:30:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	195	120	60	2026-06-14T09:29:00.0000000+00:00	2026-06-14T09:29:00.0000000+00:00	2026-06-14T09:30:00.0000000+00:00	0.68	0.69	0.01	0	45709.3336	60	194.290667	6.782651	{"canceled": [], "not_canceled": {"0x01997421200d63c4808a61ce0c9af25b7113694db48178fdd88d23f7030d0925": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781429100	0x01997421200d63c4808a61ce0c9af25b7113694db48178fdd88d23f7030d0925	1fd36a29-525f-496b-b4cb-c79f55bbcbc1
2026-06-14T12:20:04.7500630Z	2026-06-14T12:20:06.7869480Z	2026-06-14T12:24:00.0000000Z	2026-06-14T12:24:04.3525000Z	2026-06-14T12:25:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	236	120	60	2026-06-14T12:24:00.0000000+00:00	2026-06-14T12:24:00.0000000+00:00	2026-06-14T12:25:00.0000000+00:00	0.71	0.72	0.01	2	4750.0636	60	235.249937	4.3525	{"canceled": [], "not_canceled": {"0x3709e64df40a26a3cfd23ab3642f3155763e7ddc2a1db0d9f8020785e434b463": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781439600	0x3709e64df40a26a3cfd23ab3642f3155763e7ddc2a1db0d9f8020785e434b463	4b558a0d-12c7-4abb-a490-cc85eb43e24c
2026-06-14T12:40:01.0221580Z	2026-06-14T12:40:02.6996690Z	2026-06-14T12:44:00.0000000Z	2026-06-14T12:44:03.4920120Z	2026-06-14T12:45:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	239	120	60	2026-06-14T12:44:00.0000000+00:00	2026-06-14T12:44:00.0000000+00:00	2026-06-14T12:45:00.0000000+00:00	0.56	0.57	0.01	48	1022.1584	60	238.977842	3.492012	{"canceled": [], "not_canceled": {"0x03d773379e9d2630e24a324dd897603e2f20715c4c89ba5e42e3184b5082068b": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781440800	0x03d773379e9d2630e24a324dd897603e2f20715c4c89ba5e42e3184b5082068b	b3952604-023b-4ccc-bac9-d92bf58cf5ca
2026-06-14T12:55:42.1556610Z	2026-06-14T12:55:43.3447910Z	2026-06-14T12:59:00.0000000Z	2026-06-14T12:59:04.2031100Z	2026-06-14T13:00:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	198	120	60	2026-06-14T12:59:00.0000000+00:00	2026-06-14T12:59:00.0000000+00:00	2026-06-14T13:00:00.0000000+00:00	0.69	0.7	0.01	1396	42155.6619	60	197.844339	4.20311	{"canceled": [], "not_canceled": {"0xe1c2f0cdea0f2666d76ae13f1c93dd2823abc4da856abb7afd6321be2d0c2fc1": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781441700	0xe1c2f0cdea0f2666d76ae13f1c93dd2823abc4da856abb7afd6321be2d0c2fc1	40bb3a1c-1a5a-4ebb-929b-d3f92623bdae
2026-06-14T13:05:04.8401190Z	2026-06-14T13:05:06.4665240Z	2026-06-14T13:09:00.0000000Z	2026-06-14T13:09:04.5513810Z	2026-06-14T13:10:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	236	120	60	2026-06-14T13:09:00.0000000+00:00	2026-06-14T13:09:00.0000000+00:00	2026-06-14T13:10:00.0000000+00:00	0.6	0.61	0.01	6	4840.1199	60	235.159881	4.551381	{"canceled": [], "not_canceled": {"0x6d8a8b6c99c253093d795abc99a7b6af8f210ff9817f522a131b54d976d42a26": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781442300	0x6d8a8b6c99c253093d795abc99a7b6af8f210ff9817f522a131b54d976d42a26	3a44a2d1-a288-4759-a04d-ca2e2fc7401b
2026-06-14T13:55:01.2006570Z	2026-06-14T13:55:02.9725970Z	2026-06-14T13:59:00.0000000Z	2026-06-14T13:59:02.9939220Z	2026-06-14T14:00:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	239	120	60	2026-06-14T13:59:00.0000000+00:00	2026-06-14T13:59:00.0000000+00:00	2026-06-14T14:00:00.0000000+00:00	0.59	0.6	0.01	0	1200.657	60	238.799343	2.993922	{"canceled": [], "not_canceled": {"0xfe4c5df1015ac2f15ef7b3a9769dca8d7895b56dc3b69e0b3018b413de669738": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781445300	0xfe4c5df1015ac2f15ef7b3a9769dca8d7895b56dc3b69e0b3018b413de669738	08a51133-d4c5-4783-9b95-1d0d0b44479a
2026-06-14T15:35:01.8643510Z	2026-06-14T15:35:04.0759290Z	2026-06-14T15:39:00.0000000Z	2026-06-14T15:39:03.4453790Z	2026-06-14T15:40:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	239	120	60	2026-06-14T15:39:00.0000000+00:00	2026-06-14T15:39:00.0000000+00:00	2026-06-14T15:40:00.0000000+00:00	0.54	0.57	0.03	9	1864.351	60	238.135649	3.445379	{"canceled": [], "not_canceled": {"0xb7250b9145abef7dfa8d7e1da4c6a1de54c306dbb59a3d86c635c3a2aed0b180": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781451300	0xb7250b9145abef7dfa8d7e1da4c6a1de54c306dbb59a3d86c635c3a2aed0b180	c789ed50-5df0-4c06-b5cd-adae3b58aaa3
2026-06-14T16:05:00.2938550Z	2026-06-14T16:05:01.9822500Z	2026-06-14T16:09:00.0000000Z	2026-06-14T16:09:06.3621960Z	2026-06-14T16:10:00.0000000Z	CancelFailed	live	order can't be found - already canceled or matched	GTD	False	0.5	6	0	6		0	0	simple_up_instant	240	120	60	2026-06-14T16:09:00.0000000+00:00	2026-06-14T16:09:00.0000000+00:00	2026-06-14T16:10:00.0000000+00:00	0.5	0.52	0.02	0	293.8555	60	239.706145	6.362196	{"canceled": [], "not_canceled": {"0x6470c12f8e2336e528ed08533224a52c204c5ee4c3b20418123d2c71d4c92c09": "order can't be found - already canceled or matched"}}	btc-updown-5m-1781453100	0x6470c12f8e2336e528ed08533224a52c204c5ee4c3b20418123d2c71d4c92c09	3fc24882-1b3b-40c0-96f8-ae2bf30f8833
