asset,strategy_name,trigger_side,target_outcome,threshold,markets_evaluated,betting_episodes,entries,settled_entries,flat_entries,wins,losses,win_rate_pct,total_stake_units,settled_stake_units,pnl_units,roi_pct,avg_stake_units,max_multiplier,capped_entries,max_drawdown_units,active_days,positive_days,negative_days,flat_days,first_entry_utc,last_entry_utc
"BTC","BTC Up or Down 5m 17 Diff Up Progress","Up","Down",17,52230,183,2635,2630,5,1304,1326,49.58174905,15024,14994,-48,-0.32012805,5.70170778,10,648,444,44,34,10,0,"2025-12-30T07:40:00.0000000+00:00","2026-06-21T23:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 13 Diff Up Progress","Up","Down",13,52230,321,4528,4518,10,2256,2262,49.93359894,26363,26305,-49,-0.18627637,5.82221731,10,1087,554,60,44,16,0,"2025-12-30T06:20:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 16 Diff Up Progress","Up","Down",16,52230,209,3002,2996,6,1487,1509,49.63284379,17293,17258,-58,-0.33607602,5.760493,10,733,465,49,37,12,0,"2025-12-30T06:45:00.0000000+00:00","2026-06-25T09:45:00.0000000+00:00"
"BTC","BTC Up or Down 5m 11 Diff Up Progress","Up","Down",11,52230,401,5926,5911,15,2952,2959,49.94078836,34742,34662,-66,-0.19041025,5.86263922,10,1475,593,72,54,17,1,"2025-12-29T04:40:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 1 Diff Down Progress","Down","Up",1,52230,1272,22601,22555,46,11420,11135,50.63178896,140905,140669,2167,1.54049577,6.23445865,10,6510,732,166,129,37,0,"2025-12-29T00:20:00.0000000+00:00","2026-06-28T03:40:00.0000000+00:00"
"ETH","ETH Up or Down 5m 2 Diff Down Progress","Down","Up",2,52230,1126,20276,20238,38,10231,10007,50.55341437,124814,124617,2039,1.63621336,6.15575064,10,5624,667,159,124,35,0,"2025-12-31T00:15:00.0000000+00:00","2026-06-28T01:15:00.0000000+00:00"
"ETH","ETH Up or Down 5m 1 Diff Up Progress","Up","Down",1,52230,1385,21321,21259,62,10829,10430,50.93842608,125356,124997,2027,1.62163892,5.87946156,10,5328,954,166,131,34,1,"2025-12-29T00:40:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 3 Diff Down Progress","Down","Up",3,52230,1059,18161,18129,32,9185,8944,50.6646809,110162,109996,1960,1.78188298,6.0658554,10,4825,585,155,123,32,0,"2025-12-31T00:20:00.0000000+00:00","2026-06-28T01:10:00.0000000+00:00"
"ETH","ETH Up or Down 5m 4 Diff Down Progress","Down","Up",4,52230,1042,16130,16102,28,8202,7900,50.93777171,96826,96686,1864,1.92789028,6.00285183,10,4132,498,144,113,30,1,"2025-12-31T00:55:00.0000000+00:00","2026-06-28T01:05:00.0000000+00:00"
"ETH","ETH Up or Down 5m 2 Diff Up Progress","Up","Down",2,52230,1305,18705,18646,59,9522,9124,51.06725303,109363,109055,1703,1.56159736,5.84672547,10,4584,910,157,123,33,1,"2025-12-29T01:45:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 5 Diff Down Progress","Down","Up",5,52230,922,14225,14202,23,7230,6972,50.90832277,84828,84711,1673,1.97495012,5.96330404,10,3505,463,133,104,29,0,"2025-12-31T01:00:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 6 Diff Down Progress","Down","Up",6,52230,778,12577,12561,16,6371,6190,50.72048404,74108,74009,1561,2.10920293,5.89234317,10,2945,429,117,92,23,2,"2025-12-31T01:05:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 7 Diff Down Progress","Down","Up",7,52230,724,11130,11114,16,5649,5465,50.82778478,64476,64390,1486,2.30781177,5.79299191,10,2468,392,103,81,22,0,"2025-12-31T01:10:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 8 Diff Down Progress","Down","Up",8,52230,670,9786,9772,14,4979,4793,50.95169873,55814,55741,1421,2.54929047,5.70345391,10,2059,368,97,78,18,1,"2025-12-31T02:25:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 3 Diff Up Progress","Up","Down",3,52230,1117,16344,16296,48,8292,8004,50.88365243,95242,94983,1331,1.40130339,5.82733725,10,3977,857,147,115,32,0,"2025-12-29T01:50:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 9 Diff Down Progress","Down","Up",9,52230,615,8549,8536,13,4359,4177,51.0660731,48087,48027,1319,2.74637183,5.62486841,10,1720,341,87,70,16,1,"2025-12-31T02:30:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 10 Diff Down Progress","Down","Up",10,52230,509,7470,7460,10,3792,3668,50.8310992,41258,41211,1227,2.97736041,5.5231593,10,1411,314,78,63,15,0,"2025-12-31T03:25:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 11 Diff Down Progress","Down","Up",11,52230,494,6510,6503,7,3330,3173,51.20713517,35199,35162,1190,3.38433536,5.40691244,10,1141,290,74,61,13,0,"2025-12-31T03:30:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 12 Diff Down Progress","Down","Up",12,52230,437,5624,5617,7,2881,2736,51.29072459,29830,29800,1106,3.7114094,5.30405405,10,921,272,69,58,11,0,"2025-12-31T03:35:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 4 Diff Up Progress","Up","Down",4,52230,997,14293,14252,41,7246,7006,50.84198709,82875,82656,1060,1.28242354,5.79829287,10,3476,810,138,107,31,0,"2025-12-29T02:05:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 13 Diff Down Progress","Down","Up",13,52230,396,4825,4819,6,2482,2337,51.50446151,25127,25104,1018,4.05513066,5.20766839,10,769,264,65,56,9,0,"2025-12-31T03:40:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 14 Diff Down Progress","Down","Up",14,52230,329,4132,4127,5,2119,2008,51.34480252,21071,21054,892,4.23672461,5.09946757,10,670,259,64,55,9,0,"2025-12-31T04:55:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 5 Diff Up Progress","Up","Down",5,52230,829,12532,12493,39,6318,6175,50.5723205,72058,71872,812,1.12978629,5.7499202,10,3052,757,124,94,29,1,"2025-12-29T02:10:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 15 Diff Down Progress","Down","Up",15,52230,327,3505,3500,5,1823,1677,52.08571429,17609,17597,799,4.54054668,5.02396576,10,585,252,59,50,9,0,"2025-12-31T05:00:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 16 Diff Down Progress","Down","Up",16,52230,257,2945,2942,3,1524,1418,51.80149558,14689,14682,670,4.56341098,4.98777589,10,506,244,51,45,6,0,"2025-12-31T15:25:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 6 Diff Up Progress","Up","Down",6,52230,771,10985,10952,33,5552,5400,50.69393718,62578,62424,668,1.07010124,5.69667729,10,2698,697,115,87,28,0,"2025-12-29T02:15:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 17 Diff Down Progress","Down","Up",17,52230,243,2468,2465,3,1292,1173,52.4137931,12250,12246,586,4.785236,4.96353323,10,417,220,48,42,6,0,"2025-12-31T20:45:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 18 Diff Down Progress","Down","Up",18,52230,185,2059,2058,1,1071,987,52.04081633,10199,10198,500,4.90292214,4.95337542,10,320,204,44,40,4,0,"2025-12-31T20:50:00.0000000+00:00","2026-06-25T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 7 Diff Up Progress","Up","Down",7,52230,682,9581,9552,29,4837,4715,50.63860972,54291,54163,497,0.91760058,5.6665275,10,2426,648,101,74,27,0,"2025-12-29T03:10:00.0000000+00:00","2026-06-28T08:00:00.0000000+00:00"
"ETH","ETH Up or Down 5m 21 Diff Up Progress","Up","Down",21,52230,110,1577,1572,5,804,768,51.14503817,8144,8107,493,6.08116443,5.16423589,10,124,160,24,21,3,0,"2025-12-30T09:55:00.0000000+00:00","2026-06-27T17:20:00.0000000+00:00"
"ETH","ETH Up or Down 5m 22 Diff Up Progress","Up","Down",22,52230,107,1373,1368,5,709,659,51.82748538,6691,6659,481,7.2233068,4.87327021,10,83,124,21,18,3,0,"2025-12-30T10:00:00.0000000+00:00","2026-05-23T23:50:00.0000000+00:00"
"ETH","ETH Up or Down 5m 20 Diff Up Progress","Up","Down",20,52230,106,1776,1771,5,892,879,50.36702428,9722,9680,462,4.77272727,5.4740991,10,198,200,24,20,4,0,"2025-12-30T08:20:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 19 Diff Down Progress","Down","Up",19,52230,169,1720,1720,0,905,815,52.61627907,8460,8460,452,5.3427896,4.91860465,10,229,185,36,33,3,0,"2026-01-07T08:50:00.0000000+00:00","2026-06-25T21:00:00.0000000+00:00"
"ETH","ETH Up or Down 5m 23 Diff Up Progress","Up","Down",23,52230,101,1173,1168,5,613,555,52.48287671,5401,5374,444,8.26200223,4.60443308,10,58,95,18,16,2,0,"2025-12-30T12:05:00.0000000+00:00","2026-05-23T23:35:00.0000000+00:00"
"ETH","ETH Up or Down 5m 19 Diff Up Progress","Up","Down",19,52230,111,1973,1968,5,983,985,49.94918699,11386,11340,404,3.56261023,5.77090725,10,309,245,26,20,5,1,"2025-12-30T08:15:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 24 Diff Up Progress","Up","Down",24,52230,83,996,991,5,520,471,52.47225025,4286,4264,396,9.28705441,4.30321285,10,38,83,17,16,1,0,"2025-12-30T12:20:00.0000000+00:00","2026-05-23T23:20:00.0000000+00:00"
"ETH","ETH Up or Down 5m 20 Diff Down Progress","Down","Up",20,52230,152,1411,1411,0,749,662,53.08291991,6969,6969,395,5.6679581,4.93905032,10,144,170,33,31,2,0,"2026-01-07T09:05:00.0000000+00:00","2026-06-25T20:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 25 Diff Up Progress","Up","Down",25,52230,80,838,833,5,443,390,53.18127251,3328,3311,357,10.78224101,3.97136038,10,23,77,16,16,0,0,"2025-12-30T12:25:00.0000000+00:00","2026-05-23T22:05:00.0000000+00:00"
"ETH","ETH Up or Down 5m 21 Diff Down Progress","Down","Up",21,52230,126,1141,1141,0,607,534,53.19894829,5702,5702,344,6.03297089,4.99737073,10,87,144,27,25,2,0,"2026-01-07T09:10:00.0000000+00:00","2026-06-24T19:30:00.0000000+00:00"
"ETH","ETH Up or Down 5m 18 Diff Up Progress","Up","Down",18,52230,128,2190,2185,5,1088,1097,49.79405034,13142,13092,344,2.62755881,6.00091324,10,434,269,33,26,7,0,"2025-12-30T08:10:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 8 Diff Up Progress","Up","Down",8,52230,663,8277,8258,19,4208,4050,50.9566481,47136,47030,344,0.73144801,5.69481696,10,2190,605,95,69,26,0,"2025-12-29T03:15:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 26 Diff Up Progress","Up","Down",26,52230,74,688,683,5,368,315,53.87994143,2513,2501,309,12.35505798,3.65261628,10,11,70,14,14,0,0,"2025-12-30T13:20:00.0000000+00:00","2026-05-23T21:20:00.0000000+00:00"
"ETH","ETH Up or Down 5m 22 Diff Down Progress","Down","Up",22,52230,102,921,921,0,489,432,53.09446254,4648,4648,280,6.02409639,5.04668838,10,67,123,23,22,1,0,"2026-01-07T09:15:00.0000000+00:00","2026-06-24T19:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 17 Diff Up Progress","Up","Down",17,52230,130,2426,2419,7,1194,1225,49.35923936,15010,14958,270,1.80505415,6.18713932,10,558,302,34,24,10,0,"2025-12-30T07:55:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 27 Diff Up Progress","Up","Down",27,52230,60,558,553,5,298,255,53.88788427,1836,1829,263,14.37944232,3.29032258,10,3,60,13,13,0,0,"2025-12-30T13:25:00.0000000+00:00","2026-05-23T21:15:00.0000000+00:00"
"ETH","ETH Up or Down 5m 23 Diff Down Progress","Down","Up",23,52230,57,769,769,0,394,375,51.23537061,3794,3794,226,5.95677385,4.9336801,10,56,106,18,17,1,0,"2026-01-07T09:20:00.0000000+00:00","2026-06-24T19:20:00.0000000+00:00"
"ETH","ETH Up or Down 5m 28 Diff Up Progress","Up","Down",28,52230,64,434,433,1,242,191,55.8891455,1281,1279,221,17.27912432,2.9516129,10,1,51,10,10,0,0,"2025-12-30T13:30:00.0000000+00:00","2026-05-23T21:10:00.0000000+00:00"
"ETH","ETH Up or Down 5m 24 Diff Down Progress","Down","Up",24,52230,48,670,670,0,344,326,51.34328358,3081,3081,209,6.78351185,4.59850746,10,45,90,16,15,1,0,"2026-01-07T09:25:00.0000000+00:00","2026-06-24T19:15:00.0000000+00:00"
"ETH","ETH Up or Down 5m 16 Diff Up Progress","Up","Down",16,52230,167,2698,2691,7,1336,1355,49.64697139,17020,16966,198,1.16703996,6.30837658,10,688,319,42,30,12,0,"2025-12-30T07:50:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 25 Diff Down Progress","Down","Up",25,52230,42,585,585,0,301,284,51.45299145,2456,2456,196,7.98045603,4.1982906,10,31,80,12,11,1,0,"2026-01-07T09:40:00.0000000+00:00","2026-06-23T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 26 Diff Down Progress","Down","Up",26,52230,42,506,506,0,264,242,52.17391304,1902,1902,186,9.77917981,3.75889328,10,16,70,11,10,1,0,"2026-01-07T09:45:00.0000000+00:00","2026-06-23T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 9 Diff Up Progress","Up","Down",9,52230,526,7132,7116,16,3594,3522,50.50590219,41049,40957,177,0.43216056,5.75560852,10,1973,565,89,63,24,2,"2025-12-29T03:40:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 27 Diff Down Progress","Down","Up",27,52230,50,417,417,0,225,192,53.95683453,1412,1412,172,12.18130312,3.38609113,10,5,60,8,7,1,0,"2026-01-07T09:50:00.0000000+00:00","2026-06-23T23:40:00.0000000+00:00"
"ETH","ETH Up or Down 5m 29 Diff Up Progress","Up","Down",29,52230,64,309,308,1,182,126,59.09090909,848,847,171,20.18890201,2.74433657,10,0,41,9,9,0,0,"2025-12-30T13:45:00.0000000+00:00","2026-04-17T22:50:00.0000000+00:00"
"ETH","ETH Up or Down 5m 15 Diff Up Progress","Up","Down",15,52230,214,3052,3045,7,1522,1523,49.98357964,19234,19178,144,0.75086036,6.30209699,10,838,335,49,36,13,0,"2025-12-29T04:40:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 28 Diff Down Progress","Down","Up",28,52230,50,320,320,0,178,142,55.625,1000,1000,142,14.2,3.125,10,1,50,8,7,1,0,"2026-01-07T09:55:00.0000000+00:00","2026-06-23T23:15:00.0000000+00:00"
"ETH","ETH Up or Down 5m 30 Diff Up Progress","Up","Down",30,52230,48,198,198,0,121,77,61.11111111,539,539,115,21.33580705,2.72222222,9,0,33,7,7,0,0,"2025-12-30T13:50:00.0000000+00:00","2026-04-17T22:35:00.0000000+00:00"
"ETH","ETH Up or Down 5m 29 Diff Down Progress","Down","Up",29,52230,43,229,229,0,131,98,57.20524017,681,681,107,15.71218796,2.97379913,10,0,40,6,5,1,0,"2026-01-07T10:00:00.0000000+00:00","2026-06-23T20:50:00.0000000+00:00"
"ETH","ETH Up or Down 5m 10 Diff Up Progress","Up","Down",10,52230,461,6186,6173,13,3114,3059,50.44548842,35890,35809,103,0.28763719,5.80181054,10,1776,501,79,57,22,0,"2025-12-29T03:45:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 14 Diff Up Progress","Up","Down",14,52230,237,3476,3468,8,1730,1738,49.88465975,21714,21655,87,0.40175479,6.24683544,10,996,354,53,39,13,1,"2025-12-29T04:35:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 30 Diff Down Progress","Down","Up",30,52230,44,144,144,0,90,54,62.5,452,452,74,16.37168142,3.13888889,9,0,31,5,4,0,1,"2026-01-07T15:15:00.0000000+00:00","2026-06-23T19:45:00.0000000+00:00"
"ETH","ETH Up or Down 5m 31 Diff Up Progress","Up","Down",31,52230,27,124,124,0,74,50,59.67741935,341,341,71,20.82111437,2.75,8,0,25,6,6,0,0,"2026-01-11T16:30:00.0000000+00:00","2026-04-17T20:05:00.0000000+00:00"
"ETH","ETH Up or Down 5m 11 Diff Up Progress","Up","Down",11,52230,436,5328,5317,11,2696,2621,50.70528494,31480,31407,61,0.19422422,5.90840841,10,1577,436,70,49,21,0,"2025-12-29T03:50:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 32 Diff Up Progress","Up","Down",32,52230,15,83,83,0,48,35,57.8313253,217,217,47,21.65898618,2.61445783,7,0,19,4,4,0,0,"2026-01-11T16:35:00.0000000+00:00","2026-04-17T19:50:00.0000000+00:00"
"ETH","ETH Up or Down 5m 13 Diff Up Progress","Up","Down",13,52230,294,3977,3969,8,1993,1976,50.21415974,24518,24456,46,0.1880929,6.16494845,10,1173,371,59,43,16,0,"2025-12-29T04:20:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 31 Diff Down Progress","Down","Up",31,52230,15,87,87,0,48,39,55.17241379,308,308,38,12.33766234,3.54022989,8,0,25,4,3,0,1,"2026-01-07T15:20:00.0000000+00:00","2026-06-05T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 33 Diff Up Progress","Up","Down",33,52230,11,58,58,0,34,24,58.62068966,134,134,34,25.37313433,2.31034483,6,0,13,3,3,0,0,"2026-01-11T16:40:00.0000000+00:00","2026-04-17T19:45:00.0000000+00:00"
"ETH","ETH Up or Down 5m 32 Diff Down Progress","Down","Up",32,52230,7,67,67,0,35,32,52.23880597,221,221,29,13.12217195,3.29850746,7,0,19,4,4,0,0,"2026-01-07T18:05:00.0000000+00:00","2026-06-05T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 33 Diff Down Progress","Down","Up",33,52230,5,56,56,0,29,27,51.78571429,154,154,26,16.88311688,2.75,6,0,14,3,3,0,0,"2026-01-07T18:20:00.0000000+00:00","2026-06-05T23:50:00.0000000+00:00"
"ETH","ETH Up or Down 5m 34 Diff Up Progress","Up","Down",34,52230,10,38,38,0,24,14,63.15789474,76,76,24,31.57894737,2,5,0,9,2,2,0,0,"2026-01-11T18:55:00.0000000+00:00","2026-01-17T17:45:00.0000000+00:00"
"ETH","ETH Up or Down 5m 34 Diff Down Progress","Down","Up",34,52230,7,45,45,0,25,20,55.55555556,98,98,24,24.48979592,2.17777778,5,0,10,3,3,0,0,"2026-01-07T18:25:00.0000000+00:00","2026-06-05T23:45:00.0000000+00:00"
"ETH","ETH Up or Down 5m 12 Diff Up Progress","Up","Down",12,52230,345,4584,4574,10,2300,2274,50.28421513,27729,27662,22,0.07953149,6.04908377,10,1373,391,65,48,17,0,"2025-12-29T04:15:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 35 Diff Down Progress","Down","Up",35,52230,8,31,31,0,19,12,61.29032258,53,53,19,35.8490566,1.70967742,4,0,6,3,3,0,0,"2026-01-07T19:00:00.0000000+00:00","2026-06-05T23:40:00.0000000+00:00"
"ETH","ETH Up or Down 5m 35 Diff Up Progress","Up","Down",35,52230,5,23,23,0,14,9,60.86956522,38,38,14,36.84210526,1.65217391,4,0,6,2,2,0,0,"2026-01-11T21:20:00.0000000+00:00","2026-01-17T17:40:00.0000000+00:00"
"ETH","ETH Up or Down 5m 36 Diff Down Progress","Down","Up",36,52230,8,16,16,0,12,4,75,22,22,12,54.54545455,1.375,3,0,3,3,3,0,0,"2026-01-07T19:15:00.0000000+00:00","2026-06-05T23:35:00.0000000+00:00"
"ETH","ETH Up or Down 5m 36 Diff Up Progress","Up","Down",36,52230,7,11,11,0,9,2,81.81818182,15,15,9,60,1.36363636,3,0,3,1,1,0,0,"2026-01-11T21:25:00.0000000+00:00","2026-01-11T22:45:00.0000000+00:00"
"ETH","ETH Up or Down 5m 37 Diff Down Progress","Down","Up",37,52230,3,5,5,0,4,1,80,6,6,4,66.66666667,1.2,2,0,1,2,2,0,0,"2026-01-07T19:20:00.0000000+00:00","2026-06-02T23:40:00.0000000+00:00"
"ETH","ETH Up or Down 5m 37 Diff Up Progress","Up","Down",37,52230,1,3,3,0,2,1,66.66666667,4,4,2,50,1.33333333,2,0,1,1,1,0,0,"2026-01-11T21:50:00.0000000+00:00","2026-01-11T22:00:00.0000000+00:00"
"ETH","ETH Up or Down 5m 38 Diff Up Progress","Up","Down",38,52230,1,1,1,0,1,0,100,1,1,1,100,1,1,0,0,1,1,0,0,"2026-01-11T21:55:00.0000000+00:00","2026-01-11T21:55:00.0000000+00:00"
"ETH","ETH Up or Down 5m 38 Diff Down Progress","Down","Up",38,52230,1,1,1,0,1,0,100,1,1,1,100,1,1,0,0,1,1,0,0,"2026-01-07T19:25:00.0000000+00:00","2026-01-07T19:25:00.0000000+00:00"
"ETH","ETH Up or Down 5m 39 Diff Up Progress","Up","Down",39,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 39 Diff Down Progress","Down","Up",39,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 40 Diff Up Progress","Up","Down",40,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 40 Diff Down Progress","Down","Up",40,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 41 Diff Up Progress","Up","Down",41,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 41 Diff Down Progress","Down","Up",41,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 42 Diff Up Progress","Up","Down",42,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 42 Diff Down Progress","Down","Up",42,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 43 Diff Up Progress","Up","Down",43,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 43 Diff Down Progress","Down","Up",43,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 44 Diff Up Progress","Up","Down",44,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 44 Diff Down Progress","Down","Up",44,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 45 Diff Up Progress","Up","Down",45,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 45 Diff Down Progress","Down","Up",45,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 46 Diff Up Progress","Up","Down",46,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 46 Diff Down Progress","Down","Up",46,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 47 Diff Up Progress","Up","Down",47,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 47 Diff Down Progress","Down","Up",47,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 48 Diff Up Progress","Up","Down",48,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 48 Diff Down Progress","Down","Up",48,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 49 Diff Up Progress","Up","Down",49,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 49 Diff Down Progress","Down","Up",49,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 50 Diff Up Progress","Up","Down",50,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 50 Diff Down Progress","Down","Up",50,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"SOL","SOL Up or Down 5m 1 Diff Down Progress","Down","Up",1,52230,1286,23600,22728,872,11528,11200,50.72157691,143110,137952,2834,2.05433774,6.06398305,10,6135,598,168,133,34,1,"2025-12-29T01:30:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"SOL","SOL Up or Down 5m 2 Diff Down Progress","Down","Up",2,52230,1222,21086,20303,783,10326,9977,50.85947889,125645,121135,2651,2.18846741,5.95869297,10,5226,542,157,130,27,0,"2025-12-29T02:25:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"SOL","SOL Up or Down 5m 3 Diff Down Progress","Down","Up",3,52230,1120,18723,18039,684,9187,8852,50.92854371,109785,105865,2463,2.32654796,5.86364365,10,4402,501,148,124,24,0,"2025-12-29T03:00:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"SOL","SOL Up or Down 5m 1 Diff Up Progress","Up","Down",1,52230,1177,20771,19993,778,10131,9862,50.67273546,125582,121297,2289,1.88710356,6.04602571,10,5223,518,163,129,33,1,"2025-12-29T00:30:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"SOL","SOL Up or Down 5m 4 Diff Down Progress","Down","Up",4,52230,1073,16522,15916,606,8140,7776,51.14350339,95464,92078,2248,2.44140837,5.77799298,10,3736,474,136,112,24,0,"2025-12-29T12:20:00.0000000+00:00","2026-06-27T23:55:00.0000000+00:00"
"SOL","SOL Up or Down 5m 2 Diff Up Progress","Up","Down",2,52230,1049,18529,17847,682,9037,8810,50.63596123,110034,106358,2198,2.06660524,5.93847482,10,4383,489,156,125,31,0,"2025-12-29T00:35:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
