"Asset","StrategyName","Side","N","TriggerCondition","BetOutcome","Price","StakeUsd","Bets","Wins","Losses","WinRatePct","PnlUsd","RoiPct","FirstBetUtc","LastBetUtc","MaxConsecutiveWins","MaxConsecutiveLosses"
"SOL","SOL Up 54 Diff","Up","54","Diff >= 54","Down","0.5","1","12630","6360","6270","50.3563","90","0.7126","2026-04-13T19:55:00Z","2026-06-03T11:15:00Z","14","11"
"SOL","SOL Up 55 Diff","Up","55","Diff >= 55","Down","0.5","1","12454","6270","6184","50.3453","86","0.6905","2026-04-13T21:40:00Z","2026-06-03T11:00:00Z","14","11"
"SOL","SOL Up 56 Diff","Up","56","Diff >= 56","Down","0.5","1","12296","6184","6112","50.2928","72","0.5856","2026-04-13T22:15:00Z","2026-06-02T22:35:00Z","14","11"
"SOL","SOL Up 57 Diff","Up","57","Diff >= 57","Down","0.5","1","12151","6112","6039","50.3004","73","0.6008","2026-04-13T22:20:00Z","2026-06-02T22:30:00Z","14","11"
"SOL","SOL Up 58 Diff","Up","58","Diff >= 58","Down","0.5","1","12002","6039","5963","50.3166","76","0.6332","2026-04-13T22:25:00Z","2026-06-02T22:25:00Z","14","11"
"SOL","SOL Up 59 Diff","Up","59","Diff >= 59","Down","0.5","1","11863","5963","5900","50.2655","63","0.5311","2026-04-13T22:50:00Z","2026-06-02T22:10:00Z","14","11"
"SOL","SOL Up 60 Diff","Up","60","Diff >= 60","Down","0.5","1","11717","5900","5817","50.3542","83","0.7084","2026-04-13T22:55:00Z","2026-06-02T22:05:00Z","14","11"
"SOL","SOL Up 61 Diff","Up","61","Diff >= 61","Down","0.5","1","11543","5817","5726","50.3942","91","0.7884","2026-04-13T23:30:00Z","2026-06-02T22:00:00Z","14","11"
"SOL","SOL Up 62 Diff","Up","62","Diff >= 62","Down","0.5","1","11339","5726","5613","50.4983","113","0.9966","2026-04-16T18:45:00Z","2026-06-02T21:45:00Z","14","11"
"SOL","SOL Up 63 Diff","Up","63","Diff >= 63","Down","0.5","1","11094","5613","5481","50.5949","132","1.1898","2026-04-16T18:50:00Z","2026-06-02T18:10:00Z","14","11"
"SOL","SOL Up 64 Diff","Up","64","Diff >= 64","Down","0.5","1","10840","5481","5359","50.5627","122","1.1255","2026-04-16T18:55:00Z","2026-06-02T18:05:00Z","14","10"
"SOL","SOL Up 65 Diff","Up","65","Diff >= 65","Down","0.5","1","10603","5359","5244","50.5423","115","1.0846","2026-04-16T19:00:00Z","2026-06-02T17:40:00Z","15","10"
"SOL","SOL Up 66 Diff","Up","66","Diff >= 66","Down","0.5","1","10399","5244","5155","50.4279","89","0.8559","2026-04-16T19:25:00Z","2026-06-02T17:25:00Z","14","10"
"SOL","SOL Up 67 Diff","Up","67","Diff >= 67","Down","0.5","1","10208","5155","5053","50.4996","102","0.9992","2026-04-16T19:40:00Z","2026-06-02T16:30:00Z","14","10"
"SOL","SOL Up 68 Diff","Up","68","Diff >= 68","Down","0.5","1","10014","5053","4961","50.4594","92","0.9187","2026-04-16T19:45:00Z","2026-06-02T14:15:00Z","14","10"
"SOL","SOL Up 69 Diff","Up","69","Diff >= 69","Down","0.5","1","9828","4961","4867","50.4782","94","0.9565","2026-04-16T19:50:00Z","2026-06-02T14:00:00Z","14","10"
"SOL","SOL Up 70 Diff","Up","70","Diff >= 70","Down","0.5","1","9642","4867","4775","50.4771","92","0.9542","2026-04-16T19:55:00Z","2026-06-02T13:45:00Z","14","10"
"SOL","SOL Up 71 Diff","Up","71","Diff >= 71","Down","0.5","1","9451","4775","4676","50.5238","99","1.0475","2026-04-16T20:00:00Z","2026-06-02T13:30:00Z","14","10"
"SOL","SOL Up 72 Diff","Up","72","Diff >= 72","Down","0.5","1","9251","4676","4575","50.5459","101","1.0918","2026-04-16T20:05:00Z","2026-06-02T13:25:00Z","14","10"
"SOL","SOL Up 73 Diff","Up","73","Diff >= 73","Down","0.5","1","9053","4575","4478","50.5357","97","1.0715","2026-04-17T13:20:00Z","2026-06-02T11:10:00Z","14","10"
"SOL","SOL Up 74 Diff","Up","74","Diff >= 74","Down","0.5","1","8856","4478","4378","50.5646","100","1.1292","2026-04-17T13:25:00Z","2026-06-02T11:05:00Z","14","10"
"SOL","SOL Up 75 Diff","Up","75","Diff >= 75","Down","0.5","1","8655","4378","4277","50.5835","101","1.167","2026-04-17T14:00:00Z","2026-06-02T11:00:00Z","14","10"
"SOL","SOL Up 76 Diff","Up","76","Diff >= 76","Down","0.5","1","8457","4277","4180","50.5735","97","1.147","2026-04-17T16:25:00Z","2026-06-02T05:15:00Z","14","10"
"SOL","SOL Up 77 Diff","Up","77","Diff >= 77","Down","0.5","1","8253","4180","4073","50.6482","107","1.2965","2026-04-17T16:30:00Z","2026-06-02T04:50:00Z","14","10"
"SOL","SOL Up 78 Diff","Up","78","Diff >= 78","Down","0.5","1","8080","4073","4007","50.4084","66","0.8168","2026-04-17T19:45:00Z","2026-06-02T04:45:00Z","14","10"
"SOL","SOL Up 79 Diff","Up","79","Diff >= 79","Down","0.5","1","7956","4007","3949","50.3645","58","0.729","2026-04-23T11:30:00Z","2026-06-02T04:40:00Z","14","10"
"SOL","SOL Up 80 Diff","Up","80","Diff >= 80","Down","0.5","1","7838","3949","3889","50.3828","60","0.7655","2026-04-23T11:45:00Z","2026-06-02T03:55:00Z","14","10"
"SOL","SOL Up 81 Diff","Up","81","Diff >= 81","Down","0.5","1","7724","3889","3835","50.3496","54","0.6991","2026-04-23T11:50:00Z","2026-06-02T01:30:00Z","14","10"
"SOL","SOL Up 82 Diff","Up","82","Diff >= 82","Down","0.5","1","7595","3835","3760","50.4937","75","0.9875","2026-04-23T11:55:00Z","2026-06-02T01:25:00Z","14","10"
"SOL","SOL Up 83 Diff","Up","83","Diff >= 83","Down","0.5","1","7446","3760","3686","50.4969","74","0.9938","2026-04-23T12:20:00Z","2026-06-02T01:00:00Z","14","10"
"SOL","SOL Up 84 Diff","Up","84","Diff >= 84","Down","0.5","1","7273","3686","3587","50.6806","99","1.3612","2026-04-23T14:55:00Z","2026-06-02T00:55:00Z","14","10"
"SOL","SOL Up 85 Diff","Up","85","Diff >= 85","Down","0.5","1","7079","3587","3492","50.671","95","1.342","2026-04-23T15:40:00Z","2026-06-02T00:40:00Z","15","10"
"SOL","SOL Up 86 Diff","Up","86","Diff >= 86","Down","0.5","1","6878","3492","3386","50.7706","106","1.5411","2026-04-23T15:45:00Z","2026-06-02T00:35:00Z","13","10"
"SOL","SOL Up 87 Diff","Up","87","Diff >= 87","Down","0.5","1","6654","3386","3268","50.8867","118","1.7734","2026-04-23T15:50:00Z","2026-06-02T00:20:00Z","11","10"
"SOL","SOL Up 88 Diff","Up","88","Diff >= 88","Down","0.5","1","6441","3268","3173","50.7375","95","1.4749","2026-04-23T21:35:00Z","2026-06-02T00:15:00Z","14","10"
"SOL","SOL Up 89 Diff","Up","89","Diff >= 89","Down","0.5","1","6266","3173","3093","50.6384","80","1.2767","2026-04-23T21:40:00Z","2026-06-02T00:00:00Z","10","10"
"SOL","SOL Up 90 Diff","Up","90","Diff >= 90","Down","0.5","1","6122","3093","3029","50.5227","64","1.0454","2026-04-23T21:45:00Z","2026-06-01T23:45:00Z","13","10"
"SOL","SOL Up 91 Diff","Up","91","Diff >= 91","Down","0.5","1","5996","3029","2967","50.517","62","1.034","2026-04-23T21:50:00Z","2026-06-01T23:40:00Z","9","10"
"SOL","SOL Up 92 Diff","Up","92","Diff >= 92","Down","0.5","1","5874","2967","2907","50.5107","60","1.0215","2026-04-23T21:55:00Z","2026-06-01T18:35:00Z","9","10"
"SOL","SOL Up 93 Diff","Up","93","Diff >= 93","Down","0.5","1","5749","2907","2842","50.5653","65","1.1306","2026-04-23T22:20:00Z","2026-06-01T17:50:00Z","9","10"
"SOL","SOL Up 94 Diff","Up","94","Diff >= 94","Down","0.5","1","5632","2842","2790","50.4616","52","0.9233","2026-04-23T22:45:00Z","2026-06-01T17:45:00Z","10","10"
"SOL","SOL Up 95 Diff","Up","95","Diff >= 95","Down","0.5","1","5520","2790","2730","50.5435","60","1.087","2026-04-24T00:40:00Z","2026-06-01T11:30:00Z","11","10"
"SOL","SOL Up 96 Diff","Up","96","Diff >= 96","Down","0.5","1","5398","2730","2668","50.5743","62","1.1486","2026-04-24T03:55:00Z","2026-06-01T11:25:00Z","11","10"
"SOL","SOL Up 97 Diff","Up","97","Diff >= 97","Down","0.5","1","5263","2668","2595","50.6935","73","1.387","2026-04-24T04:00:00Z","2026-06-01T11:20:00Z","9","10"
"SOL","SOL Up 98 Diff","Up","98","Diff >= 98","Down","0.5","1","5115","2595","2520","50.7331","75","1.4663","2026-04-24T04:15:00Z","2026-06-01T10:55:00Z","9","10"
"SOL","SOL Up 99 Diff","Up","99","Diff >= 99","Down","0.5","1","4957","2520","2437","50.8372","83","1.6744","2026-04-24T04:20:00Z","2026-06-01T10:10:00Z","14","10"
"SOL","SOL Up 100 Diff","Up","100","Diff >= 100","Down","0.5","1","4801","2437","2364","50.7603","73","1.5205","2026-04-24T06:15:00Z","2026-06-01T09:35:00Z","11","10"
"SOL","SOL Up 101 Diff","Up","101","Diff >= 101","Down","0.5","1","4695","2364","2331","50.3514","33","0.7029","2026-04-24T07:10:00Z","2026-06-01T09:20:00Z","10","10"
"SOL","SOL Up 102 Diff","Up","102","Diff >= 102","Down","0.5","1","4629","2331","2298","50.3564","33","0.7129","2026-04-24T10:25:00Z","2026-05-16T21:35:00Z","9","10"
"SOL","SOL Up 103 Diff","Up","103","Diff >= 103","Down","0.5","1","4549","2298","2251","50.5166","47","1.0332","2026-04-24T10:30:00Z","2026-05-16T21:30:00Z","9","10"
"SOL","SOL Up 104 Diff","Up","104","Diff >= 104","Down","0.5","1","4448","2251","2197","50.607","54","1.214","2026-04-24T10:35:00Z","2026-05-16T21:15:00Z","9","10"
"SOL","SOL Up 105 Diff","Up","105","Diff >= 105","Down","0.5","1","4338","2197","2141","50.6455","56","1.2909","2026-04-24T10:40:00Z","2026-05-16T20:50:00Z","9","10"
"SOL","SOL Up 106 Diff","Up","106","Diff >= 106","Down","0.5","1","4212","2141","2071","50.831","70","1.6619","2026-04-24T10:55:00Z","2026-05-16T20:25:00Z","9","10"
"SOL","SOL Up 107 Diff","Up","107","Diff >= 107","Down","0.5","1","4046","2071","1975","51.1864","96","2.3727","2026-04-24T11:00:00Z","2026-05-16T20:20:00Z","10","10"
"SOL","SOL Up 108 Diff","Up","108","Diff >= 108","Down","0.5","1","3866","1975","1891","51.0864","84","2.1728","2026-04-24T11:05:00Z","2026-05-16T17:35:00Z","9","10"
"SOL","SOL Up 109 Diff","Up","109","Diff >= 109","Down","0.5","1","3676","1891","1785","51.4418","106","2.8836","2026-04-24T11:10:00Z","2026-05-16T15:50:00Z","10","10"
"SOL","SOL Up 110 Diff","Up","110","Diff >= 110","Down","0.5","1","3425","1785","1640","52.1168","145","4.2336","2026-04-24T11:15:00Z","2026-05-16T15:15:00Z","10","10"
"SOL","SOL Up 111 Diff","Up","111","Diff >= 111","Down","0.5","1","3153","1640","1513","52.014","127","4.0279","2026-04-24T11:30:00Z","2026-05-16T15:10:00Z","11","10"
"SOL","SOL Up 112 Diff","Up","112","Diff >= 112","Down","0.5","1","2907","1513","1394","52.0468","119","4.0936","2026-04-29T04:25:00Z","2026-05-16T15:05:00Z","12","10"
"SOL","SOL Up 113 Diff","Up","113","Diff >= 113","Down","0.5","1","2688","1394","1294","51.8601","100","3.7202","2026-04-29T04:40:00Z","2026-05-16T06:40:00Z","9","10"
"SOL","SOL Up 114 Diff","Up","114","Diff >= 114","Down","0.5","1","2493","1294","1199","51.9053","95","3.8107","2026-04-29T04:45:00Z","2026-05-16T06:35:00Z","9","10"
"SOL","SOL Up 115 Diff","Up","115","Diff >= 115","Down","0.5","1","2317","1199","1118","51.7479","81","3.4959","2026-04-29T04:50:00Z","2026-05-16T06:10:00Z","9","10"
"SOL","SOL Up 116 Diff","Up","116","Diff >= 116","Down","0.5","1","2150","1118","1032","52","86","4","2026-04-29T04:55:00Z","2026-05-16T06:05:00Z","12","10"
"SOL","SOL Up 117 Diff","Up","117","Diff >= 117","Down","0.5","1","2009","1032","977","51.3688","55","2.7377","2026-04-29T05:00:00Z","2026-05-16T05:50:00Z","9","10"
"SOL","SOL Up 118 Diff","Up","118","Diff >= 118","Down","0.5","1","1906","977","929","51.2592","48","2.5184","2026-04-29T07:35:00Z","2026-05-16T05:15:00Z","11","10"
"SOL","SOL Up 119 Diff","Up","119","Diff >= 119","Down","0.5","1","1814","929","885","51.2128","44","2.4256","2026-04-29T10:10:00Z","2026-05-16T05:10:00Z","9","10"
"SOL","SOL Up 120 Diff","Up","120","Diff >= 120","Down","0.5","1","1716","885","831","51.5734","54","3.1469","2026-04-29T10:15:00Z","2026-05-16T05:05:00Z","9","10"
"SOL","SOL Up 121 Diff","Up","121","Diff >= 121","Down","0.5","1","1621","831","790","51.2647","41","2.5293","2026-04-29T10:20:00Z","2026-05-16T05:00:00Z","9","10"
"SOL","SOL Up 122 Diff","Up","122","Diff >= 122","Down","0.5","1","1539","790","749","51.332","41","2.6641","2026-04-30T00:35:00Z","2026-05-16T04:15:00Z","11","10"
"SOL","SOL Up 123 Diff","Up","123","Diff >= 123","Down","0.5","1","1473","749","724","50.8486","25","1.6972","2026-04-30T00:40:00Z","2026-05-16T04:10:00Z","9","10"
"SOL","SOL Up 124 Diff","Up","124","Diff >= 124","Down","0.5","1","1422","724","698","50.9142","26","1.8284","2026-04-30T00:55:00Z","2026-05-16T03:55:00Z","9","10"
"SOL","SOL Up 125 Diff","Up","125","Diff >= 125","Down","0.5","1","1378","698","680","50.6531","18","1.3062","2026-04-30T01:50:00Z","2026-05-16T03:30:00Z","9","9"
"SOL","SOL Up 126 Diff","Up","126","Diff >= 126","Down","0.5","1","1334","680","654","50.9745","26","1.949","2026-04-30T01:55:00Z","2026-05-16T03:25:00Z","9","8"
"SOL","SOL Up 127 Diff","Up","127","Diff >= 127","Down","0.5","1","1287","654","633","50.8159","21","1.6317","2026-04-30T02:10:00Z","2026-05-13T11:50:00Z","9","8"
"SOL","SOL Up 128 Diff","Up","128","Diff >= 128","Down","0.5","1","1233","633","600","51.3382","33","2.6764","2026-05-08T17:05:00Z","2026-05-13T11:45:00Z","10","8"
"SOL","SOL Up 129 Diff","Up","129","Diff >= 129","Down","0.5","1","1184","600","584","50.6757","16","1.3514","2026-05-08T17:20:00Z","2026-05-13T10:40:00Z","9","8"
"SOL","SOL Up 130 Diff","Up","130","Diff >= 130","Down","0.5","1","1139","584","555","51.273","29","2.5461","2026-05-08T17:35:00Z","2026-05-13T10:35:00Z","9","8"
"SOL","SOL Up 131 Diff","Up","131","Diff >= 131","Down","0.5","1","1072","555","517","51.7724","38","3.5448","2026-05-08T17:40:00Z","2026-05-13T10:30:00Z","9","8"
"SOL","SOL Up 132 Diff","Up","132","Diff >= 132","Down","0.5","1","994","517","477","52.0121","40","4.0241","2026-05-08T17:55:00Z","2026-05-13T10:25:00Z","16","8"
"SOL","SOL Up 133 Diff","Up","133","Diff >= 133","Down","0.5","1","926","477","449","51.5119","28","3.0238","2026-05-08T18:10:00Z","2026-05-13T10:00:00Z","9","8"
"SOL","SOL Up 134 Diff","Up","134","Diff >= 134","Down","0.5","1","875","449","426","51.3143","23","2.6286","2026-05-08T18:15:00Z","2026-05-13T09:55:00Z","9","8"
"SOL","SOL Up 135 Diff","Up","135","Diff >= 135","Down","0.5","1","823","426","397","51.7618","29","3.5237","2026-05-08T18:20:00Z","2026-05-13T09:50:00Z","8","8"
"SOL","SOL Up 136 Diff","Up","136","Diff >= 136","Down","0.5","1","759","397","362","52.3057","35","4.6113","2026-05-08T18:25:00Z","2026-05-13T04:25:00Z","10","7"
"SOL","SOL Up 137 Diff","Up","137","Diff >= 137","Down","0.5","1","698","362","336","51.8625","26","3.7249","2026-05-08T18:30:00Z","2026-05-12T06:40:00Z","8","7"
"SOL","SOL Up 138 Diff","Up","138","Diff >= 138","Down","0.5","1","643","336","307","52.2551","29","4.5101","2026-05-08T18:35:00Z","2026-05-12T06:35:00Z","7","7"
"SOL","SOL Up 139 Diff","Up","139","Diff >= 139","Down","0.5","1","567","307","260","54.1446","47","8.2892","2026-05-08T18:40:00Z","2026-05-12T06:30:00Z","7","7"
"SOL","SOL Up 140 Diff","Up","140","Diff >= 140","Down","0.5","1","479","260","219","54.2797","41","8.5595","2026-05-08T18:55:00Z","2026-05-12T06:25:00Z","7","7"
"SOL","SOL Up 141 Diff","Up","141","Diff >= 141","Down","0.5","1","401","219","182","54.6135","37","9.2269","2026-05-08T19:20:00Z","2026-05-12T01:00:00Z","7","7"
"SOL","SOL Up 142 Diff","Up","142","Diff >= 142","Down","0.5","1","331","182","149","54.9849","33","9.9698","2026-05-08T19:55:00Z","2026-05-12T00:55:00Z","7","6"
"SOL","SOL Up 143 Diff","Up","143","Diff >= 143","Down","0.5","1","274","149","125","54.3796","24","8.7591","2026-05-08T20:00:00Z","2026-05-11T20:20:00Z","7","5"
"SOL","SOL Up 144 Diff","Up","144","Diff >= 144","Down","0.5","1","236","125","111","52.9661","14","5.9322","2026-05-09T06:05:00Z","2026-05-11T20:05:00Z","5","4"
"SOL","SOL Up 145 Diff","Up","145","Diff >= 145","Down","0.5","1","207","111","96","53.6232","15","7.2464","2026-05-09T06:10:00Z","2026-05-11T16:50:00Z","6","4"
"SOL","SOL Up 146 Diff","Up","146","Diff >= 146","Down","0.5","1","178","96","82","53.9326","14","7.8652","2026-05-10T17:25:00Z","2026-05-11T16:35:00Z","6","4"
"SOL","SOL Up 147 Diff","Up","147","Diff >= 147","Down","0.5","1","157","82","75","52.2293","7","4.4586","2026-05-10T17:30:00Z","2026-05-11T12:00:00Z","4","4"
"SOL","SOL Up 148 Diff","Up","148","Diff >= 148","Down","0.5","1","138","75","63","54.3478","12","8.6957","2026-05-10T21:35:00Z","2026-05-11T11:45:00Z","6","4"
"SOL","SOL Up 149 Diff","Up","149","Diff >= 149","Down","0.5","1","113","63","50","55.7522","13","11.5044","2026-05-10T21:50:00Z","2026-05-11T11:40:00Z","5","4"
"SOL","SOL Up 150 Diff","Up","150","Diff >= 150","Down","0.5","1","85","50","35","58.8235","15","17.6471","2026-05-10T22:15:00Z","2026-05-11T10:45:00Z","6","4"
