"asset_symbol","market_start_epoch","market_start_utc","market_start_sofia","up_count","down_count","diff","processed_market_count","service_started_at_utc","service_started_at_sofia","db_now_utc"
"ETH","1780964400","2026-06-09 00:20:00 UTC","2026-06-09 03:20","18","21","-3","39","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780964700","2026-06-09 00:25:00 UTC","2026-06-09 03:25","18","22","-4","40","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780965000","2026-06-09 00:30:00 UTC","2026-06-09 03:30","18","23","-5","41","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780965300","2026-06-09 00:35:00 UTC","2026-06-09 03:35","18","24","-6","42","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780965600","2026-06-09 00:40:00 UTC","2026-06-09 03:40","19","24","-5","43","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780965900","2026-06-09 00:45:00 UTC","2026-06-09 03:45","19","25","-6","44","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780966200","2026-06-09 00:50:00 UTC","2026-06-09 03:50","20","25","-5","45","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780966500","2026-06-09 00:55:00 UTC","2026-06-09 03:55","20","26","-6","46","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780966800","2026-06-09 01:00:00 UTC","2026-06-09 04:00","21","26","-5","47","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780967100","2026-06-09 01:05:00 UTC","2026-06-09 04:05","21","27","-6","48","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780967400","2026-06-09 01:10:00 UTC","2026-06-09 04:10","22","27","-5","49","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780967700","2026-06-09 01:15:00 UTC","2026-06-09 04:15","23","27","-4","50","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780968000","2026-06-09 01:20:00 UTC","2026-06-09 04:20","24","27","-3","51","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780968300","2026-06-09 01:25:00 UTC","2026-06-09 04:25","24","28","-4","52","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780968600","2026-06-09 01:30:00 UTC","2026-06-09 04:30","25","28","-3","53","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780968900","2026-06-09 01:35:00 UTC","2026-06-09 04:35","25","29","-4","54","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780969200","2026-06-09 01:40:00 UTC","2026-06-09 04:40","25","30","-5","55","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780969500","2026-06-09 01:45:00 UTC","2026-06-09 04:45","25","31","-6","56","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780969800","2026-06-09 01:50:00 UTC","2026-06-09 04:50","26","31","-5","57","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780970100","2026-06-09 01:55:00 UTC","2026-06-09 04:55","27","31","-4","58","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780970400","2026-06-09 02:00:00 UTC","2026-06-09 05:00","28","31","-3","59","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780970700","2026-06-09 02:05:00 UTC","2026-06-09 05:05","29","31","-2","60","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780971000","2026-06-09 02:10:00 UTC","2026-06-09 05:10","29","32","-3","61","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780971300","2026-06-09 02:15:00 UTC","2026-06-09 05:15","29","33","-4","62","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780971600","2026-06-09 02:20:00 UTC","2026-06-09 05:20","30","33","-3","63","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780971900","2026-06-09 02:25:00 UTC","2026-06-09 05:25","31","33","-2","64","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780972200","2026-06-09 02:30:00 UTC","2026-06-09 05:30","31","34","-3","65","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780972500","2026-06-09 02:35:00 UTC","2026-06-09 05:35","31","35","-4","66","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780972800","2026-06-09 02:40:00 UTC","2026-06-09 05:40","32","35","-3","67","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780973100","2026-06-09 02:45:00 UTC","2026-06-09 05:45","33","35","-2","68","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780973400","2026-06-09 02:50:00 UTC","2026-06-09 05:50","34","35","-1","69","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780973700","2026-06-09 02:55:00 UTC","2026-06-09 05:55","35","35","0","70","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780974000","2026-06-09 03:00:00 UTC","2026-06-09 06:00","35","36","-1","71","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780974300","2026-06-09 03:05:00 UTC","2026-06-09 06:05","35","37","-2","72","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780974600","2026-06-09 03:10:00 UTC","2026-06-09 06:10","36","37","-1","73","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780974900","2026-06-09 03:15:00 UTC","2026-06-09 06:15","37","37","0","74","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780975200","2026-06-09 03:20:00 UTC","2026-06-09 06:20","37","38","-1","75","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780975500","2026-06-09 03:25:00 UTC","2026-06-09 06:25","38","38","0","76","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780975800","2026-06-09 03:30:00 UTC","2026-06-09 06:30","38","39","-1","77","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780976100","2026-06-09 03:35:00 UTC","2026-06-09 06:35","39","39","0","78","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780976400","2026-06-09 03:40:00 UTC","2026-06-09 06:40","40","39","1","79","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780976700","2026-06-09 03:45:00 UTC","2026-06-09 06:45","41","39","2","80","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780977000","2026-06-09 03:50:00 UTC","2026-06-09 06:50","41","40","1","81","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780977300","2026-06-09 03:55:00 UTC","2026-06-09 06:55","42","40","2","82","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780977600","2026-06-09 04:00:00 UTC","2026-06-09 07:00","42","41","1","83","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780977900","2026-06-09 04:05:00 UTC","2026-06-09 07:05","43","41","2","84","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780978200","2026-06-09 04:10:00 UTC","2026-06-09 07:10","43","42","1","85","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780978500","2026-06-09 04:15:00 UTC","2026-06-09 07:15","43","43","0","86","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780978800","2026-06-09 04:20:00 UTC","2026-06-09 07:20","43","44","-1","87","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780979100","2026-06-09 04:25:00 UTC","2026-06-09 07:25","43","45","-2","88","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780979400","2026-06-09 04:30:00 UTC","2026-06-09 07:30","44","45","-1","89","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780979700","2026-06-09 04:35:00 UTC","2026-06-09 07:35","45","45","0","90","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780980000","2026-06-09 04:40:00 UTC","2026-06-09 07:40","45","46","-1","91","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780980300","2026-06-09 04:45:00 UTC","2026-06-09 07:45","46","46","0","92","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780980600","2026-06-09 04:50:00 UTC","2026-06-09 07:50","46","47","-1","93","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780980900","2026-06-09 04:55:00 UTC","2026-06-09 07:55","46","48","-2","94","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780981200","2026-06-09 05:00:00 UTC","2026-06-09 08:00","47","48","-1","95","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780981500","2026-06-09 05:05:00 UTC","2026-06-09 08:05","47","49","-2","96","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780981800","2026-06-09 05:10:00 UTC","2026-06-09 08:10","48","49","-1","97","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780982100","2026-06-09 05:15:00 UTC","2026-06-09 08:15","49","49","0","98","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780982400","2026-06-09 05:20:00 UTC","2026-06-09 08:20","49","50","-1","99","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780982700","2026-06-09 05:25:00 UTC","2026-06-09 08:25","49","51","-2","100","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780983000","2026-06-09 05:30:00 UTC","2026-06-09 08:30","50","51","-1","101","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780983300","2026-06-09 05:35:00 UTC","2026-06-09 08:35","50","52","-2","102","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780983600","2026-06-09 05:40:00 UTC","2026-06-09 08:40","50","53","-3","103","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780983900","2026-06-09 05:45:00 UTC","2026-06-09 08:45","51","53","-2","104","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780984200","2026-06-09 05:50:00 UTC","2026-06-09 08:50","51","54","-3","105","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780984500","2026-06-09 05:55:00 UTC","2026-06-09 08:55","51","55","-4","106","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"ETH","1780984800","2026-06-09 06:00:00 UTC","2026-06-09 09:00","52","55","-3","107","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780953300","2026-06-08 21:15:00 UTC","2026-06-09 00:15","0","2","-2","2","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780953600","2026-06-08 21:20:00 UTC","2026-06-09 00:20","1","2","-1","3","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780953900","2026-06-08 21:25:00 UTC","2026-06-09 00:25","1","3","-2","4","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780954200","2026-06-08 21:30:00 UTC","2026-06-09 00:30","1","4","-3","5","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780954500","2026-06-08 21:35:00 UTC","2026-06-09 00:35","2","4","-2","6","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780954800","2026-06-08 21:40:00 UTC","2026-06-09 00:40","3","4","-1","7","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780955100","2026-06-08 21:45:00 UTC","2026-06-09 00:45","3","5","-2","8","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780955400","2026-06-08 21:50:00 UTC","2026-06-09 00:50","3","6","-3","9","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780955700","2026-06-08 21:55:00 UTC","2026-06-09 00:55","3","7","-4","10","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780956000","2026-06-08 22:00:00 UTC","2026-06-09 01:00","3","8","-5","11","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780956300","2026-06-08 22:05:00 UTC","2026-06-09 01:05","3","9","-6","12","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780956600","2026-06-08 22:10:00 UTC","2026-06-09 01:10","3","10","-7","13","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780956900","2026-06-08 22:15:00 UTC","2026-06-09 01:15","3","11","-8","14","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780957200","2026-06-08 22:20:00 UTC","2026-06-09 01:20","4","11","-7","15","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780957500","2026-06-08 22:25:00 UTC","2026-06-09 01:25","4","12","-8","16","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780957800","2026-06-08 22:30:00 UTC","2026-06-09 01:30","4","13","-9","17","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780958100","2026-06-08 22:35:00 UTC","2026-06-09 01:35","5","13","-8","18","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780958400","2026-06-08 22:40:00 UTC","2026-06-09 01:40","5","14","-9","19","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780958700","2026-06-08 22:45:00 UTC","2026-06-09 01:45","6","14","-8","20","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780959000","2026-06-08 22:50:00 UTC","2026-06-09 01:50","7","14","-7","21","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780959300","2026-06-08 22:55:00 UTC","2026-06-09 01:55","8","14","-6","22","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780959600","2026-06-08 23:00:00 UTC","2026-06-09 02:00","9","14","-5","23","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780959900","2026-06-08 23:05:00 UTC","2026-06-09 02:05","10","14","-4","24","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780960200","2026-06-08 23:10:00 UTC","2026-06-09 02:10","11","14","-3","25","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780960500","2026-06-08 23:15:00 UTC","2026-06-09 02:15","11","15","-4","26","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780960800","2026-06-08 23:20:00 UTC","2026-06-09 02:20","12","15","-3","27","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780961100","2026-06-08 23:25:00 UTC","2026-06-09 02:25","12","16","-4","28","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780961400","2026-06-08 23:30:00 UTC","2026-06-09 02:30","12","17","-5","29","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780961700","2026-06-08 23:35:00 UTC","2026-06-09 02:35","13","17","-4","30","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780962000","2026-06-08 23:40:00 UTC","2026-06-09 02:40","14","17","-3","31","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780962300","2026-06-08 23:45:00 UTC","2026-06-09 02:45","14","18","-4","32","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780962600","2026-06-08 23:50:00 UTC","2026-06-09 02:50","15","18","-3","33","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780962900","2026-06-08 23:55:00 UTC","2026-06-09 02:55","16","18","-2","34","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780963200","2026-06-09 00:00:00 UTC","2026-06-09 03:00","16","19","-3","35","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780963500","2026-06-09 00:05:00 UTC","2026-06-09 03:05","16","20","-4","36","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780963800","2026-06-09 00:10:00 UTC","2026-06-09 03:10","16","21","-5","37","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780964100","2026-06-09 00:15:00 UTC","2026-06-09 03:15","17","21","-4","38","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780964400","2026-06-09 00:20:00 UTC","2026-06-09 03:20","17","22","-5","39","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780964700","2026-06-09 00:25:00 UTC","2026-06-09 03:25","17","23","-6","40","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780965000","2026-06-09 00:30:00 UTC","2026-06-09 03:30","17","24","-7","41","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780965300","2026-06-09 00:35:00 UTC","2026-06-09 03:35","17","25","-8","42","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780965600","2026-06-09 00:40:00 UTC","2026-06-09 03:40","18","25","-7","43","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780965900","2026-06-09 00:45:00 UTC","2026-06-09 03:45","18","26","-8","44","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780966200","2026-06-09 00:50:00 UTC","2026-06-09 03:50","19","26","-7","45","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780966500","2026-06-09 00:55:00 UTC","2026-06-09 03:55","19","27","-8","46","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780966800","2026-06-09 01:00:00 UTC","2026-06-09 04:00","20","27","-7","47","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780967100","2026-06-09 01:05:00 UTC","2026-06-09 04:05","21","27","-6","48","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780967400","2026-06-09 01:10:00 UTC","2026-06-09 04:10","22","27","-5","49","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780967700","2026-06-09 01:15:00 UTC","2026-06-09 04:15","23","27","-4","50","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780968000","2026-06-09 01:20:00 UTC","2026-06-09 04:20","24","27","-3","51","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780968300","2026-06-09 01:25:00 UTC","2026-06-09 04:25","25","27","-2","52","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780968600","2026-06-09 01:30:00 UTC","2026-06-09 04:30","26","27","-1","53","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780968900","2026-06-09 01:35:00 UTC","2026-06-09 04:35","26","28","-2","54","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780969200","2026-06-09 01:40:00 UTC","2026-06-09 04:40","26","29","-3","55","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780969500","2026-06-09 01:45:00 UTC","2026-06-09 04:45","27","29","-2","56","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780969800","2026-06-09 01:50:00 UTC","2026-06-09 04:50","28","29","-1","57","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780970100","2026-06-09 01:55:00 UTC","2026-06-09 04:55","29","29","0","58","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780970400","2026-06-09 02:00:00 UTC","2026-06-09 05:00","30","29","1","59","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780970700","2026-06-09 02:05:00 UTC","2026-06-09 05:05","31","29","2","60","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780971000","2026-06-09 02:10:00 UTC","2026-06-09 05:10","31","30","1","61","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780971300","2026-06-09 02:15:00 UTC","2026-06-09 05:15","31","31","0","62","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780971600","2026-06-09 02:20:00 UTC","2026-06-09 05:20","32","31","1","63","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780971900","2026-06-09 02:25:00 UTC","2026-06-09 05:25","33","31","2","64","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780972200","2026-06-09 02:30:00 UTC","2026-06-09 05:30","33","32","1","65","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780972500","2026-06-09 02:35:00 UTC","2026-06-09 05:35","33","33","0","66","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780972800","2026-06-09 02:40:00 UTC","2026-06-09 05:40","34","33","1","67","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780973100","2026-06-09 02:45:00 UTC","2026-06-09 05:45","35","33","2","68","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780973400","2026-06-09 02:50:00 UTC","2026-06-09 05:50","36","33","3","69","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780973700","2026-06-09 02:55:00 UTC","2026-06-09 05:55","37","33","4","70","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780974000","2026-06-09 03:00:00 UTC","2026-06-09 06:00","37","34","3","71","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780974300","2026-06-09 03:05:00 UTC","2026-06-09 06:05","38","34","4","72","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780974600","2026-06-09 03:10:00 UTC","2026-06-09 06:10","39","34","5","73","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780974900","2026-06-09 03:15:00 UTC","2026-06-09 06:15","40","34","6","74","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780975200","2026-06-09 03:20:00 UTC","2026-06-09 06:20","40","35","5","75","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780975500","2026-06-09 03:25:00 UTC","2026-06-09 06:25","41","35","6","76","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780975800","2026-06-09 03:30:00 UTC","2026-06-09 06:30","41","36","5","77","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780976100","2026-06-09 03:35:00 UTC","2026-06-09 06:35","42","36","6","78","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
