asset_symbol,market_start_utc,sampled_at_utc,counter_start_market_start_utc,up_count,down_count,diff,diff_count,processed_market_count,counter_initialized,history_fetch_failed
"BTC","2026-06-09T11:45:00Z","2026-06-09T11:54:58Z","2026-06-09T00:00:00Z",73,69,4,201,142,true,false
"ETH","2026-06-09T11:45:00Z","2026-06-09T11:54:58Z","2026-06-09T00:00:00Z",76,66,10,231,142,true,false
"SOL","2026-06-09T11:45:00Z","2026-06-09T11:54:58Z","2026-06-09T00:00:00Z",78,64,14,1027,142,true,false
"BTC","2026-06-09T11:50:00Z","2026-06-09T11:59:56Z","2026-06-09T00:00:00Z",74,69,5,206,143,true,false
"ETH","2026-06-09T11:50:00Z","2026-06-09T11:59:56Z","2026-06-09T00:00:00Z",77,66,11,242,143,true,false
"SOL","2026-06-09T11:50:00Z","2026-06-09T11:59:56Z","2026-06-09T00:00:00Z",79,64,15,1042,143,true,false
"BTC","2026-06-09T11:55:00Z","2026-06-09T12:04:57Z","2026-06-09T00:00:00Z",75,69,6,212,144,true,false
"ETH","2026-06-09T11:55:00Z","2026-06-09T12:04:57Z","2026-06-09T00:00:00Z",78,66,12,254,144,true,false
"SOL","2026-06-09T11:55:00Z","2026-06-09T12:04:57Z","2026-06-09T00:00:00Z",80,64,16,1058,144,true,false
"BTC","2026-06-09T12:00:00Z","2026-06-09T12:09:59Z","2026-06-09T00:00:00Z",76,69,7,219,145,true,false
"ETH","2026-06-09T12:00:00Z","2026-06-09T12:09:59Z","2026-06-09T00:00:00Z",79,66,13,267,145,true,false
"SOL","2026-06-09T12:00:00Z","2026-06-09T12:09:59Z","2026-06-09T00:00:00Z",81,64,17,1075,145,true,false
"BTC","2026-06-09T12:05:00Z","2026-06-09T12:14:57Z","2026-06-09T00:00:00Z",76,70,6,225,146,true,false
"ETH","2026-06-09T12:05:00Z","2026-06-09T12:14:57Z","2026-06-09T00:00:00Z",79,67,12,279,146,true,false
"SOL","2026-06-09T12:05:00Z","2026-06-09T12:14:57Z","2026-06-09T00:00:00Z",82,64,18,1093,146,true,false
"BTC","2026-06-09T12:10:00Z","2026-06-09T12:19:59Z","2026-06-09T00:00:00Z",77,70,7,232,147,true,false
"ETH","2026-06-09T12:10:00Z","2026-06-09T12:19:59Z","2026-06-09T00:00:00Z",80,67,13,292,147,true,false
"SOL","2026-06-09T12:10:00Z","2026-06-09T12:19:59Z","2026-06-09T00:00:00Z",82,65,17,1110,147,true,false
"BTC","2026-06-09T12:15:00Z","2026-06-09T12:24:59Z","2026-06-09T00:00:00Z",77,71,6,238,148,true,false
"ETH","2026-06-09T12:15:00Z","2026-06-09T12:24:59Z","2026-06-09T00:00:00Z",80,68,12,304,148,true,false
"SOL","2026-06-09T12:15:00Z","2026-06-09T12:24:59Z","2026-06-09T00:00:00Z",82,66,16,1126,148,true,false
"BTC","2026-06-09T12:20:00Z","2026-06-09T12:29:55Z","2026-06-09T00:00:00Z",77,72,5,243,149,true,false
"ETH","2026-06-09T12:20:00Z","2026-06-09T12:29:55Z","2026-06-09T00:00:00Z",80,69,11,315,149,true,false
"SOL","2026-06-09T12:20:00Z","2026-06-09T12:29:55Z","2026-06-09T00:00:00Z",82,67,15,1141,149,true,false
"BTC","2026-06-09T12:25:00Z","2026-06-09T12:34:42Z","2026-06-09T00:00:00Z",77,73,4,247,150,true,false
"ETH","2026-06-09T12:25:00Z","2026-06-09T12:34:42Z","2026-06-09T00:00:00Z",80,70,10,325,150,true,false
"SOL","2026-06-09T12:25:00Z","2026-06-09T12:34:42Z","2026-06-09T00:00:00Z",82,68,14,1155,150,true,false
"BTC","2026-06-09T12:30:00Z","2026-06-09T12:39:59Z","2026-06-09T00:00:00Z",77,74,3,250,151,true,false
"ETH","2026-06-09T12:30:00Z","2026-06-09T12:39:59Z","2026-06-09T00:00:00Z",80,71,9,334,151,true,false
"SOL","2026-06-09T12:30:00Z","2026-06-09T12:39:59Z","2026-06-09T00:00:00Z",82,69,13,1168,151,true,false
"BTC","2026-06-09T12:35:00Z","2026-06-09T12:44:57Z","2026-06-09T00:00:00Z",78,74,4,254,152,true,false
"ETH","2026-06-09T12:35:00Z","2026-06-09T12:44:57Z","2026-06-09T00:00:00Z",81,71,10,344,152,true,false
"SOL","2026-06-09T12:35:00Z","2026-06-09T12:44:57Z","2026-06-09T00:00:00Z",83,69,14,1182,152,true,false
"BTC","2026-06-09T12:40:00Z","2026-06-09T12:49:57Z","2026-06-09T00:00:00Z",78,75,3,257,153,true,false
"ETH","2026-06-09T12:40:00Z","2026-06-09T12:49:57Z","2026-06-09T00:00:00Z",81,72,9,353,153,true,false
"SOL","2026-06-09T12:40:00Z","2026-06-09T12:49:57Z","2026-06-09T00:00:00Z",83,70,13,1195,153,true,false
"BTC","2026-06-09T12:45:00Z","2026-06-09T12:54:54Z","2026-06-09T00:00:00Z",79,75,4,261,154,true,false
"ETH","2026-06-09T12:45:00Z","2026-06-09T12:54:54Z","2026-06-09T00:00:00Z",82,72,10,363,154,true,false
"SOL","2026-06-09T12:45:00Z","2026-06-09T12:54:54Z","2026-06-09T00:00:00Z",83,71,12,1207,154,true,false
"BTC","2026-06-09T12:50:00Z","2026-06-09T12:59:59Z","2026-06-09T00:00:00Z",80,75,5,266,155,true,false
"ETH","2026-06-09T12:50:00Z","2026-06-09T12:59:59Z","2026-06-09T00:00:00Z",82,73,9,372,155,true,false
"SOL","2026-06-09T12:50:00Z","2026-06-09T12:59:59Z","2026-06-09T00:00:00Z",83,72,11,1218,155,true,false
"BTC","2026-06-09T12:55:00Z","2026-06-09T13:04:56Z","2026-06-09T00:00:00Z",81,75,6,272,156,true,false
"ETH","2026-06-09T12:55:00Z","2026-06-09T13:04:56Z","2026-06-09T00:00:00Z",83,73,10,382,156,true,false
"SOL","2026-06-09T12:55:00Z","2026-06-09T13:04:56Z","2026-06-09T00:00:00Z",84,72,12,1230,156,true,false
"BTC","2026-06-09T13:00:00Z","2026-06-09T13:09:57Z","2026-06-09T00:00:00Z",81,76,5,277,157,true,false
"ETH","2026-06-09T13:00:00Z","2026-06-09T13:09:57Z","2026-06-09T00:00:00Z",83,74,9,391,157,true,false
"SOL","2026-06-09T13:00:00Z","2026-06-09T13:09:57Z","2026-06-09T00:00:00Z",85,72,13,1243,157,true,false
"BTC","2026-06-09T13:05:00Z","2026-06-09T13:14:59Z","2026-06-09T00:00:00Z",82,76,6,283,158,true,false
"ETH","2026-06-09T13:05:00Z","2026-06-09T13:14:59Z","2026-06-09T00:00:00Z",84,74,10,401,158,true,false
"SOL","2026-06-09T13:05:00Z","2026-06-09T13:14:59Z","2026-06-09T00:00:00Z",86,72,14,1257,158,true,false
"BTC","2026-06-09T13:10:00Z","2026-06-09T13:19:59Z","2026-06-09T00:00:00Z",82,77,5,288,159,true,false
"ETH","2026-06-09T13:10:00Z","2026-06-09T13:19:59Z","2026-06-09T00:00:00Z",84,75,9,410,159,true,false
"SOL","2026-06-09T13:10:00Z","2026-06-09T13:19:59Z","2026-06-09T00:00:00Z",86,73,13,1270,159,true,false
"BTC","2026-06-09T13:15:00Z","2026-06-09T13:24:57Z","2026-06-09T00:00:00Z",82,78,4,292,160,true,false
"ETH","2026-06-09T13:15:00Z","2026-06-09T13:24:57Z","2026-06-09T00:00:00Z",84,76,8,418,160,true,false
"SOL","2026-06-09T13:15:00Z","2026-06-09T13:24:57Z","2026-06-09T00:00:00Z",86,74,12,1282,160,true,false
"BTC","2026-06-09T13:20:00Z","2026-06-09T13:29:58Z","2026-06-09T00:00:00Z",82,79,3,295,161,true,false
"ETH","2026-06-09T13:20:00Z","2026-06-09T13:29:58Z","2026-06-09T00:00:00Z",84,77,7,425,161,true,false
"SOL","2026-06-09T13:20:00Z","2026-06-09T13:29:58Z","2026-06-09T00:00:00Z",86,75,11,1293,161,true,false
"BTC","2026-06-09T13:25:00Z","2026-06-09T13:34:36Z","2026-06-09T00:00:00Z",83,79,4,299,162,true,false
"ETH","2026-06-09T13:25:00Z","2026-06-09T13:34:36Z","2026-06-09T00:00:00Z",85,77,8,433,162,true,false
"SOL","2026-06-09T13:25:00Z","2026-06-09T13:34:36Z","2026-06-09T00:00:00Z",86,76,10,1303,162,true,false
"BTC","2026-06-09T13:30:00Z","2026-06-09T13:39:59Z","2026-06-09T00:00:00Z",83,80,3,302,163,true,false
"ETH","2026-06-09T13:30:00Z","2026-06-09T13:39:59Z","2026-06-09T00:00:00Z",85,78,7,440,163,true,false
"SOL","2026-06-09T13:30:00Z","2026-06-09T13:39:59Z","2026-06-09T00:00:00Z",86,77,9,1312,163,true,false
"BTC","2026-06-09T13:35:00Z","2026-06-09T13:44:59Z","2026-06-09T00:00:00Z",83,81,2,304,164,true,false
"ETH","2026-06-09T13:35:00Z","2026-06-09T13:44:59Z","2026-06-09T00:00:00Z",85,79,6,446,164,true,false
"SOL","2026-06-09T13:35:00Z","2026-06-09T13:44:59Z","2026-06-09T00:00:00Z",86,78,8,1320,164,true,false
"BTC","2026-06-09T13:40:00Z","2026-06-09T13:49:59Z","2026-06-09T00:00:00Z",84,81,3,307,165,true,false
"ETH","2026-06-09T13:40:00Z","2026-06-09T13:49:59Z","2026-06-09T00:00:00Z",86,79,7,453,165,true,false
"SOL","2026-06-09T13:40:00Z","2026-06-09T13:49:59Z","2026-06-09T00:00:00Z",87,78,9,1329,165,true,false
"BTC","2026-06-09T13:45:00Z","2026-06-09T13:54:33Z","2026-06-09T00:00:00Z",85,81,4,311,166,true,false
"ETH","2026-06-09T13:45:00Z","2026-06-09T13:54:33Z","2026-06-09T00:00:00Z",87,79,8,461,166,true,false
"SOL","2026-06-09T13:45:00Z","2026-06-09T13:54:33Z","2026-06-09T00:00:00Z",88,78,10,1339,166,true,false
"BTC","2026-06-09T13:50:00Z","2026-06-09T13:59:45Z","2026-06-09T00:00:00Z",85,81,4,311,166,true,false
"ETH","2026-06-09T13:50:00Z","2026-06-09T13:59:45Z","2026-06-09T00:00:00Z",87,79,8,461,166,true,false
"SOL","2026-06-09T13:50:00Z","2026-06-09T13:59:45Z","2026-06-09T00:00:00Z",88,78,10,1339,166,true,false
"BTC","2026-06-09T13:55:00Z","2026-06-09T14:04:51Z","2026-06-09T00:00:00Z",85,83,2,316,168,true,false
"ETH","2026-06-09T13:55:00Z","2026-06-09T14:04:51Z","2026-06-09T00:00:00Z",87,81,6,474,168,true,false
"SOL","2026-06-09T13:55:00Z","2026-06-09T14:04:51Z","2026-06-09T00:00:00Z",88,80,8,1356,168,true,false
"BTC","2026-06-09T14:00:00Z","2026-06-09T14:09:58Z","2026-06-09T00:00:00Z",85,84,1,317,169,true,false
"ETH","2026-06-09T14:00:00Z","2026-06-09T14:09:58Z","2026-06-09T00:00:00Z",87,82,5,479,169,true,false
"SOL","2026-06-09T14:00:00Z","2026-06-09T14:09:58Z","2026-06-09T00:00:00Z",88,81,7,1363,169,true,false
"BTC","2026-06-09T14:05:00Z","2026-06-09T14:14:59Z","2026-06-09T00:00:00Z",85,85,0,317,170,true,false
"ETH","2026-06-09T14:05:00Z","2026-06-09T14:14:59Z","2026-06-09T00:00:00Z",87,83,4,483,170,true,false
"SOL","2026-06-09T14:05:00Z","2026-06-09T14:14:59Z","2026-06-09T00:00:00Z",88,82,6,1369,170,true,false
"BTC","2026-06-09T14:10:00Z","2026-06-09T14:19:58Z","2026-06-09T00:00:00Z",85,86,-1,316,171,true,false
"ETH","2026-06-09T14:10:00Z","2026-06-09T14:19:58Z","2026-06-09T00:00:00Z",87,84,3,486,171,true,false
"SOL","2026-06-09T14:10:00Z","2026-06-09T14:19:58Z","2026-06-09T00:00:00Z",88,83,5,1374,171,true,false
"BTC","2026-06-09T14:15:00Z","2026-06-09T14:24:56Z","2026-06-09T00:00:00Z",85,87,-2,314,172,true,false
"ETH","2026-06-09T14:15:00Z","2026-06-09T14:24:56Z","2026-06-09T00:00:00Z",87,85,2,488,172,true,false
"SOL","2026-06-09T14:15:00Z","2026-06-09T14:24:56Z","2026-06-09T00:00:00Z",88,84,4,1378,172,true,false
"BTC","2026-06-09T14:20:00Z","2026-06-09T14:29:59Z","2026-06-09T00:00:00Z",85,88,-3,311,173,true,false
"ETH","2026-06-09T14:20:00Z","2026-06-09T14:29:59Z","2026-06-09T00:00:00Z",87,86,1,489,173,true,false
"SOL","2026-06-09T14:20:00Z","2026-06-09T14:29:59Z","2026-06-09T00:00:00Z",89,84,5,1383,173,true,false
"BTC","2026-06-09T14:25:00Z","2026-06-09T14:34:59Z","2026-06-09T00:00:00Z",85,89,-4,307,174,true,false
"ETH","2026-06-09T14:25:00Z","2026-06-09T14:34:59Z","2026-06-09T00:00:00Z",87,87,0,489,174,true,false
"SOL","2026-06-09T14:25:00Z","2026-06-09T14:34:59Z","2026-06-09T00:00:00Z",89,85,4,1387,174,true,false
"BTC","2026-06-09T14:30:00Z","2026-06-09T14:39:30Z","2026-06-09T00:00:00Z",85,90,-5,302,175,true,false
"ETH","2026-06-09T14:30:00Z","2026-06-09T14:39:30Z","2026-06-09T00:00:00Z",88,87,1,490,175,true,false
"SOL","2026-06-09T14:30:00Z","2026-06-09T14:39:30Z","2026-06-09T00:00:00Z",90,85,5,1392,175,true,false
"BTC","2026-06-09T14:35:00Z","2026-06-09T14:44:51Z","2026-06-09T00:00:00Z",85,91,-6,296,176,true,false
"ETH","2026-06-09T14:35:00Z","2026-06-09T14:44:51Z","2026-06-09T00:00:00Z",88,88,0,490,176,true,false
"SOL","2026-06-09T14:35:00Z","2026-06-09T14:44:51Z","2026-06-09T00:00:00Z",90,86,4,1396,176,true,false
"BTC","2026-06-09T14:40:00Z","2026-06-09T14:49:55Z","2026-06-09T00:00:00Z",85,92,-7,289,177,true,false
"ETH","2026-06-09T14:40:00Z","2026-06-09T14:49:55Z","2026-06-09T00:00:00Z",88,89,-1,489,177,true,false
"SOL","2026-06-09T14:40:00Z","2026-06-09T14:49:55Z","2026-06-09T00:00:00Z",90,87,3,1399,177,true,false
"BTC","2026-06-09T14:45:00Z","2026-06-09T14:54:58Z","2026-06-09T00:00:00Z",85,93,-8,281,178,true,false
"ETH","2026-06-09T14:45:00Z","2026-06-09T14:54:58Z","2026-06-09T00:00:00Z",88,90,-2,487,178,true,false
"SOL","2026-06-09T14:45:00Z","2026-06-09T14:54:58Z","2026-06-09T00:00:00Z",91,87,4,1403,178,true,false
"BTC","2026-06-09T14:50:00Z","2026-06-09T14:59:57Z","2026-06-09T00:00:00Z",86,93,-7,274,179,true,false
"ETH","2026-06-09T14:50:00Z","2026-06-09T14:59:57Z","2026-06-09T00:00:00Z",89,90,-1,486,179,true,false
"SOL","2026-06-09T14:50:00Z","2026-06-09T14:59:57Z","2026-06-09T00:00:00Z",92,87,5,1408,179,true,false
"BTC","2026-06-09T14:55:00Z","2026-06-09T15:04:58Z","2026-06-09T00:00:00Z",87,93,-6,268,180,true,false
"ETH","2026-06-09T14:55:00Z","2026-06-09T15:04:58Z","2026-06-09T00:00:00Z",90,90,0,486,180,true,false
"SOL","2026-06-09T14:55:00Z","2026-06-09T15:04:58Z","2026-06-09T00:00:00Z",93,87,6,1414,180,true,false
"BTC","2026-06-09T15:00:00Z","2026-06-09T15:09:59Z","2026-06-09T00:00:00Z",87,94,-7,261,181,true,false
"ETH","2026-06-09T15:00:00Z","2026-06-09T15:09:59Z","2026-06-09T00:00:00Z",90,91,-1,485,181,true,false
"SOL","2026-06-09T15:00:00Z","2026-06-09T15:09:59Z","2026-06-09T00:00:00Z",93,88,5,1419,181,true,false
"BTC","2026-06-09T15:05:00Z","2026-06-09T15:14:58Z","2026-06-09T00:00:00Z",88,94,-6,255,182,true,false
"ETH","2026-06-09T15:05:00Z","2026-06-09T15:14:58Z","2026-06-09T00:00:00Z",91,91,0,485,182,true,false
"SOL","2026-06-09T15:05:00Z","2026-06-09T15:14:58Z","2026-06-09T00:00:00Z",94,88,6,1425,182,true,false
"BTC","2026-06-09T15:10:00Z","2026-06-09T15:19:56Z","2026-06-09T00:00:00Z",88,95,-7,248,183,true,false
"ETH","2026-06-09T15:10:00Z","2026-06-09T15:19:56Z","2026-06-09T00:00:00Z",91,92,-1,484,183,true,false
"SOL","2026-06-09T15:10:00Z","2026-06-09T15:19:56Z","2026-06-09T00:00:00Z",94,89,5,1430,183,true,false
"BTC","2026-06-09T15:15:00Z","2026-06-09T15:24:57Z","2026-06-09T00:00:00Z",88,96,-8,240,184,true,false
"ETH","2026-06-09T15:15:00Z","2026-06-09T15:24:57Z","2026-06-09T00:00:00Z",91,93,-2,482,184,true,false
"SOL","2026-06-09T15:15:00Z","2026-06-09T15:24:57Z","2026-06-09T00:00:00Z",94,90,4,1434,184,true,false
"BTC","2026-06-09T15:20:00Z","2026-06-09T15:29:57Z","2026-06-09T00:00:00Z",88,97,-9,231,185,true,false
"ETH","2026-06-09T15:20:00Z","2026-06-09T15:29:57Z","2026-06-09T00:00:00Z",91,94,-3,479,185,true,false
"SOL","2026-06-09T15:20:00Z","2026-06-09T15:29:57Z","2026-06-09T00:00:00Z",94,91,3,1437,185,true,false
"BTC","2026-06-09T15:25:00Z","2026-06-09T15:34:49Z","2026-06-09T00:00:00Z",88,98,-10,221,186,true,false
"ETH","2026-06-09T15:25:00Z","2026-06-09T15:34:49Z","2026-06-09T00:00:00Z",91,95,-4,475,186,true,false
"SOL","2026-06-09T15:25:00Z","2026-06-09T15:34:49Z","2026-06-09T00:00:00Z",94,92,2,1439,186,true,false
"BTC","2026-06-09T15:30:00Z","2026-06-09T15:39:53Z","2026-06-09T00:00:00Z",89,98,-9,212,187,true,false
"ETH","2026-06-09T15:30:00Z","2026-06-09T15:39:53Z","2026-06-09T00:00:00Z",92,95,-3,472,187,true,false
"SOL","2026-06-09T15:30:00Z","2026-06-09T15:39:53Z","2026-06-09T00:00:00Z",95,92,3,1442,187,true,false
"BTC","2026-06-09T15:35:00Z","2026-06-09T15:44:41Z","2026-06-09T00:00:00Z",89,99,-10,202,188,true,false
"ETH","2026-06-09T15:35:00Z","2026-06-09T15:44:41Z","2026-06-09T00:00:00Z",92,96,-4,468,188,true,false
"SOL","2026-06-09T15:35:00Z","2026-06-09T15:44:41Z","2026-06-09T00:00:00Z",95,93,2,1444,188,true,false
"BTC","2026-06-09T15:40:00Z","2026-06-09T15:49:58Z","2026-06-09T00:00:00Z",89,100,-11,191,189,true,false
"ETH","2026-06-09T15:40:00Z","2026-06-09T15:49:58Z","2026-06-09T00:00:00Z",92,97,-5,463,189,true,false
"SOL","2026-06-09T15:40:00Z","2026-06-09T15:49:58Z","2026-06-09T00:00:00Z",95,94,1,1445,189,true,false
"BTC","2026-06-09T15:45:00Z","2026-06-09T15:54:59Z","2026-06-09T00:00:00Z",90,100,-10,181,190,true,false
"ETH","2026-06-09T15:45:00Z","2026-06-09T15:54:59Z","2026-06-09T00:00:00Z",93,97,-4,459,190,true,false
"SOL","2026-06-09T15:45:00Z","2026-06-09T15:54:59Z","2026-06-09T00:00:00Z",95,95,0,1445,190,true,false
"BTC","2026-06-09T15:50:00Z","2026-06-09T15:59:56Z","2026-06-09T00:00:00Z",90,101,-11,170,191,true,false
"ETH","2026-06-09T15:50:00Z","2026-06-09T15:59:56Z","2026-06-09T00:00:00Z",93,98,-5,454,191,true,false
"SOL","2026-06-09T15:50:00Z","2026-06-09T15:59:56Z","2026-06-09T00:00:00Z",95,96,-1,1444,191,true,false
"BTC","2026-06-09T15:55:00Z","2026-06-09T16:04:54Z","2026-06-09T00:00:00Z",90,102,-12,158,192,true,false
"ETH","2026-06-09T15:55:00Z","2026-06-09T16:04:54Z","2026-06-09T00:00:00Z",93,99,-6,448,192,true,false
"SOL","2026-06-09T15:55:00Z","2026-06-09T16:04:54Z","2026-06-09T00:00:00Z",95,97,-2,1442,192,true,false
"BTC","2026-06-09T16:00:00Z","2026-06-09T16:09:55Z","2026-06-09T00:00:00Z",90,103,-13,145,193,true,false
"ETH","2026-06-09T16:00:00Z","2026-06-09T16:09:55Z","2026-06-09T00:00:00Z",93,100,-7,441,193,true,false
"SOL","2026-06-09T16:00:00Z","2026-06-09T16:09:55Z","2026-06-09T00:00:00Z",95,98,-3,1439,193,true,false
"BTC","2026-06-09T16:05:00Z","2026-06-09T16:14:56Z","2026-06-09T00:00:00Z",90,104,-14,131,194,true,false
"ETH","2026-06-09T16:05:00Z","2026-06-09T16:14:56Z","2026-06-09T00:00:00Z",93,101,-8,433,194,true,false
"SOL","2026-06-09T16:05:00Z","2026-06-09T16:14:56Z","2026-06-09T00:00:00Z",95,99,-4,1435,194,true,false
"BTC","2026-06-09T16:10:00Z","2026-06-09T16:19:07Z","2026-06-09T00:00:00Z",90,105,-15,116,195,true,false
"ETH","2026-06-09T16:10:00Z","2026-06-09T16:19:07Z","2026-06-09T00:00:00Z",94,101,-7,426,195,true,false
"SOL","2026-06-09T16:10:00Z","2026-06-09T16:19:07Z","2026-06-09T00:00:00Z",95,100,-5,1430,195,true,false
"BTC","2026-06-09T16:15:00Z","2026-06-09T16:24:38Z","2026-06-09T00:00:00Z",90,106,-16,100,196,true,false
"ETH","2026-06-09T16:15:00Z","2026-06-09T16:24:38Z","2026-06-09T00:00:00Z",94,102,-8,418,196,true,false
"SOL","2026-06-09T16:15:00Z","2026-06-09T16:24:38Z","2026-06-09T00:00:00Z",95,101,-6,1424,196,true,false
"BTC","2026-06-09T16:20:00Z","2026-06-09T16:29:58Z","2026-06-09T00:00:00Z",91,106,-15,85,197,true,false
"ETH","2026-06-09T16:20:00Z","2026-06-09T16:29:58Z","2026-06-09T00:00:00Z",95,102,-7,411,197,true,false
"SOL","2026-06-09T16:20:00Z","2026-06-09T16:29:58Z","2026-06-09T00:00:00Z",96,101,-5,1419,197,true,false
"BTC","2026-06-09T16:25:00Z","2026-06-09T16:34:58Z","2026-06-09T00:00:00Z",92,106,-14,71,198,true,false
"ETH","2026-06-09T16:25:00Z","2026-06-09T16:34:58Z","2026-06-09T00:00:00Z",96,102,-6,405,198,true,false
"SOL","2026-06-09T16:25:00Z","2026-06-09T16:34:58Z","2026-06-09T00:00:00Z",97,101,-4,1415,198,true,false
"BTC","2026-06-09T16:30:00Z","2026-06-09T16:39:59Z","2026-06-09T00:00:00Z",93,106,-13,58,199,true,false
"ETH","2026-06-09T16:30:00Z","2026-06-09T16:39:59Z","2026-06-09T00:00:00Z",97,102,-5,400,199,true,false
"SOL","2026-06-09T16:30:00Z","2026-06-09T16:39:59Z","2026-06-09T00:00:00Z",98,101,-3,1412,199,true,false
"BTC","2026-06-09T16:35:00Z","2026-06-09T16:44:57Z","2026-06-09T00:00:00Z",93,107,-14,44,200,true,false
"ETH","2026-06-09T16:35:00Z","2026-06-09T16:44:57Z","2026-06-09T00:00:00Z",97,103,-6,394,200,true,false
"SOL","2026-06-09T16:35:00Z","2026-06-09T16:44:57Z","2026-06-09T00:00:00Z",98,102,-4,1408,200,true,false
"BTC","2026-06-09T16:40:00Z","2026-06-09T16:49:18Z","2026-06-09T00:00:00Z",94,107,-13,31,201,true,false
"ETH","2026-06-09T16:40:00Z","2026-06-09T16:49:18Z","2026-06-09T00:00:00Z",98,103,-5,389,201,true,false
"SOL","2026-06-09T16:40:00Z","2026-06-09T16:49:18Z","2026-06-09T00:00:00Z",99,102,-3,1405,201,true,false
"BTC","2026-06-09T16:45:00Z","2026-06-09T16:54:43Z","2026-06-09T00:00:00Z",95,107,-12,19,202,true,false
"ETH","2026-06-09T16:45:00Z","2026-06-09T16:54:43Z","2026-06-09T00:00:00Z",99,103,-4,385,202,true,false
"SOL","2026-06-09T16:45:00Z","2026-06-09T16:54:43Z","2026-06-09T00:00:00Z",99,103,-4,1401,202,true,false
"BTC","2026-06-09T16:50:00Z","2026-06-09T16:59:47Z","2026-06-09T00:00:00Z",95,108,-13,6,203,true,false
"ETH","2026-06-09T16:50:00Z","2026-06-09T16:59:47Z","2026-06-09T00:00:00Z",99,104,-5,380,203,true,false
"SOL","2026-06-09T16:50:00Z","2026-06-09T16:59:47Z","2026-06-09T00:00:00Z",99,104,-5,1396,203,true,false
"BTC","2026-06-09T16:55:00Z","2026-06-09T17:04:59Z","2026-06-09T00:00:00Z",96,108,-12,-6,204,true,false
"ETH","2026-06-09T16:55:00Z","2026-06-09T17:04:59Z","2026-06-09T00:00:00Z",100,104,-4,376,204,true,false
"SOL","2026-06-09T16:55:00Z","2026-06-09T17:04:59Z","2026-06-09T00:00:00Z",100,104,-4,1392,204,true,false
"BTC","2026-06-09T17:00:00Z","2026-06-09T17:09:58Z","2026-06-09T00:00:00Z",97,108,-11,-17,205,true,false
"ETH","2026-06-09T17:00:00Z","2026-06-09T17:09:58Z","2026-06-09T00:00:00Z",101,104,-3,373,205,true,false
"SOL","2026-06-09T17:00:00Z","2026-06-09T17:09:58Z","2026-06-09T00:00:00Z",101,104,-3,1389,205,true,false
"BTC","2026-06-09T17:05:00Z","2026-06-09T17:14:57Z","2026-06-09T00:00:00Z",97,109,-12,-29,206,true,false
"ETH","2026-06-09T17:05:00Z","2026-06-09T17:14:57Z","2026-06-09T00:00:00Z",101,105,-4,369,206,true,false
"SOL","2026-06-09T17:05:00Z","2026-06-09T17:14:57Z","2026-06-09T00:00:00Z",101,105,-4,1385,206,true,false
"BTC","2026-06-09T17:10:00Z","2026-06-09T17:19:50Z","2026-06-09T00:00:00Z",98,109,-11,-40,207,true,false
"ETH","2026-06-09T17:10:00Z","2026-06-09T17:19:50Z","2026-06-09T00:00:00Z",102,105,-3,366,207,true,false
"SOL","2026-06-09T17:10:00Z","2026-06-09T17:19:50Z","2026-06-09T00:00:00Z",102,105,-3,1382,207,true,false
"BTC","2026-06-09T17:15:00Z","2026-06-09T17:24:56Z","2026-06-09T00:00:00Z",99,109,-10,-50,208,true,false
"ETH","2026-06-09T17:15:00Z","2026-06-09T17:24:56Z","2026-06-09T00:00:00Z",103,105,-2,364,208,true,false
"SOL","2026-06-09T17:15:00Z","2026-06-09T17:24:56Z","2026-06-09T00:00:00Z",103,105,-2,1380,208,true,false
"BTC","2026-06-09T17:20:00Z","2026-06-09T17:29:58Z","2026-06-09T00:00:00Z",99,110,-11,-61,209,true,false
"ETH","2026-06-09T17:20:00Z","2026-06-09T17:29:58Z","2026-06-09T00:00:00Z",103,106,-3,361,209,true,false
"SOL","2026-06-09T17:20:00Z","2026-06-09T17:29:58Z","2026-06-09T00:00:00Z",103,106,-3,1377,209,true,false
"BTC","2026-06-09T17:25:00Z","2026-06-09T17:34:31Z","2026-06-09T00:00:00Z",99,111,-12,-73,210,true,false
"ETH","2026-06-09T17:25:00Z","2026-06-09T17:34:31Z","2026-06-09T00:00:00Z",103,107,-4,357,210,true,false
"SOL","2026-06-09T17:25:00Z","2026-06-09T17:34:31Z","2026-06-09T00:00:00Z",103,107,-4,1373,210,true,false
"BTC","2026-06-09T17:30:00Z","2026-06-09T17:39:58Z","2026-06-09T00:00:00Z",100,111,-11,-84,211,true,false
"ETH","2026-06-09T17:30:00Z","2026-06-09T17:39:58Z","2026-06-09T00:00:00Z",104,107,-3,354,211,true,false
"SOL","2026-06-09T17:30:00Z","2026-06-09T17:39:58Z","2026-06-09T00:00:00Z",104,107,-3,1370,211,true,false
"BTC","2026-06-09T17:35:00Z","2026-06-09T17:44:58Z","2026-06-09T00:00:00Z",100,112,-12,-96,212,true,false
"ETH","2026-06-09T17:35:00Z","2026-06-09T17:44:58Z","2026-06-09T00:00:00Z",105,107,-2,352,212,true,false
"SOL","2026-06-09T17:35:00Z","2026-06-09T17:44:58Z","2026-06-09T00:00:00Z",104,108,-4,1366,212,true,false
"BTC","2026-06-09T17:40:00Z","2026-06-09T17:49:57Z","2026-06-09T00:00:00Z",100,113,-13,-109,213,true,false
