asset_symbol,market_start_utc,sampled_at_utc,counter_start_market_start_utc,up_count,down_count,diff,diff_count,processed_market_count,counter_initialized,history_fetch_failed
"BTC","2026-06-09T05:45:00Z","2026-06-09T05:54:59Z","2026-06-08T21:10:00Z",52,52,0,-138,104,true,false
"ETH","2026-06-09T05:45:00Z","2026-06-09T05:54:59Z","2026-06-08T21:10:00Z",51,53,-2,-186,104,true,false
"SOL","2026-06-09T05:45:00Z","2026-06-09T05:54:59Z","2026-06-08T21:10:00Z",56,48,8,-8,104,true,false
"BTC","2026-06-09T05:50:00Z","2026-06-09T05:59:58Z","2026-06-08T21:10:00Z",52,53,-1,-139,105,true,false
"ETH","2026-06-09T05:50:00Z","2026-06-09T05:59:58Z","2026-06-08T21:10:00Z",51,54,-3,-189,105,true,false
"SOL","2026-06-09T05:50:00Z","2026-06-09T05:59:58Z","2026-06-08T21:10:00Z",56,49,7,-1,105,true,false
"BTC","2026-06-09T05:55:00Z","2026-06-09T06:04:34Z","2026-06-08T21:10:00Z",52,54,-2,-141,106,true,false
"ETH","2026-06-09T05:55:00Z","2026-06-09T06:04:34Z","2026-06-08T21:10:00Z",51,55,-4,-193,106,true,false
"SOL","2026-06-09T05:55:00Z","2026-06-09T06:04:34Z","2026-06-08T21:10:00Z",56,50,6,5,106,true,false
"BTC","2026-06-09T06:00:00Z","2026-06-09T06:09:56Z","2026-06-08T21:10:00Z",53,54,-1,-142,107,true,false
"ETH","2026-06-09T06:00:00Z","2026-06-09T06:09:56Z","2026-06-08T21:10:00Z",52,55,-3,-196,107,true,false
"SOL","2026-06-09T06:00:00Z","2026-06-09T06:09:56Z","2026-06-08T21:10:00Z",57,50,7,12,107,true,false
"BTC","2026-06-09T06:05:00Z","2026-06-09T06:14:59Z","2026-06-08T21:10:00Z",53,55,-2,-144,108,true,false
"ETH","2026-06-09T06:05:00Z","2026-06-09T06:14:59Z","2026-06-08T21:10:00Z",53,55,-2,-198,108,true,false
"SOL","2026-06-09T06:05:00Z","2026-06-09T06:14:59Z","2026-06-08T21:10:00Z",57,51,6,18,108,true,false
"BTC","2026-06-09T06:10:00Z","2026-06-09T06:19:50Z","2026-06-08T21:10:00Z",54,55,-1,-145,109,true,false
"ETH","2026-06-09T06:10:00Z","2026-06-09T06:19:50Z","2026-06-08T21:10:00Z",54,55,-1,-199,109,true,false
"SOL","2026-06-09T06:10:00Z","2026-06-09T06:19:50Z","2026-06-08T21:10:00Z",58,51,7,25,109,true,false
"BTC","2026-06-09T06:15:00Z","2026-06-09T06:24:55Z","2026-06-08T21:10:00Z",55,55,0,-145,110,true,false
"ETH","2026-06-09T06:15:00Z","2026-06-09T06:24:55Z","2026-06-08T21:10:00Z",55,55,0,-199,110,true,false
"SOL","2026-06-09T06:15:00Z","2026-06-09T06:24:55Z","2026-06-08T21:10:00Z",59,51,8,33,110,true,false
"BTC","2026-06-09T06:20:00Z","2026-06-09T06:29:56Z","2026-06-08T21:10:00Z",55,56,-1,-146,111,true,false
"ETH","2026-06-09T06:20:00Z","2026-06-09T06:29:56Z","2026-06-08T21:10:00Z",55,56,-1,-200,111,true,false
"SOL","2026-06-09T06:20:00Z","2026-06-09T06:29:56Z","2026-06-08T21:10:00Z",59,52,7,40,111,true,false
"BTC","2026-06-09T06:25:00Z","2026-06-09T06:34:57Z","2026-06-08T21:10:00Z",56,56,0,-146,112,true,false
"ETH","2026-06-09T06:25:00Z","2026-06-09T06:34:57Z","2026-06-08T21:10:00Z",56,56,0,-200,112,true,false
"SOL","2026-06-09T06:25:00Z","2026-06-09T06:34:57Z","2026-06-08T21:10:00Z",60,52,8,48,112,true,false
"BTC","2026-06-09T06:30:00Z","2026-06-09T06:39:59Z","2026-06-08T21:10:00Z",56,57,-1,-147,113,true,false
"ETH","2026-06-09T06:30:00Z","2026-06-09T06:39:59Z","2026-06-08T21:10:00Z",56,57,-1,-201,113,true,false
"SOL","2026-06-09T06:30:00Z","2026-06-09T06:39:59Z","2026-06-08T21:10:00Z",60,53,7,55,113,true,false
"BTC","2026-06-09T06:35:00Z","2026-06-09T06:44:58Z","2026-06-08T21:10:00Z",57,57,0,-147,114,true,false
"ETH","2026-06-09T06:35:00Z","2026-06-09T06:44:58Z","2026-06-08T21:10:00Z",57,57,0,-201,114,true,false
"SOL","2026-06-09T06:35:00Z","2026-06-09T06:44:58Z","2026-06-08T21:10:00Z",61,53,8,63,114,true,false
"BTC","2026-06-09T06:40:00Z","2026-06-09T06:49:59Z","2026-06-08T21:10:00Z",57,58,-1,-148,115,true,false
"ETH","2026-06-09T06:40:00Z","2026-06-09T06:49:59Z","2026-06-08T21:10:00Z",57,58,-1,-202,115,true,false
"SOL","2026-06-09T06:40:00Z","2026-06-09T06:49:59Z","2026-06-08T21:10:00Z",61,54,7,70,115,true,false
"BTC","2026-06-09T06:45:00Z","2026-06-09T06:54:58Z","2026-06-08T21:10:00Z",57,59,-2,-150,116,true,false
"ETH","2026-06-09T06:45:00Z","2026-06-09T06:54:58Z","2026-06-08T21:10:00Z",57,59,-2,-204,116,true,false
"SOL","2026-06-09T06:45:00Z","2026-06-09T06:54:58Z","2026-06-08T21:10:00Z",61,55,6,76,116,true,false
"BTC","2026-06-09T06:50:00Z","2026-06-09T06:59:56Z","2026-06-08T21:10:00Z",57,60,-3,-153,117,true,false
"ETH","2026-06-09T06:50:00Z","2026-06-09T06:59:56Z","2026-06-08T21:10:00Z",57,60,-3,-207,117,true,false
"SOL","2026-06-09T06:50:00Z","2026-06-09T06:59:56Z","2026-06-08T21:10:00Z",61,56,5,81,117,true,false
"BTC","2026-06-09T06:55:00Z","2026-06-09T07:04:57Z","2026-06-09T00:00:00Z",42,42,0,56,84,true,false
"ETH","2026-06-09T06:55:00Z","2026-06-09T07:04:57Z","2026-06-09T00:00:00Z",42,42,0,-10,84,true,false
"SOL","2026-06-09T06:55:00Z","2026-06-09T07:04:57Z","2026-06-09T00:00:00Z",46,38,8,408,84,true,false
"BTC","2026-06-09T07:00:00Z","2026-06-09T07:09:55Z","2026-06-09T00:00:00Z",43,42,1,57,85,true,false
"ETH","2026-06-09T07:00:00Z","2026-06-09T07:09:55Z","2026-06-09T00:00:00Z",43,42,1,-9,85,true,false
"SOL","2026-06-09T07:00:00Z","2026-06-09T07:09:55Z","2026-06-09T00:00:00Z",47,38,9,417,85,true,false
"BTC","2026-06-09T07:05:00Z","2026-06-09T07:14:58Z","2026-06-09T00:00:00Z",44,42,2,59,86,true,false
"ETH","2026-06-09T07:05:00Z","2026-06-09T07:14:58Z","2026-06-09T00:00:00Z",44,42,2,-7,86,true,false
"SOL","2026-06-09T07:05:00Z","2026-06-09T07:14:58Z","2026-06-09T00:00:00Z",48,38,10,427,86,true,false
"BTC","2026-06-09T07:10:00Z","2026-06-09T07:19:59Z","2026-06-09T00:00:00Z",44,43,1,60,87,true,false
"ETH","2026-06-09T07:10:00Z","2026-06-09T07:19:59Z","2026-06-09T00:00:00Z",44,43,1,-6,87,true,false
"SOL","2026-06-09T07:10:00Z","2026-06-09T07:19:59Z","2026-06-09T00:00:00Z",48,39,9,436,87,true,false
"BTC","2026-06-09T07:15:00Z","2026-06-09T07:24:59Z","2026-06-09T00:00:00Z",45,43,2,62,88,true,false
"ETH","2026-06-09T07:15:00Z","2026-06-09T07:24:59Z","2026-06-09T00:00:00Z",45,43,2,-4,88,true,false
"SOL","2026-06-09T07:15:00Z","2026-06-09T07:24:59Z","2026-06-09T00:00:00Z",49,39,10,446,88,true,false
"BTC","2026-06-09T07:20:00Z","2026-06-09T07:29:58Z","2026-06-09T00:00:00Z",45,44,1,63,89,true,false
"ETH","2026-06-09T07:20:00Z","2026-06-09T07:29:58Z","2026-06-09T00:00:00Z",45,44,1,-3,89,true,false
"SOL","2026-06-09T07:20:00Z","2026-06-09T07:29:58Z","2026-06-09T00:00:00Z",49,40,9,455,89,true,false
"BTC","2026-06-09T07:25:00Z","2026-06-09T07:34:55Z","2026-06-09T00:00:00Z",45,45,0,63,90,true,false
"ETH","2026-06-09T07:25:00Z","2026-06-09T07:34:55Z","2026-06-09T00:00:00Z",45,45,0,-3,90,true,false
"SOL","2026-06-09T07:25:00Z","2026-06-09T07:34:55Z","2026-06-09T00:00:00Z",49,41,8,463,90,true,false
"BTC","2026-06-09T07:30:00Z","2026-06-09T07:39:59Z","2026-06-09T00:00:00Z",46,45,1,64,91,true,false
"ETH","2026-06-09T07:30:00Z","2026-06-09T07:39:59Z","2026-06-09T00:00:00Z",46,45,1,-2,91,true,false
"SOL","2026-06-09T07:30:00Z","2026-06-09T07:39:59Z","2026-06-09T00:00:00Z",50,41,9,472,91,true,false
"BTC","2026-06-09T07:35:00Z","2026-06-09T07:44:59Z","2026-06-09T00:00:00Z",47,45,2,66,92,true,false
"ETH","2026-06-09T07:35:00Z","2026-06-09T07:44:59Z","2026-06-09T00:00:00Z",47,45,2,0,92,true,false
"SOL","2026-06-09T07:35:00Z","2026-06-09T07:44:59Z","2026-06-09T00:00:00Z",51,41,10,482,92,true,false
"BTC","2026-06-09T07:40:00Z","2026-06-09T07:49:34Z","2026-06-09T00:00:00Z",48,45,3,69,93,true,false
"ETH","2026-06-09T07:40:00Z","2026-06-09T07:49:34Z","2026-06-09T00:00:00Z",47,46,1,1,93,true,false
"SOL","2026-06-09T07:40:00Z","2026-06-09T07:49:34Z","2026-06-09T00:00:00Z",51,42,9,491,93,true,false
"BTC","2026-06-09T07:45:00Z","2026-06-09T07:54:59Z","2026-06-09T00:00:00Z",48,46,2,71,94,true,false
"ETH","2026-06-09T07:45:00Z","2026-06-09T07:54:59Z","2026-06-09T00:00:00Z",47,47,0,1,94,true,false
"SOL","2026-06-09T07:45:00Z","2026-06-09T07:54:59Z","2026-06-09T00:00:00Z",51,43,8,499,94,true,false
"BTC","2026-06-09T07:50:00Z","2026-06-09T07:59:54Z","2026-06-09T00:00:00Z",49,46,3,74,95,true,false
"ETH","2026-06-09T07:50:00Z","2026-06-09T07:59:54Z","2026-06-09T00:00:00Z",48,47,1,2,95,true,false
"SOL","2026-06-09T07:50:00Z","2026-06-09T07:59:54Z","2026-06-09T00:00:00Z",52,43,9,508,95,true,false
"BTC","2026-06-09T07:55:00Z","2026-06-09T08:04:59Z","2026-06-09T00:00:00Z",49,47,2,76,96,true,false
"ETH","2026-06-09T07:55:00Z","2026-06-09T08:04:59Z","2026-06-09T00:00:00Z",48,48,0,2,96,true,false
"SOL","2026-06-09T07:55:00Z","2026-06-09T08:04:59Z","2026-06-09T00:00:00Z",52,44,8,516,96,true,false
"BTC","2026-06-09T08:00:00Z","2026-06-09T08:09:58Z","2026-06-09T00:00:00Z",49,48,1,77,97,true,false
"ETH","2026-06-09T08:00:00Z","2026-06-09T08:09:58Z","2026-06-09T00:00:00Z",48,49,-1,1,97,true,false
"SOL","2026-06-09T08:00:00Z","2026-06-09T08:09:58Z","2026-06-09T00:00:00Z",52,45,7,523,97,true,false
"BTC","2026-06-09T08:05:00Z","2026-06-09T08:14:58Z","2026-06-09T00:00:00Z",49,49,0,77,98,true,false
"ETH","2026-06-09T08:05:00Z","2026-06-09T08:14:58Z","2026-06-09T00:00:00Z",48,50,-2,-1,98,true,false
"SOL","2026-06-09T08:05:00Z","2026-06-09T08:14:58Z","2026-06-09T00:00:00Z",52,46,6,529,98,true,false
"BTC","2026-06-09T08:10:00Z","2026-06-09T08:19:33Z","2026-06-09T00:00:00Z",50,49,1,78,99,true,false
"ETH","2026-06-09T08:10:00Z","2026-06-09T08:19:33Z","2026-06-09T00:00:00Z",49,50,-1,-2,99,true,false
"SOL","2026-06-09T08:10:00Z","2026-06-09T08:19:33Z","2026-06-09T00:00:00Z",53,46,7,536,99,true,false
"BTC","2026-06-09T08:15:00Z","2026-06-09T08:24:59Z","2026-06-09T00:00:00Z",51,49,2,80,100,true,false
"ETH","2026-06-09T08:15:00Z","2026-06-09T08:24:59Z","2026-06-09T00:00:00Z",49,51,-2,-4,100,true,false
"SOL","2026-06-09T08:15:00Z","2026-06-09T08:24:59Z","2026-06-09T00:00:00Z",53,47,6,542,100,true,false
"BTC","2026-06-09T08:20:00Z","2026-06-09T08:29:56Z","2026-06-09T00:00:00Z",52,49,3,83,101,true,false
"ETH","2026-06-09T08:20:00Z","2026-06-09T08:29:56Z","2026-06-09T00:00:00Z",50,51,-1,-5,101,true,false
"SOL","2026-06-09T08:20:00Z","2026-06-09T08:29:56Z","2026-06-09T00:00:00Z",54,47,7,549,101,true,false
"BTC","2026-06-09T08:25:00Z","2026-06-09T08:34:55Z","2026-06-09T00:00:00Z",52,50,2,85,102,true,false
"ETH","2026-06-09T08:25:00Z","2026-06-09T08:34:55Z","2026-06-09T00:00:00Z",51,51,0,-5,102,true,false
"SOL","2026-06-09T08:25:00Z","2026-06-09T08:34:55Z","2026-06-09T00:00:00Z",55,47,8,557,102,true,false
"BTC","2026-06-09T08:30:00Z","2026-06-09T08:39:58Z","2026-06-09T00:00:00Z",53,50,3,88,103,true,false
"ETH","2026-06-09T08:30:00Z","2026-06-09T08:39:58Z","2026-06-09T00:00:00Z",52,51,1,-4,103,true,false
"SOL","2026-06-09T08:30:00Z","2026-06-09T08:39:58Z","2026-06-09T00:00:00Z",56,47,9,566,103,true,false
"BTC","2026-06-09T08:35:00Z","2026-06-09T08:44:58Z","2026-06-09T00:00:00Z",54,50,4,92,104,true,false
"ETH","2026-06-09T08:35:00Z","2026-06-09T08:44:58Z","2026-06-09T00:00:00Z",53,51,2,-2,104,true,false
"SOL","2026-06-09T08:35:00Z","2026-06-09T08:44:58Z","2026-06-09T00:00:00Z",57,47,10,576,104,true,false
"BTC","2026-06-09T08:40:00Z","2026-06-09T08:49:59Z","2026-06-09T00:00:00Z",55,50,5,97,105,true,false
"ETH","2026-06-09T08:40:00Z","2026-06-09T08:49:59Z","2026-06-09T00:00:00Z",53,52,1,-1,105,true,false
"SOL","2026-06-09T08:40:00Z","2026-06-09T08:49:59Z","2026-06-09T00:00:00Z",57,48,9,585,105,true,false
"BTC","2026-06-09T08:45:00Z","2026-06-09T08:54:58Z","2026-06-09T00:00:00Z",55,51,4,101,106,true,false
"ETH","2026-06-09T08:45:00Z","2026-06-09T08:54:58Z","2026-06-09T00:00:00Z",53,53,0,-1,106,true,false
"SOL","2026-06-09T08:45:00Z","2026-06-09T08:54:58Z","2026-06-09T00:00:00Z",57,49,8,593,106,true,false
"BTC","2026-06-09T08:50:00Z","2026-06-09T08:59:59Z","2026-06-09T00:00:00Z",56,51,5,106,107,true,false
"ETH","2026-06-09T08:50:00Z","2026-06-09T08:59:59Z","2026-06-09T00:00:00Z",54,53,1,0,107,true,false
"SOL","2026-06-09T08:50:00Z","2026-06-09T08:59:59Z","2026-06-09T00:00:00Z",58,49,9,602,107,true,false
"BTC","2026-06-09T08:55:00Z","2026-06-09T09:04:59Z","2026-06-09T00:00:00Z",56,52,4,110,108,true,false
"ETH","2026-06-09T08:55:00Z","2026-06-09T09:04:59Z","2026-06-09T00:00:00Z",54,54,0,0,108,true,false
"SOL","2026-06-09T08:55:00Z","2026-06-09T09:04:59Z","2026-06-09T00:00:00Z",58,50,8,610,108,true,false
"BTC","2026-06-09T09:00:00Z","2026-06-09T09:09:59Z","2026-06-09T00:00:00Z",56,53,3,113,109,true,false
"ETH","2026-06-09T09:00:00Z","2026-06-09T09:09:59Z","2026-06-09T00:00:00Z",55,54,1,1,109,true,false
"SOL","2026-06-09T09:00:00Z","2026-06-09T09:09:59Z","2026-06-09T00:00:00Z",59,50,9,619,109,true,false
"BTC","2026-06-09T09:05:00Z","2026-06-09T09:14:59Z","2026-06-09T00:00:00Z",56,54,2,115,110,true,false
"ETH","2026-06-09T09:05:00Z","2026-06-09T09:14:59Z","2026-06-09T00:00:00Z",55,55,0,1,110,true,false
"SOL","2026-06-09T09:05:00Z","2026-06-09T09:14:59Z","2026-06-09T00:00:00Z",59,51,8,627,110,true,false
"BTC","2026-06-09T09:10:00Z","2026-06-09T09:19:59Z","2026-06-09T00:00:00Z",57,54,3,118,111,true,false
"ETH","2026-06-09T09:10:00Z","2026-06-09T09:19:59Z","2026-06-09T00:00:00Z",56,55,1,2,111,true,false
"SOL","2026-06-09T09:10:00Z","2026-06-09T09:19:59Z","2026-06-09T00:00:00Z",60,51,9,636,111,true,false
"BTC","2026-06-09T09:15:00Z","2026-06-09T09:24:56Z","2026-06-09T00:00:00Z",58,54,4,122,112,true,false
"ETH","2026-06-09T09:15:00Z","2026-06-09T09:24:56Z","2026-06-09T00:00:00Z",57,55,2,4,112,true,false
"SOL","2026-06-09T09:15:00Z","2026-06-09T09:24:56Z","2026-06-09T00:00:00Z",61,51,10,646,112,true,false
"BTC","2026-06-09T09:20:00Z","2026-06-09T09:29:56Z","2026-06-09T00:00:00Z",58,55,3,125,113,true,false
"ETH","2026-06-09T09:20:00Z","2026-06-09T09:29:56Z","2026-06-09T00:00:00Z",57,56,1,5,113,true,false
"SOL","2026-06-09T09:20:00Z","2026-06-09T09:29:56Z","2026-06-09T00:00:00Z",61,52,9,655,113,true,false
"BTC","2026-06-09T09:25:00Z","2026-06-09T09:34:58Z","2026-06-09T00:00:00Z",58,56,2,127,114,true,false
"ETH","2026-06-09T09:25:00Z","2026-06-09T09:34:58Z","2026-06-09T00:00:00Z",57,57,0,5,114,true,false
"SOL","2026-06-09T09:25:00Z","2026-06-09T09:34:58Z","2026-06-09T00:00:00Z",61,53,8,663,114,true,false
"BTC","2026-06-09T09:30:00Z","2026-06-09T09:39:57Z","2026-06-09T00:00:00Z",58,57,1,128,115,true,false
"ETH","2026-06-09T09:30:00Z","2026-06-09T09:39:57Z","2026-06-09T00:00:00Z",58,57,1,50,115,true,false
"SOL","2026-06-09T09:30:00Z","2026-06-09T09:39:57Z","2026-06-09T00:00:00Z",62,53,9,716,115,true,false
"BTC","2026-06-09T09:35:00Z","2026-06-09T09:44:59Z","2026-06-09T00:00:00Z",58,58,0,128,116,true,false
"ETH","2026-06-09T09:35:00Z","2026-06-09T09:44:59Z","2026-06-09T00:00:00Z",58,58,0,50,116,true,false
"SOL","2026-06-09T09:35:00Z","2026-06-09T09:44:59Z","2026-06-09T00:00:00Z",62,54,8,724,116,true,false
"BTC","2026-06-09T09:40:00Z","2026-06-09T09:49:45Z","2026-06-09T00:00:00Z",59,58,1,129,117,true,false
"ETH","2026-06-09T09:40:00Z","2026-06-09T09:49:45Z","2026-06-09T00:00:00Z",59,58,1,51,117,true,false
"SOL","2026-06-09T09:40:00Z","2026-06-09T09:49:45Z","2026-06-09T00:00:00Z",63,54,9,733,117,true,false
"BTC","2026-06-09T09:45:00Z","2026-06-09T09:54:59Z","2026-06-09T00:00:00Z",59,59,0,129,118,true,false
"ETH","2026-06-09T09:45:00Z","2026-06-09T09:54:59Z","2026-06-09T00:00:00Z",60,58,2,53,118,true,false
"SOL","2026-06-09T09:45:00Z","2026-06-09T09:54:59Z","2026-06-09T00:00:00Z",64,54,10,743,118,true,false
"BTC","2026-06-09T09:50:00Z","2026-06-09T09:59:57Z","2026-06-09T00:00:00Z",60,59,1,130,119,true,false
"ETH","2026-06-09T09:50:00Z","2026-06-09T09:59:57Z","2026-06-09T00:00:00Z",61,58,3,56,119,true,false
"SOL","2026-06-09T09:50:00Z","2026-06-09T09:59:57Z","2026-06-09T00:00:00Z",64,55,9,752,119,true,false
"BTC","2026-06-09T09:55:00Z","2026-06-09T10:04:59Z","2026-06-09T00:00:00Z",61,59,2,132,120,true,false
"ETH","2026-06-09T09:55:00Z","2026-06-09T10:04:59Z","2026-06-09T00:00:00Z",62,58,4,60,120,true,false
"SOL","2026-06-09T09:55:00Z","2026-06-09T10:04:59Z","2026-06-09T00:00:00Z",65,55,10,762,120,true,false
"BTC","2026-06-09T10:00:00Z","2026-06-09T10:09:57Z","2026-06-09T00:00:00Z",62,59,3,135,121,true,false
"ETH","2026-06-09T10:00:00Z","2026-06-09T10:09:57Z","2026-06-09T00:00:00Z",63,58,5,65,121,true,false
"SOL","2026-06-09T10:00:00Z","2026-06-09T10:09:57Z","2026-06-09T00:00:00Z",66,55,11,773,121,true,false
"BTC","2026-06-09T10:05:00Z","2026-06-09T10:14:58Z","2026-06-09T00:00:00Z",62,60,2,137,122,true,false
"ETH","2026-06-09T10:05:00Z","2026-06-09T10:14:58Z","2026-06-09T00:00:00Z",63,59,4,69,122,true,false
"SOL","2026-06-09T10:05:00Z","2026-06-09T10:14:58Z","2026-06-09T00:00:00Z",66,56,10,783,122,true,false
"BTC","2026-06-09T10:10:00Z","2026-06-09T10:19:59Z","2026-06-09T00:00:00Z",63,60,3,140,123,true,false
"ETH","2026-06-09T10:10:00Z","2026-06-09T10:19:59Z","2026-06-09T00:00:00Z",64,59,5,74,123,true,false
"SOL","2026-06-09T10:10:00Z","2026-06-09T10:19:59Z","2026-06-09T00:00:00Z",67,56,11,794,123,true,false
"BTC","2026-06-09T10:15:00Z","2026-06-09T10:24:56Z","2026-06-09T00:00:00Z",63,61,2,142,124,true,false
"ETH","2026-06-09T10:15:00Z","2026-06-09T10:24:56Z","2026-06-09T00:00:00Z",64,60,4,78,124,true,false
"SOL","2026-06-09T10:15:00Z","2026-06-09T10:24:56Z","2026-06-09T00:00:00Z",67,57,10,804,124,true,false
"BTC","2026-06-09T10:20:00Z","2026-06-09T10:29:55Z","2026-06-09T00:00:00Z",63,62,1,143,125,true,false
"ETH","2026-06-09T10:20:00Z","2026-06-09T10:29:55Z","2026-06-09T00:00:00Z",65,60,5,83,125,true,false
"SOL","2026-06-09T10:20:00Z","2026-06-09T10:29:55Z","2026-06-09T00:00:00Z",67,58,9,813,125,true,false
"BTC","2026-06-09T10:25:00Z","2026-06-09T10:34:58Z","2026-06-09T00:00:00Z",64,62,2,145,126,true,false
"ETH","2026-06-09T10:25:00Z","2026-06-09T10:34:58Z","2026-06-09T00:00:00Z",66,60,6,89,126,true,false
"SOL","2026-06-09T10:25:00Z","2026-06-09T10:34:58Z","2026-06-09T00:00:00Z",68,58,10,823,126,true,false
"BTC","2026-06-09T10:30:00Z","2026-06-09T10:39:59Z","2026-06-09T00:00:00Z",64,63,1,146,127,true,false
"ETH","2026-06-09T10:30:00Z","2026-06-09T10:39:59Z","2026-06-09T00:00:00Z",66,61,5,94,127,true,false
"SOL","2026-06-09T10:30:00Z","2026-06-09T10:39:59Z","2026-06-09T00:00:00Z",68,59,9,832,127,true,false
"BTC","2026-06-09T10:35:00Z","2026-06-09T10:44:58Z","2026-06-09T00:00:00Z",65,63,2,148,128,true,false
"ETH","2026-06-09T10:35:00Z","2026-06-09T10:44:58Z","2026-06-09T00:00:00Z",67,61,6,100,128,true,false
"SOL","2026-06-09T10:35:00Z","2026-06-09T10:44:58Z","2026-06-09T00:00:00Z",69,59,10,842,128,true,false
"BTC","2026-06-09T10:40:00Z","2026-06-09T10:49:57Z","2026-06-09T00:00:00Z",66,63,3,151,129,true,false
"ETH","2026-06-09T10:40:00Z","2026-06-09T10:49:57Z","2026-06-09T00:00:00Z",68,61,7,107,129,true,false
"SOL","2026-06-09T10:40:00Z","2026-06-09T10:49:57Z","2026-06-09T00:00:00Z",70,59,11,853,129,true,false
"BTC","2026-06-09T10:45:00Z","2026-06-09T10:54:59Z","2026-06-09T00:00:00Z",66,64,2,153,130,true,false
"ETH","2026-06-09T10:45:00Z","2026-06-09T10:54:59Z","2026-06-09T00:00:00Z",69,61,8,115,130,true,false
"SOL","2026-06-09T10:45:00Z","2026-06-09T10:54:59Z","2026-06-09T00:00:00Z",71,59,12,865,130,true,false
"BTC","2026-06-09T10:50:00Z","2026-06-09T10:59:58Z","2026-06-09T00:00:00Z",67,64,3,156,131,true,false
"ETH","2026-06-09T10:50:00Z","2026-06-09T10:59:58Z","2026-06-09T00:00:00Z",70,61,9,124,131,true,false
"SOL","2026-06-09T10:50:00Z","2026-06-09T10:59:58Z","2026-06-09T00:00:00Z",72,59,13,878,131,true,false
"BTC","2026-06-09T10:55:00Z","2026-06-09T11:04:57Z","2026-06-09T00:00:00Z",68,64,4,160,132,true,false
"ETH","2026-06-09T10:55:00Z","2026-06-09T11:04:57Z","2026-06-09T00:00:00Z",71,61,10,134,132,true,false
"SOL","2026-06-09T10:55:00Z","2026-06-09T11:04:57Z","2026-06-09T00:00:00Z",73,59,14,892,132,true,false
"BTC","2026-06-09T11:00:00Z","2026-06-09T11:09:58Z","2026-06-09T00:00:00Z",68,65,3,163,133,true,false
"ETH","2026-06-09T11:00:00Z","2026-06-09T11:09:58Z","2026-06-09T00:00:00Z",71,62,9,143,133,true,false
"SOL","2026-06-09T11:00:00Z","2026-06-09T11:09:58Z","2026-06-09T00:00:00Z",73,60,13,905,133,true,false
"BTC","2026-06-09T11:05:00Z","2026-06-09T11:14:59Z","2026-06-09T00:00:00Z",69,65,4,167,134,true,false
"ETH","2026-06-09T11:05:00Z","2026-06-09T11:14:59Z","2026-06-09T00:00:00Z",72,62,10,153,134,true,false
"SOL","2026-06-09T11:05:00Z","2026-06-09T11:14:59Z","2026-06-09T00:00:00Z",74,60,14,919,134,true,false
"BTC","2026-06-09T11:10:00Z","2026-06-09T11:19:59Z","2026-06-09T00:00:00Z",69,66,3,170,135,true,false
"ETH","2026-06-09T11:10:00Z","2026-06-09T11:19:59Z","2026-06-09T00:00:00Z",72,63,9,162,135,true,false
"SOL","2026-06-09T11:10:00Z","2026-06-09T11:19:59Z","2026-06-09T00:00:00Z",74,61,13,932,135,true,false
"BTC","2026-06-09T11:15:00Z","2026-06-09T11:24:57Z","2026-06-09T00:00:00Z",70,66,4,174,136,true,false
"ETH","2026-06-09T11:15:00Z","2026-06-09T11:24:57Z","2026-06-09T00:00:00Z",72,64,8,170,136,true,false
"SOL","2026-06-09T11:15:00Z","2026-06-09T11:24:57Z","2026-06-09T00:00:00Z",75,61,14,946,136,true,false
"BTC","2026-06-09T11:20:00Z","2026-06-09T11:29:55Z","2026-06-09T00:00:00Z",71,66,5,179,137,true,false
"ETH","2026-06-09T11:20:00Z","2026-06-09T11:29:55Z","2026-06-09T00:00:00Z",73,64,9,179,137,true,false
"SOL","2026-06-09T11:20:00Z","2026-06-09T11:29:55Z","2026-06-09T00:00:00Z",75,62,13,959,137,true,false
"BTC","2026-06-09T11:25:00Z","2026-06-09T11:34:56Z","2026-06-09T00:00:00Z",71,67,4,183,138,true,false
"ETH","2026-06-09T11:25:00Z","2026-06-09T11:34:56Z","2026-06-09T00:00:00Z",74,64,10,189,138,true,false
"SOL","2026-06-09T11:25:00Z","2026-06-09T11:34:56Z","2026-06-09T00:00:00Z",75,63,12,971,138,true,false
"BTC","2026-06-09T11:30:00Z","2026-06-09T11:39:57Z","2026-06-09T00:00:00Z",72,67,5,188,139,true,false
"ETH","2026-06-09T11:30:00Z","2026-06-09T11:39:57Z","2026-06-09T00:00:00Z",75,64,11,200,139,true,false
"SOL","2026-06-09T11:30:00Z","2026-06-09T11:39:57Z","2026-06-09T00:00:00Z",76,63,13,984,139,true,false
"BTC","2026-06-09T11:35:00Z","2026-06-09T11:44:58Z","2026-06-09T00:00:00Z",72,68,4,192,140,true,false
"ETH","2026-06-09T11:35:00Z","2026-06-09T11:44:58Z","2026-06-09T00:00:00Z",75,65,10,210,140,true,false
"SOL","2026-06-09T11:35:00Z","2026-06-09T11:44:58Z","2026-06-09T00:00:00Z",77,63,14,998,140,true,false
"BTC","2026-06-09T11:40:00Z","2026-06-09T11:49:59Z","2026-06-09T00:00:00Z",73,68,5,197,141,true,false
"ETH","2026-06-09T11:40:00Z","2026-06-09T11:49:59Z","2026-06-09T00:00:00Z",76,65,11,221,141,true,false
"SOL","2026-06-09T11:40:00Z","2026-06-09T11:49:59Z","2026-06-09T00:00:00Z",78,63,15,1013,141,true,false
