asset_symbol	market_start_utc	sampled_at_utc	counter_start_market_start_utc	up_count	down_count	diff	diff_count	processed_market_count	counter_initialized	last_included_market_start_utc	high_water_market_start_utc	history_fetch_failed
ETH	2026-06-09T03:50:00Z	2026-06-09T03:59:58.390Z	2026-06-08T21:10:00Z	41	40	1	-169	81	True	2026-06-09T03:50:00Z	2026-06-09T03:50:00Z	False
SOL	2026-06-09T03:50:00Z	2026-06-09T03:59:58.390Z	2026-06-08T21:10:00Z	44	37	7	-181	81	True	2026-06-09T03:50:00Z	2026-06-09T03:50:00Z	False
BTC	2026-06-09T03:55:00Z	2026-06-09T04:04:58.438Z	2026-06-08T21:10:00Z	42	40	2	-131	82	True	2026-06-09T03:55:00Z	2026-06-09T03:55:00Z	False
ETH	2026-06-09T03:55:00Z	2026-06-09T04:04:58.438Z	2026-06-08T21:10:00Z	42	40	2	-167	82	True	2026-06-09T03:55:00Z	2026-06-09T03:55:00Z	False
SOL	2026-06-09T03:55:00Z	2026-06-09T04:04:58.438Z	2026-06-08T21:10:00Z	45	37	8	-173	82	True	2026-06-09T03:55:00Z	2026-06-09T03:55:00Z	False
BTC	2026-06-09T04:00:00Z	2026-06-09T04:09:59.978Z	2026-06-08T21:10:00Z	42	41	1	-130	83	True	2026-06-09T04:00:00Z	2026-06-09T04:00:00Z	False
ETH	2026-06-09T04:00:00Z	2026-06-09T04:09:59.978Z	2026-06-08T21:10:00Z	42	41	1	-166	83	True	2026-06-09T04:00:00Z	2026-06-09T04:00:00Z	False
SOL	2026-06-09T04:00:00Z	2026-06-09T04:09:59.978Z	2026-06-08T21:10:00Z	45	38	7	-166	83	True	2026-06-09T04:00:00Z	2026-06-09T04:00:00Z	False
BTC	2026-06-09T04:05:00Z	2026-06-09T04:14:53.784Z	2026-06-08T21:10:00Z	43	41	2	-128	84	True	2026-06-09T04:05:00Z	2026-06-09T04:05:00Z	False
ETH	2026-06-09T04:05:00Z	2026-06-09T04:14:53.784Z	2026-06-08T21:10:00Z	43	41	2	-164	84	True	2026-06-09T04:05:00Z	2026-06-09T04:05:00Z	False
SOL	2026-06-09T04:05:00Z	2026-06-09T04:14:53.784Z	2026-06-08T21:10:00Z	46	38	8	-158	84	True	2026-06-09T04:05:00Z	2026-06-09T04:05:00Z	False
BTC	2026-06-09T04:10:00Z	2026-06-09T04:19:59.078Z	2026-06-08T21:10:00Z	43	42	1	-127	85	True	2026-06-09T04:10:00Z	2026-06-09T04:10:00Z	False
ETH	2026-06-09T04:10:00Z	2026-06-09T04:19:59.078Z	2026-06-08T21:10:00Z	43	42	1	-163	85	True	2026-06-09T04:10:00Z	2026-06-09T04:10:00Z	False
SOL	2026-06-09T04:10:00Z	2026-06-09T04:19:59.078Z	2026-06-08T21:10:00Z	47	38	9	-149	85	True	2026-06-09T04:10:00Z	2026-06-09T04:10:00Z	False
BTC	2026-06-09T04:15:00Z	2026-06-09T04:24:57.892Z	2026-06-08T21:10:00Z	43	43	0	-127	86	True	2026-06-09T04:15:00Z	2026-06-09T04:15:00Z	False
ETH	2026-06-09T04:15:00Z	2026-06-09T04:24:57.892Z	2026-06-08T21:10:00Z	43	43	0	-163	86	True	2026-06-09T04:15:00Z	2026-06-09T04:15:00Z	False
SOL	2026-06-09T04:15:00Z	2026-06-09T04:24:57.892Z	2026-06-08T21:10:00Z	47	39	8	-141	86	True	2026-06-09T04:15:00Z	2026-06-09T04:15:00Z	False
BTC	2026-06-09T04:20:00Z	2026-06-09T04:29:57.644Z	2026-06-08T21:10:00Z	43	44	-1	-128	87	True	2026-06-09T04:20:00Z	2026-06-09T04:20:00Z	False
ETH	2026-06-09T04:20:00Z	2026-06-09T04:29:57.644Z	2026-06-08T21:10:00Z	43	44	-1	-164	87	True	2026-06-09T04:20:00Z	2026-06-09T04:20:00Z	False
SOL	2026-06-09T04:20:00Z	2026-06-09T04:29:57.644Z	2026-06-08T21:10:00Z	47	40	7	-134	87	True	2026-06-09T04:20:00Z	2026-06-09T04:20:00Z	False
BTC	2026-06-09T04:25:00Z	2026-06-09T04:34:47.168Z	2026-06-08T21:10:00Z	43	45	-2	-130	88	True	2026-06-09T04:25:00Z	2026-06-09T04:25:00Z	False
ETH	2026-06-09T04:25:00Z	2026-06-09T04:34:47.168Z	2026-06-08T21:10:00Z	43	45	-2	-166	88	True	2026-06-09T04:25:00Z	2026-06-09T04:25:00Z	False
SOL	2026-06-09T04:25:00Z	2026-06-09T04:34:47.168Z	2026-06-08T21:10:00Z	47	41	6	-128	88	True	2026-06-09T04:25:00Z	2026-06-09T04:25:00Z	False
BTC	2026-06-09T04:30:00Z	2026-06-09T04:39:57.975Z	2026-06-08T21:10:00Z	44	45	-1	-131	89	True	2026-06-09T04:30:00Z	2026-06-09T04:30:00Z	False
ETH	2026-06-09T04:30:00Z	2026-06-09T04:39:57.975Z	2026-06-08T21:10:00Z	44	45	-1	-167	89	True	2026-06-09T04:30:00Z	2026-06-09T04:30:00Z	False
SOL	2026-06-09T04:30:00Z	2026-06-09T04:39:57.975Z	2026-06-08T21:10:00Z	48	41	7	-121	89	True	2026-06-09T04:30:00Z	2026-06-09T04:30:00Z	False
BTC	2026-06-09T04:35:00Z	2026-06-09T04:44:58.595Z	2026-06-08T21:10:00Z	45	45	0	-131	90	True	2026-06-09T04:35:00Z	2026-06-09T04:35:00Z	False
ETH	2026-06-09T04:35:00Z	2026-06-09T04:44:58.595Z	2026-06-08T21:10:00Z	45	45	0	-167	90	True	2026-06-09T04:35:00Z	2026-06-09T04:35:00Z	False
SOL	2026-06-09T04:35:00Z	2026-06-09T04:44:58.595Z	2026-06-08T21:10:00Z	49	41	8	-113	90	True	2026-06-09T04:35:00Z	2026-06-09T04:35:00Z	False
BTC	2026-06-09T04:40:00Z	2026-06-09T04:49:53.671Z	2026-06-08T21:10:00Z	45	46	-1	-132	91	True	2026-06-09T04:40:00Z	2026-06-09T04:40:00Z	False
ETH	2026-06-09T04:40:00Z	2026-06-09T04:49:53.671Z	2026-06-08T21:10:00Z	45	46	-1	-168	91	True	2026-06-09T04:40:00Z	2026-06-09T04:40:00Z	False
SOL	2026-06-09T04:40:00Z	2026-06-09T04:49:53.671Z	2026-06-08T21:10:00Z	49	42	7	-106	91	True	2026-06-09T04:40:00Z	2026-06-09T04:40:00Z	False
BTC	2026-06-09T04:45:00Z	2026-06-09T04:54:57.321Z	2026-06-08T21:10:00Z	46	46	0	-132	92	True	2026-06-09T04:45:00Z	2026-06-09T04:45:00Z	False
ETH	2026-06-09T04:45:00Z	2026-06-09T04:54:57.321Z	2026-06-08T21:10:00Z	46	46	0	-168	92	True	2026-06-09T04:45:00Z	2026-06-09T04:45:00Z	False
SOL	2026-06-09T04:45:00Z	2026-06-09T04:54:57.321Z	2026-06-08T21:10:00Z	50	42	8	-98	92	True	2026-06-09T04:45:00Z	2026-06-09T04:45:00Z	False
BTC	2026-06-09T04:50:00Z	2026-06-09T04:59:59.665Z	2026-06-08T21:10:00Z	46	47	-1	-133	93	True	2026-06-09T04:50:00Z	2026-06-09T04:50:00Z	False
ETH	2026-06-09T04:50:00Z	2026-06-09T04:59:59.665Z	2026-06-08T21:10:00Z	46	47	-1	-169	93	True	2026-06-09T04:50:00Z	2026-06-09T04:50:00Z	False
SOL	2026-06-09T04:50:00Z	2026-06-09T04:59:59.665Z	2026-06-08T21:10:00Z	50	43	7	-91	93	True	2026-06-09T04:50:00Z	2026-06-09T04:50:00Z	False
BTC	2026-06-09T04:55:00Z	2026-06-09T05:04:50.754Z	2026-06-08T21:10:00Z	46	48	-2	-135	94	True	2026-06-09T04:55:00Z	2026-06-09T04:55:00Z	False
ETH	2026-06-09T04:55:00Z	2026-06-09T05:04:50.754Z	2026-06-08T21:10:00Z	46	48	-2	-171	94	True	2026-06-09T04:55:00Z	2026-06-09T04:55:00Z	False
SOL	2026-06-09T04:55:00Z	2026-06-09T05:04:50.754Z	2026-06-08T21:10:00Z	50	44	6	-85	94	True	2026-06-09T04:55:00Z	2026-06-09T04:55:00Z	False
BTC	2026-06-09T05:00:00Z	2026-06-09T05:09:51.055Z	2026-06-08T21:10:00Z	47	48	-1	-136	95	True	2026-06-09T05:00:00Z	2026-06-09T05:00:00Z	False
ETH	2026-06-09T05:00:00Z	2026-06-09T05:09:51.055Z	2026-06-08T21:10:00Z	47	48	-1	-172	95	True	2026-06-09T05:00:00Z	2026-06-09T05:00:00Z	False
SOL	2026-06-09T05:00:00Z	2026-06-09T05:09:51.055Z	2026-06-08T21:10:00Z	51	44	7	-78	95	True	2026-06-09T05:00:00Z	2026-06-09T05:00:00Z	False
BTC	2026-06-09T05:05:00Z	2026-06-09T05:14:59.135Z	2026-06-08T21:10:00Z	47	49	-2	-138	96	True	2026-06-09T05:05:00Z	2026-06-09T05:05:00Z	False
ETH	2026-06-09T05:05:00Z	2026-06-09T05:14:59.135Z	2026-06-08T21:10:00Z	47	49	-2	-174	96	True	2026-06-09T05:05:00Z	2026-06-09T05:05:00Z	False
SOL	2026-06-09T05:05:00Z	2026-06-09T05:14:59.135Z	2026-06-08T21:10:00Z	51	45	6	-72	96	True	2026-06-09T05:05:00Z	2026-06-09T05:05:00Z	False
BTC	2026-06-09T05:10:00Z	2026-06-09T05:19:58.544Z	2026-06-08T21:10:00Z	48	49	-1	-139	97	True	2026-06-09T05:10:00Z	2026-06-09T05:10:00Z	False
ETH	2026-06-09T05:10:00Z	2026-06-09T05:19:58.544Z	2026-06-08T21:10:00Z	48	49	-1	-175	97	True	2026-06-09T05:10:00Z	2026-06-09T05:10:00Z	False
SOL	2026-06-09T05:10:00Z	2026-06-09T05:19:58.544Z	2026-06-08T21:10:00Z	52	45	7	-65	97	True	2026-06-09T05:10:00Z	2026-06-09T05:10:00Z	False
BTC	2026-06-09T05:15:00Z	2026-06-09T05:24:55.255Z	2026-06-08T21:10:00Z	49	49	0	-139	98	True	2026-06-09T05:15:00Z	2026-06-09T05:15:00Z	False
ETH	2026-06-09T05:15:00Z	2026-06-09T05:24:55.255Z	2026-06-08T21:10:00Z	49	49	0	-175	98	True	2026-06-09T05:15:00Z	2026-06-09T05:15:00Z	False
SOL	2026-06-09T05:15:00Z	2026-06-09T05:24:55.255Z	2026-06-08T21:10:00Z	53	45	8	-57	98	True	2026-06-09T05:15:00Z	2026-06-09T05:15:00Z	False
BTC	2026-06-09T05:20:00Z	2026-06-09T05:29:55.030Z	2026-06-08T21:10:00Z	50	49	1	-138	99	True	2026-06-09T05:20:00Z	2026-06-09T05:20:00Z	False
ETH	2026-06-09T05:20:00Z	2026-06-09T05:29:55.030Z	2026-06-08T21:10:00Z	49	50	-1	-176	99	True	2026-06-09T05:20:00Z	2026-06-09T05:20:00Z	False
SOL	2026-06-09T05:20:00Z	2026-06-09T05:29:55.030Z	2026-06-08T21:10:00Z	54	45	9	-48	99	True	2026-06-09T05:20:00Z	2026-06-09T05:20:00Z	False
BTC	2026-06-09T05:25:00Z	2026-06-09T05:34:59.591Z	2026-06-08T21:10:00Z	50	50	0	-138	100	True	2026-06-09T05:25:00Z	2026-06-09T05:25:00Z	False
ETH	2026-06-09T05:25:00Z	2026-06-09T05:34:59.591Z	2026-06-08T21:10:00Z	49	51	-2	-178	100	True	2026-06-09T05:25:00Z	2026-06-09T05:25:00Z	False
SOL	2026-06-09T05:25:00Z	2026-06-09T05:34:59.591Z	2026-06-08T21:10:00Z	54	46	8	-40	100	True	2026-06-09T05:25:00Z	2026-06-09T05:25:00Z	False
BTC	2026-06-09T05:30:00Z	2026-06-09T05:39:53.390Z	2026-06-08T21:10:00Z	51	50	1	-137	101	True	2026-06-09T05:30:00Z	2026-06-09T05:30:00Z	False
ETH	2026-06-09T05:30:00Z	2026-06-09T05:39:53.390Z	2026-06-08T21:10:00Z	50	51	-1	-179	101	True	2026-06-09T05:30:00Z	2026-06-09T05:30:00Z	False
SOL	2026-06-09T05:30:00Z	2026-06-09T05:39:53.390Z	2026-06-08T21:10:00Z	55	46	9	-31	101	True	2026-06-09T05:30:00Z	2026-06-09T05:30:00Z	False
BTC	2026-06-09T05:35:00Z	2026-06-09T05:44:56.552Z	2026-06-08T21:10:00Z	51	51	0	-137	102	True	2026-06-09T05:35:00Z	2026-06-09T05:35:00Z	False
ETH	2026-06-09T05:35:00Z	2026-06-09T05:44:56.552Z	2026-06-08T21:10:00Z	50	52	-2	-181	102	True	2026-06-09T05:35:00Z	2026-06-09T05:35:00Z	False
SOL	2026-06-09T05:35:00Z	2026-06-09T05:44:56.552Z	2026-06-08T21:10:00Z	55	47	8	-23	102	True	2026-06-09T05:35:00Z	2026-06-09T05:35:00Z	False
BTC	2026-06-09T05:40:00Z	2026-06-09T05:49:51.297Z	2026-06-08T21:10:00Z	51	52	-1	-138	103	True	2026-06-09T05:40:00Z	2026-06-09T05:40:00Z	False
ETH	2026-06-09T05:40:00Z	2026-06-09T05:49:51.297Z	2026-06-08T21:10:00Z	50	53	-3	-184	103	True	2026-06-09T05:40:00Z	2026-06-09T05:40:00Z	False
SOL	2026-06-09T05:40:00Z	2026-06-09T05:49:51.297Z	2026-06-08T21:10:00Z	55	48	7	-16	103	True	2026-06-09T05:40:00Z	2026-06-09T05:40:00Z	False
BTC	2026-06-09T05:45:00Z	2026-06-09T05:54:59.787Z	2026-06-08T21:10:00Z	52	52	0	-138	104	True	2026-06-09T05:45:00Z	2026-06-09T05:45:00Z	False
ETH	2026-06-09T05:45:00Z	2026-06-09T05:54:59.787Z	2026-06-08T21:10:00Z	51	53	-2	-186	104	True	2026-06-09T05:45:00Z	2026-06-09T05:45:00Z	False
SOL	2026-06-09T05:45:00Z	2026-06-09T05:54:59.787Z	2026-06-08T21:10:00Z	56	48	8	-8	104	True	2026-06-09T05:45:00Z	2026-06-09T05:45:00Z	False
BTC	2026-06-09T05:50:00Z	2026-06-09T05:59:58.770Z	2026-06-08T21:10:00Z	52	53	-1	-139	105	True	2026-06-09T05:50:00Z	2026-06-09T05:50:00Z	False
ETH	2026-06-09T05:50:00Z	2026-06-09T05:59:58.770Z	2026-06-08T21:10:00Z	51	54	-3	-189	105	True	2026-06-09T05:50:00Z	2026-06-09T05:50:00Z	False
SOL	2026-06-09T05:50:00Z	2026-06-09T05:59:58.770Z	2026-06-08T21:10:00Z	56	49	7	-1	105	True	2026-06-09T05:50:00Z	2026-06-09T05:50:00Z	False
BTC	2026-06-09T05:55:00Z	2026-06-09T06:04:34.896Z	2026-06-08T21:10:00Z	52	54	-2	-141	106	True	2026-06-09T05:55:00Z	2026-06-09T05:55:00Z	False
ETH	2026-06-09T05:55:00Z	2026-06-09T06:04:34.896Z	2026-06-08T21:10:00Z	51	55	-4	-193	106	True	2026-06-09T05:55:00Z	2026-06-09T05:55:00Z	False
SOL	2026-06-09T05:55:00Z	2026-06-09T06:04:34.896Z	2026-06-08T21:10:00Z	56	50	6	5	106	True	2026-06-09T05:55:00Z	2026-06-09T05:55:00Z	False
BTC	2026-06-09T06:00:00Z	2026-06-09T06:09:56.972Z	2026-06-08T21:10:00Z	53	54	-1	-142	107	True	2026-06-09T06:00:00Z	2026-06-09T06:00:00Z	False
ETH	2026-06-09T06:00:00Z	2026-06-09T06:09:56.972Z	2026-06-08T21:10:00Z	52	55	-3	-196	107	True	2026-06-09T06:00:00Z	2026-06-09T06:00:00Z	False
SOL	2026-06-09T06:00:00Z	2026-06-09T06:09:56.972Z	2026-06-08T21:10:00Z	57	50	7	12	107	True	2026-06-09T06:00:00Z	2026-06-09T06:00:00Z	False
BTC	2026-06-09T06:05:00Z	2026-06-09T06:14:59.995Z	2026-06-08T21:10:00Z	53	55	-2	-144	108	True	2026-06-09T06:05:00Z	2026-06-09T06:05:00Z	False
ETH	2026-06-09T06:05:00Z	2026-06-09T06:14:59.995Z	2026-06-08T21:10:00Z	53	55	-2	-198	108	True	2026-06-09T06:05:00Z	2026-06-09T06:05:00Z	False
SOL	2026-06-09T06:05:00Z	2026-06-09T06:14:59.995Z	2026-06-08T21:10:00Z	57	51	6	18	108	True	2026-06-09T06:05:00Z	2026-06-09T06:05:00Z	False
BTC	2026-06-09T06:10:00Z	2026-06-09T06:19:50.796Z	2026-06-08T21:10:00Z	54	55	-1	-145	109	True	2026-06-09T06:10:00Z	2026-06-09T06:10:00Z	False
ETH	2026-06-09T06:10:00Z	2026-06-09T06:19:50.796Z	2026-06-08T21:10:00Z	54	55	-1	-199	109	True	2026-06-09T06:10:00Z	2026-06-09T06:10:00Z	False
SOL	2026-06-09T06:10:00Z	2026-06-09T06:19:50.796Z	2026-06-08T21:10:00Z	58	51	7	25	109	True	2026-06-09T06:10:00Z	2026-06-09T06:10:00Z	False
BTC	2026-06-09T06:15:00Z	2026-06-09T06:24:55.993Z	2026-06-08T21:10:00Z	55	55	0	-145	110	True	2026-06-09T06:15:00Z	2026-06-09T06:15:00Z	False
ETH	2026-06-09T06:15:00Z	2026-06-09T06:24:55.993Z	2026-06-08T21:10:00Z	55	55	0	-199	110	True	2026-06-09T06:15:00Z	2026-06-09T06:15:00Z	False
SOL	2026-06-09T06:15:00Z	2026-06-09T06:24:55.993Z	2026-06-08T21:10:00Z	59	51	8	33	110	True	2026-06-09T06:15:00Z	2026-06-09T06:15:00Z	False
BTC	2026-06-09T06:20:00Z	2026-06-09T06:29:56.029Z	2026-06-08T21:10:00Z	55	56	-1	-146	111	True	2026-06-09T06:20:00Z	2026-06-09T06:20:00Z	False
ETH	2026-06-09T06:20:00Z	2026-06-09T06:29:56.029Z	2026-06-08T21:10:00Z	55	56	-1	-200	111	True	2026-06-09T06:20:00Z	2026-06-09T06:20:00Z	False
SOL	2026-06-09T06:20:00Z	2026-06-09T06:29:56.029Z	2026-06-08T21:10:00Z	59	52	7	40	111	True	2026-06-09T06:20:00Z	2026-06-09T06:20:00Z	False
BTC	2026-06-09T06:25:00Z	2026-06-09T06:34:57.591Z	2026-06-08T21:10:00Z	56	56	0	-146	112	True	2026-06-09T06:25:00Z	2026-06-09T06:25:00Z	False
ETH	2026-06-09T06:25:00Z	2026-06-09T06:34:57.591Z	2026-06-08T21:10:00Z	56	56	0	-200	112	True	2026-06-09T06:25:00Z	2026-06-09T06:25:00Z	False
SOL	2026-06-09T06:25:00Z	2026-06-09T06:34:57.591Z	2026-06-08T21:10:00Z	60	52	8	48	112	True	2026-06-09T06:25:00Z	2026-06-09T06:25:00Z	False
BTC	2026-06-09T06:30:00Z	2026-06-09T06:39:59.131Z	2026-06-08T21:10:00Z	56	57	-1	-147	113	True	2026-06-09T06:30:00Z	2026-06-09T06:30:00Z	False
ETH	2026-06-09T06:30:00Z	2026-06-09T06:39:59.131Z	2026-06-08T21:10:00Z	56	57	-1	-201	113	True	2026-06-09T06:30:00Z	2026-06-09T06:30:00Z	False
SOL	2026-06-09T06:30:00Z	2026-06-09T06:39:59.131Z	2026-06-08T21:10:00Z	60	53	7	55	113	True	2026-06-09T06:30:00Z	2026-06-09T06:30:00Z	False
BTC	2026-06-09T06:35:00Z	2026-06-09T06:44:58.329Z	2026-06-08T21:10:00Z	57	57	0	-147	114	True	2026-06-09T06:35:00Z	2026-06-09T06:35:00Z	False
ETH	2026-06-09T06:35:00Z	2026-06-09T06:44:58.329Z	2026-06-08T21:10:00Z	57	57	0	-201	114	True	2026-06-09T06:35:00Z	2026-06-09T06:35:00Z	False
SOL	2026-06-09T06:35:00Z	2026-06-09T06:44:58.329Z	2026-06-08T21:10:00Z	61	53	8	63	114	True	2026-06-09T06:35:00Z	2026-06-09T06:35:00Z	False
BTC	2026-06-09T06:40:00Z	2026-06-09T06:49:59.028Z	2026-06-08T21:10:00Z	57	58	-1	-148	115	True	2026-06-09T06:40:00Z	2026-06-09T06:40:00Z	False
ETH	2026-06-09T06:40:00Z	2026-06-09T06:49:59.028Z	2026-06-08T21:10:00Z	57	58	-1	-202	115	True	2026-06-09T06:40:00Z	2026-06-09T06:40:00Z	False
SOL	2026-06-09T06:40:00Z	2026-06-09T06:49:59.028Z	2026-06-08T21:10:00Z	61	54	7	70	115	True	2026-06-09T06:40:00Z	2026-06-09T06:40:00Z	False
BTC	2026-06-09T06:45:00Z	2026-06-09T06:54:58.529Z	2026-06-08T21:10:00Z	57	59	-2	-150	116	True	2026-06-09T06:45:00Z	2026-06-09T06:45:00Z	False
ETH	2026-06-09T06:45:00Z	2026-06-09T06:54:58.529Z	2026-06-08T21:10:00Z	57	59	-2	-204	116	True	2026-06-09T06:45:00Z	2026-06-09T06:45:00Z	False
SOL	2026-06-09T06:45:00Z	2026-06-09T06:54:58.529Z	2026-06-08T21:10:00Z	61	55	6	76	116	True	2026-06-09T06:45:00Z	2026-06-09T06:45:00Z	False
BTC	2026-06-09T06:50:00Z	2026-06-09T06:59:56.317Z	2026-06-08T21:10:00Z	57	60	-3	-153	117	True	2026-06-09T06:50:00Z	2026-06-09T06:50:00Z	False
ETH	2026-06-09T06:50:00Z	2026-06-09T06:59:56.317Z	2026-06-08T21:10:00Z	57	60	-3	-207	117	True	2026-06-09T06:50:00Z	2026-06-09T06:50:00Z	False
SOL	2026-06-09T06:50:00Z	2026-06-09T06:59:56.317Z	2026-06-08T21:10:00Z	61	56	5	81	117	True	2026-06-09T06:50:00Z	2026-06-09T06:50:00Z	False
BTC	2026-06-09T06:55:00Z	2026-06-09T07:04:57.407Z	2026-06-09T00:00:00Z	42	42	0	56	84	True	2026-06-09T06:55:00Z	2026-06-09T06:55:00Z	False
ETH	2026-06-09T06:55:00Z	2026-06-09T07:04:57.407Z	2026-06-09T00:00:00Z	42	42	0	-10	84	True	2026-06-09T06:55:00Z	2026-06-09T06:55:00Z	False
SOL	2026-06-09T06:55:00Z	2026-06-09T07:04:57.407Z	2026-06-09T00:00:00Z	46	38	8	408	84	True	2026-06-09T06:55:00Z	2026-06-09T06:55:00Z	False
BTC	2026-06-09T07:00:00Z	2026-06-09T07:09:55.792Z	2026-06-09T00:00:00Z	43	42	1	57	85	True	2026-06-09T07:00:00Z	2026-06-09T07:00:00Z	False
ETH	2026-06-09T07:00:00Z	2026-06-09T07:09:55.792Z	2026-06-09T00:00:00Z	43	42	1	-9	85	True	2026-06-09T07:00:00Z	2026-06-09T07:00:00Z	False
SOL	2026-06-09T07:00:00Z	2026-06-09T07:09:55.792Z	2026-06-09T00:00:00Z	47	38	9	417	85	True	2026-06-09T07:00:00Z	2026-06-09T07:00:00Z	False
BTC	2026-06-09T07:05:00Z	2026-06-09T07:14:58.765Z	2026-06-09T00:00:00Z	44	42	2	59	86	True	2026-06-09T07:05:00Z	2026-06-09T07:05:00Z	False
ETH	2026-06-09T07:05:00Z	2026-06-09T07:14:58.765Z	2026-06-09T00:00:00Z	44	42	2	-7	86	True	2026-06-09T07:05:00Z	2026-06-09T07:05:00Z	False
SOL	2026-06-09T07:05:00Z	2026-06-09T07:14:58.765Z	2026-06-09T00:00:00Z	48	38	10	427	86	True	2026-06-09T07:05:00Z	2026-06-09T07:05:00Z	False
BTC	2026-06-09T07:10:00Z	2026-06-09T07:19:59.640Z	2026-06-09T00:00:00Z	44	43	1	60	87	True	2026-06-09T07:10:00Z	2026-06-09T07:10:00Z	False
ETH	2026-06-09T07:10:00Z	2026-06-09T07:19:59.640Z	2026-06-09T00:00:00Z	44	43	1	-6	87	True	2026-06-09T07:10:00Z	2026-06-09T07:10:00Z	False
SOL	2026-06-09T07:10:00Z	2026-06-09T07:19:59.640Z	2026-06-09T00:00:00Z	48	39	9	436	87	True	2026-06-09T07:10:00Z	2026-06-09T07:10:00Z	False
BTC	2026-06-09T07:15:00Z	2026-06-09T07:24:59.699Z	2026-06-09T00:00:00Z	45	43	2	62	88	True	2026-06-09T07:15:00Z	2026-06-09T07:15:00Z	False
ETH	2026-06-09T07:15:00Z	2026-06-09T07:24:59.699Z	2026-06-09T00:00:00Z	45	43	2	-4	88	True	2026-06-09T07:15:00Z	2026-06-09T07:15:00Z	False
SOL	2026-06-09T07:15:00Z	2026-06-09T07:24:59.699Z	2026-06-09T00:00:00Z	49	39	10	446	88	True	2026-06-09T07:15:00Z	2026-06-09T07:15:00Z	False
BTC	2026-06-09T07:20:00Z	2026-06-09T07:29:58.778Z	2026-06-09T00:00:00Z	45	44	1	63	89	True	2026-06-09T07:20:00Z	2026-06-09T07:20:00Z	False
ETH	2026-06-09T07:20:00Z	2026-06-09T07:29:58.778Z	2026-06-09T00:00:00Z	45	44	1	-3	89	True	2026-06-09T07:20:00Z	2026-06-09T07:20:00Z	False
SOL	2026-06-09T07:20:00Z	2026-06-09T07:29:58.778Z	2026-06-09T00:00:00Z	49	40	9	455	89	True	2026-06-09T07:20:00Z	2026-06-09T07:20:00Z	False
BTC	2026-06-09T07:25:00Z	2026-06-09T07:34:55.766Z	2026-06-09T00:00:00Z	45	45	0	63	90	True	2026-06-09T07:25:00Z	2026-06-09T07:25:00Z	False
ETH	2026-06-09T07:25:00Z	2026-06-09T07:34:55.766Z	2026-06-09T00:00:00Z	45	45	0	-3	90	True	2026-06-09T07:25:00Z	2026-06-09T07:25:00Z	False
SOL	2026-06-09T07:25:00Z	2026-06-09T07:34:55.766Z	2026-06-09T00:00:00Z	49	41	8	463	90	True	2026-06-09T07:25:00Z	2026-06-09T07:25:00Z	False
BTC	2026-06-09T07:30:00Z	2026-06-09T07:39:59.160Z	2026-06-09T00:00:00Z	46	45	1	64	91	True	2026-06-09T07:30:00Z	2026-06-09T07:30:00Z	False
ETH	2026-06-09T07:30:00Z	2026-06-09T07:39:59.160Z	2026-06-09T00:00:00Z	46	45	1	-2	91	True	2026-06-09T07:30:00Z	2026-06-09T07:30:00Z	False
SOL	2026-06-09T07:30:00Z	2026-06-09T07:39:59.160Z	2026-06-09T00:00:00Z	50	41	9	472	91	True	2026-06-09T07:30:00Z	2026-06-09T07:30:00Z	False
BTC	2026-06-09T07:35:00Z	2026-06-09T07:44:59.322Z	2026-06-09T00:00:00Z	47	45	2	66	92	True	2026-06-09T07:35:00Z	2026-06-09T07:35:00Z	False
ETH	2026-06-09T07:35:00Z	2026-06-09T07:44:59.322Z	2026-06-09T00:00:00Z	47	45	2	0	92	True	2026-06-09T07:35:00Z	2026-06-09T07:35:00Z	False
SOL	2026-06-09T07:35:00Z	2026-06-09T07:44:59.322Z	2026-06-09T00:00:00Z	51	41	10	482	92	True	2026-06-09T07:35:00Z	2026-06-09T07:35:00Z	False
BTC	2026-06-09T07:40:00Z	2026-06-09T07:49:34.908Z	2026-06-09T00:00:00Z	48	45	3	69	93	True	2026-06-09T07:40:00Z	2026-06-09T07:40:00Z	False
ETH	2026-06-09T07:40:00Z	2026-06-09T07:49:34.908Z	2026-06-09T00:00:00Z	47	46	1	1	93	True	2026-06-09T07:40:00Z	2026-06-09T07:40:00Z	False
SOL	2026-06-09T07:40:00Z	2026-06-09T07:49:34.908Z	2026-06-09T00:00:00Z	51	42	9	491	93	True	2026-06-09T07:40:00Z	2026-06-09T07:40:00Z	False
BTC	2026-06-09T07:45:00Z	2026-06-09T07:54:59.060Z	2026-06-09T00:00:00Z	48	46	2	71	94	True	2026-06-09T07:45:00Z	2026-06-09T07:45:00Z	False
ETH	2026-06-09T07:45:00Z	2026-06-09T07:54:59.060Z	2026-06-09T00:00:00Z	47	47	0	1	94	True	2026-06-09T07:45:00Z	2026-06-09T07:45:00Z	False
SOL	2026-06-09T07:45:00Z	2026-06-09T07:54:59.060Z	2026-06-09T00:00:00Z	51	43	8	499	94	True	2026-06-09T07:45:00Z	2026-06-09T07:45:00Z	False
BTC	2026-06-09T07:50:00Z	2026-06-09T07:59:54.583Z	2026-06-09T00:00:00Z	49	46	3	74	95	True	2026-06-09T07:50:00Z	2026-06-09T07:50:00Z	False
