asset_symbol	market_start_utc	sampled_at_utc	counter_start_market_start_utc	up_count	down_count	diff	diff_count	processed_market_count	counter_initialized	last_included_market_start_utc	high_water_market_start_utc	history_fetch_failed
ETH	2026-06-09T07:50:00Z	2026-06-09T07:59:54.583Z	2026-06-09T00:00:00Z	48	47	1	2	95	True	2026-06-09T07:50:00Z	2026-06-09T07:50:00Z	False
SOL	2026-06-09T07:50:00Z	2026-06-09T07:59:54.583Z	2026-06-09T00:00:00Z	52	43	9	508	95	True	2026-06-09T07:50:00Z	2026-06-09T07:50:00Z	False
BTC	2026-06-09T07:55:00Z	2026-06-09T08:04:59.507Z	2026-06-09T00:00:00Z	49	47	2	76	96	True	2026-06-09T07:55:00Z	2026-06-09T07:55:00Z	False
ETH	2026-06-09T07:55:00Z	2026-06-09T08:04:59.507Z	2026-06-09T00:00:00Z	48	48	0	2	96	True	2026-06-09T07:55:00Z	2026-06-09T07:55:00Z	False
SOL	2026-06-09T07:55:00Z	2026-06-09T08:04:59.507Z	2026-06-09T00:00:00Z	52	44	8	516	96	True	2026-06-09T07:55:00Z	2026-06-09T07:55:00Z	False
BTC	2026-06-09T08:00:00Z	2026-06-09T08:09:58.537Z	2026-06-09T00:00:00Z	49	48	1	77	97	True	2026-06-09T08:00:00Z	2026-06-09T08:00:00Z	False
ETH	2026-06-09T08:00:00Z	2026-06-09T08:09:58.537Z	2026-06-09T00:00:00Z	48	49	-1	1	97	True	2026-06-09T08:00:00Z	2026-06-09T08:00:00Z	False
SOL	2026-06-09T08:00:00Z	2026-06-09T08:09:58.537Z	2026-06-09T00:00:00Z	52	45	7	523	97	True	2026-06-09T08:00:00Z	2026-06-09T08:00:00Z	False
BTC	2026-06-09T08:05:00Z	2026-06-09T08:14:58.099Z	2026-06-09T00:00:00Z	49	49	0	77	98	True	2026-06-09T08:05:00Z	2026-06-09T08:05:00Z	False
ETH	2026-06-09T08:05:00Z	2026-06-09T08:14:58.099Z	2026-06-09T00:00:00Z	48	50	-2	-1	98	True	2026-06-09T08:05:00Z	2026-06-09T08:05:00Z	False
SOL	2026-06-09T08:05:00Z	2026-06-09T08:14:58.099Z	2026-06-09T00:00:00Z	52	46	6	529	98	True	2026-06-09T08:05:00Z	2026-06-09T08:05:00Z	False
BTC	2026-06-09T08:10:00Z	2026-06-09T08:19:33.174Z	2026-06-09T00:00:00Z	50	49	1	78	99	True	2026-06-09T08:10:00Z	2026-06-09T08:10:00Z	False
ETH	2026-06-09T08:10:00Z	2026-06-09T08:19:33.174Z	2026-06-09T00:00:00Z	49	50	-1	-2	99	True	2026-06-09T08:10:00Z	2026-06-09T08:10:00Z	False
SOL	2026-06-09T08:10:00Z	2026-06-09T08:19:33.174Z	2026-06-09T00:00:00Z	53	46	7	536	99	True	2026-06-09T08:10:00Z	2026-06-09T08:10:00Z	False
BTC	2026-06-09T08:15:00Z	2026-06-09T08:24:59.027Z	2026-06-09T00:00:00Z	51	49	2	80	100	True	2026-06-09T08:15:00Z	2026-06-09T08:15:00Z	False
ETH	2026-06-09T08:15:00Z	2026-06-09T08:24:59.027Z	2026-06-09T00:00:00Z	49	51	-2	-4	100	True	2026-06-09T08:15:00Z	2026-06-09T08:15:00Z	False
SOL	2026-06-09T08:15:00Z	2026-06-09T08:24:59.027Z	2026-06-09T00:00:00Z	53	47	6	542	100	True	2026-06-09T08:15:00Z	2026-06-09T08:15:00Z	False
BTC	2026-06-09T08:20:00Z	2026-06-09T08:29:56.504Z	2026-06-09T00:00:00Z	52	49	3	83	101	True	2026-06-09T08:20:00Z	2026-06-09T08:20:00Z	False
ETH	2026-06-09T08:20:00Z	2026-06-09T08:29:56.504Z	2026-06-09T00:00:00Z	50	51	-1	-5	101	True	2026-06-09T08:20:00Z	2026-06-09T08:20:00Z	False
SOL	2026-06-09T08:20:00Z	2026-06-09T08:29:56.504Z	2026-06-09T00:00:00Z	54	47	7	549	101	True	2026-06-09T08:20:00Z	2026-06-09T08:20:00Z	False
BTC	2026-06-09T08:25:00Z	2026-06-09T08:34:55.756Z	2026-06-09T00:00:00Z	52	50	2	85	102	True	2026-06-09T08:25:00Z	2026-06-09T08:25:00Z	False
ETH	2026-06-09T08:25:00Z	2026-06-09T08:34:55.756Z	2026-06-09T00:00:00Z	51	51	0	-5	102	True	2026-06-09T08:25:00Z	2026-06-09T08:25:00Z	False
SOL	2026-06-09T08:25:00Z	2026-06-09T08:34:55.756Z	2026-06-09T00:00:00Z	55	47	8	557	102	True	2026-06-09T08:25:00Z	2026-06-09T08:25:00Z	False
BTC	2026-06-09T08:30:00Z	2026-06-09T08:39:58.019Z	2026-06-09T00:00:00Z	53	50	3	88	103	True	2026-06-09T08:30:00Z	2026-06-09T08:30:00Z	False
ETH	2026-06-09T08:30:00Z	2026-06-09T08:39:58.019Z	2026-06-09T00:00:00Z	52	51	1	-4	103	True	2026-06-09T08:30:00Z	2026-06-09T08:30:00Z	False
SOL	2026-06-09T08:30:00Z	2026-06-09T08:39:58.019Z	2026-06-09T00:00:00Z	56	47	9	566	103	True	2026-06-09T08:30:00Z	2026-06-09T08:30:00Z	False
BTC	2026-06-09T08:35:00Z	2026-06-09T08:44:58.323Z	2026-06-09T00:00:00Z	54	50	4	92	104	True	2026-06-09T08:35:00Z	2026-06-09T08:35:00Z	False
ETH	2026-06-09T08:35:00Z	2026-06-09T08:44:58.323Z	2026-06-09T00:00:00Z	53	51	2	-2	104	True	2026-06-09T08:35:00Z	2026-06-09T08:35:00Z	False
SOL	2026-06-09T08:35:00Z	2026-06-09T08:44:58.323Z	2026-06-09T00:00:00Z	57	47	10	576	104	True	2026-06-09T08:35:00Z	2026-06-09T08:35:00Z	False
BTC	2026-06-09T08:40:00Z	2026-06-09T08:49:59.566Z	2026-06-09T00:00:00Z	55	50	5	97	105	True	2026-06-09T08:40:00Z	2026-06-09T08:40:00Z	False
ETH	2026-06-09T08:40:00Z	2026-06-09T08:49:59.566Z	2026-06-09T00:00:00Z	53	52	1	-1	105	True	2026-06-09T08:40:00Z	2026-06-09T08:40:00Z	False
SOL	2026-06-09T08:40:00Z	2026-06-09T08:49:59.566Z	2026-06-09T00:00:00Z	57	48	9	585	105	True	2026-06-09T08:40:00Z	2026-06-09T08:40:00Z	False
BTC	2026-06-09T08:45:00Z	2026-06-09T08:54:58.813Z	2026-06-09T00:00:00Z	55	51	4	101	106	True	2026-06-09T08:45:00Z	2026-06-09T08:45:00Z	False
ETH	2026-06-09T08:45:00Z	2026-06-09T08:54:58.813Z	2026-06-09T00:00:00Z	53	53	0	-1	106	True	2026-06-09T08:45:00Z	2026-06-09T08:45:00Z	False
SOL	2026-06-09T08:45:00Z	2026-06-09T08:54:58.813Z	2026-06-09T00:00:00Z	57	49	8	593	106	True	2026-06-09T08:45:00Z	2026-06-09T08:45:00Z	False
BTC	2026-06-09T08:50:00Z	2026-06-09T08:59:59.324Z	2026-06-09T00:00:00Z	56	51	5	106	107	True	2026-06-09T08:50:00Z	2026-06-09T08:50:00Z	False
ETH	2026-06-09T08:50:00Z	2026-06-09T08:59:59.324Z	2026-06-09T00:00:00Z	54	53	1	0	107	True	2026-06-09T08:50:00Z	2026-06-09T08:50:00Z	False
SOL	2026-06-09T08:50:00Z	2026-06-09T08:59:59.324Z	2026-06-09T00:00:00Z	58	49	9	602	107	True	2026-06-09T08:50:00Z	2026-06-09T08:50:00Z	False
BTC	2026-06-09T08:55:00Z	2026-06-09T09:04:59.784Z	2026-06-09T00:00:00Z	56	52	4	110	108	True	2026-06-09T08:55:00Z	2026-06-09T08:55:00Z	False
ETH	2026-06-09T08:55:00Z	2026-06-09T09:04:59.784Z	2026-06-09T00:00:00Z	54	54	0	0	108	True	2026-06-09T08:55:00Z	2026-06-09T08:55:00Z	False
SOL	2026-06-09T08:55:00Z	2026-06-09T09:04:59.784Z	2026-06-09T00:00:00Z	58	50	8	610	108	True	2026-06-09T08:55:00Z	2026-06-09T08:55:00Z	False
BTC	2026-06-09T09:00:00Z	2026-06-09T09:09:59.241Z	2026-06-09T00:00:00Z	56	53	3	113	109	True	2026-06-09T09:00:00Z	2026-06-09T09:00:00Z	False
ETH	2026-06-09T09:00:00Z	2026-06-09T09:09:59.241Z	2026-06-09T00:00:00Z	55	54	1	1	109	True	2026-06-09T09:00:00Z	2026-06-09T09:00:00Z	False
SOL	2026-06-09T09:00:00Z	2026-06-09T09:09:59.241Z	2026-06-09T00:00:00Z	59	50	9	619	109	True	2026-06-09T09:00:00Z	2026-06-09T09:00:00Z	False
BTC	2026-06-09T09:05:00Z	2026-06-09T09:14:59.736Z	2026-06-09T00:00:00Z	56	54	2	115	110	True	2026-06-09T09:05:00Z	2026-06-09T09:05:00Z	False
ETH	2026-06-09T09:05:00Z	2026-06-09T09:14:59.736Z	2026-06-09T00:00:00Z	55	55	0	1	110	True	2026-06-09T09:05:00Z	2026-06-09T09:05:00Z	False
SOL	2026-06-09T09:05:00Z	2026-06-09T09:14:59.736Z	2026-06-09T00:00:00Z	59	51	8	627	110	True	2026-06-09T09:05:00Z	2026-06-09T09:05:00Z	False
BTC	2026-06-09T09:10:00Z	2026-06-09T09:19:59.253Z	2026-06-09T00:00:00Z	57	54	3	118	111	True	2026-06-09T09:10:00Z	2026-06-09T09:10:00Z	False
ETH	2026-06-09T09:10:00Z	2026-06-09T09:19:59.253Z	2026-06-09T00:00:00Z	56	55	1	2	111	True	2026-06-09T09:10:00Z	2026-06-09T09:10:00Z	False
SOL	2026-06-09T09:10:00Z	2026-06-09T09:19:59.253Z	2026-06-09T00:00:00Z	60	51	9	636	111	True	2026-06-09T09:10:00Z	2026-06-09T09:10:00Z	False
BTC	2026-06-09T09:15:00Z	2026-06-09T09:24:56.844Z	2026-06-09T00:00:00Z	58	54	4	122	112	True	2026-06-09T09:15:00Z	2026-06-09T09:15:00Z	False
ETH	2026-06-09T09:15:00Z	2026-06-09T09:24:56.844Z	2026-06-09T00:00:00Z	57	55	2	4	112	True	2026-06-09T09:15:00Z	2026-06-09T09:15:00Z	False
SOL	2026-06-09T09:15:00Z	2026-06-09T09:24:56.844Z	2026-06-09T00:00:00Z	61	51	10	646	112	True	2026-06-09T09:15:00Z	2026-06-09T09:15:00Z	False
BTC	2026-06-09T09:20:00Z	2026-06-09T09:29:56.523Z	2026-06-09T00:00:00Z	58	55	3	125	113	True	2026-06-09T09:20:00Z	2026-06-09T09:20:00Z	False
ETH	2026-06-09T09:20:00Z	2026-06-09T09:29:56.523Z	2026-06-09T00:00:00Z	57	56	1	5	113	True	2026-06-09T09:20:00Z	2026-06-09T09:20:00Z	False
SOL	2026-06-09T09:20:00Z	2026-06-09T09:29:56.523Z	2026-06-09T00:00:00Z	61	52	9	655	113	True	2026-06-09T09:20:00Z	2026-06-09T09:20:00Z	False
BTC	2026-06-09T09:25:00Z	2026-06-09T09:34:58.355Z	2026-06-09T00:00:00Z	58	56	2	127	114	True	2026-06-09T09:25:00Z	2026-06-09T09:25:00Z	False
ETH	2026-06-09T09:25:00Z	2026-06-09T09:34:58.355Z	2026-06-09T00:00:00Z	57	57	0	5	114	True	2026-06-09T09:25:00Z	2026-06-09T09:25:00Z	False
SOL	2026-06-09T09:25:00Z	2026-06-09T09:34:58.355Z	2026-06-09T00:00:00Z	61	53	8	663	114	True	2026-06-09T09:25:00Z	2026-06-09T09:25:00Z	False
BTC	2026-06-09T09:30:00Z	2026-06-09T09:39:57.918Z	2026-06-09T00:00:00Z	58	57	1	128	115	True	2026-06-09T09:30:00Z	2026-06-09T09:30:00Z	False
ETH	2026-06-09T09:30:00Z	2026-06-09T09:39:57.918Z	2026-06-09T00:00:00Z	58	57	1	50	115	True	2026-06-09T09:30:00Z	2026-06-09T09:30:00Z	False
SOL	2026-06-09T09:30:00Z	2026-06-09T09:39:57.918Z	2026-06-09T00:00:00Z	62	53	9	716	115	True	2026-06-09T09:30:00Z	2026-06-09T09:30:00Z	False
BTC	2026-06-09T09:35:00Z	2026-06-09T09:44:59.621Z	2026-06-09T00:00:00Z	58	58	0	128	116	True	2026-06-09T09:35:00Z	2026-06-09T09:35:00Z	False
ETH	2026-06-09T09:35:00Z	2026-06-09T09:44:59.621Z	2026-06-09T00:00:00Z	58	58	0	50	116	True	2026-06-09T09:35:00Z	2026-06-09T09:35:00Z	False
SOL	2026-06-09T09:35:00Z	2026-06-09T09:44:59.621Z	2026-06-09T00:00:00Z	62	54	8	724	116	True	2026-06-09T09:35:00Z	2026-06-09T09:35:00Z	False
BTC	2026-06-09T09:40:00Z	2026-06-09T09:49:45.975Z	2026-06-09T00:00:00Z	59	58	1	129	117	True	2026-06-09T09:40:00Z	2026-06-09T09:40:00Z	False
ETH	2026-06-09T09:40:00Z	2026-06-09T09:49:45.975Z	2026-06-09T00:00:00Z	59	58	1	51	117	True	2026-06-09T09:40:00Z	2026-06-09T09:40:00Z	False
SOL	2026-06-09T09:40:00Z	2026-06-09T09:49:45.975Z	2026-06-09T00:00:00Z	63	54	9	733	117	True	2026-06-09T09:40:00Z	2026-06-09T09:40:00Z	False
BTC	2026-06-09T09:45:00Z	2026-06-09T09:54:59.510Z	2026-06-09T00:00:00Z	59	59	0	129	118	True	2026-06-09T09:45:00Z	2026-06-09T09:45:00Z	False
ETH	2026-06-09T09:45:00Z	2026-06-09T09:54:59.510Z	2026-06-09T00:00:00Z	60	58	2	53	118	True	2026-06-09T09:45:00Z	2026-06-09T09:45:00Z	False
SOL	2026-06-09T09:45:00Z	2026-06-09T09:54:59.510Z	2026-06-09T00:00:00Z	64	54	10	743	118	True	2026-06-09T09:45:00Z	2026-06-09T09:45:00Z	False
BTC	2026-06-09T09:50:00Z	2026-06-09T09:59:57.717Z	2026-06-09T00:00:00Z	60	59	1	130	119	True	2026-06-09T09:50:00Z	2026-06-09T09:50:00Z	False
ETH	2026-06-09T09:50:00Z	2026-06-09T09:59:57.717Z	2026-06-09T00:00:00Z	61	58	3	56	119	True	2026-06-09T09:50:00Z	2026-06-09T09:50:00Z	False
SOL	2026-06-09T09:50:00Z	2026-06-09T09:59:57.717Z	2026-06-09T00:00:00Z	64	55	9	752	119	True	2026-06-09T09:50:00Z	2026-06-09T09:50:00Z	False
BTC	2026-06-09T09:55:00Z	2026-06-09T10:04:59.418Z	2026-06-09T00:00:00Z	61	59	2	132	120	True	2026-06-09T09:55:00Z	2026-06-09T09:55:00Z	False
ETH	2026-06-09T09:55:00Z	2026-06-09T10:04:59.418Z	2026-06-09T00:00:00Z	62	58	4	60	120	True	2026-06-09T09:55:00Z	2026-06-09T09:55:00Z	False
SOL	2026-06-09T09:55:00Z	2026-06-09T10:04:59.418Z	2026-06-09T00:00:00Z	65	55	10	762	120	True	2026-06-09T09:55:00Z	2026-06-09T09:55:00Z	False
BTC	2026-06-09T10:00:00Z	2026-06-09T10:09:57.545Z	2026-06-09T00:00:00Z	62	59	3	135	121	True	2026-06-09T10:00:00Z	2026-06-09T10:00:00Z	False
ETH	2026-06-09T10:00:00Z	2026-06-09T10:09:57.545Z	2026-06-09T00:00:00Z	63	58	5	65	121	True	2026-06-09T10:00:00Z	2026-06-09T10:00:00Z	False
SOL	2026-06-09T10:00:00Z	2026-06-09T10:09:57.545Z	2026-06-09T00:00:00Z	66	55	11	773	121	True	2026-06-09T10:00:00Z	2026-06-09T10:00:00Z	False
BTC	2026-06-09T10:05:00Z	2026-06-09T10:14:58.520Z	2026-06-09T00:00:00Z	62	60	2	137	122	True	2026-06-09T10:05:00Z	2026-06-09T10:05:00Z	False
ETH	2026-06-09T10:05:00Z	2026-06-09T10:14:58.520Z	2026-06-09T00:00:00Z	63	59	4	69	122	True	2026-06-09T10:05:00Z	2026-06-09T10:05:00Z	False
SOL	2026-06-09T10:05:00Z	2026-06-09T10:14:58.520Z	2026-06-09T00:00:00Z	66	56	10	783	122	True	2026-06-09T10:05:00Z	2026-06-09T10:05:00Z	False
BTC	2026-06-09T10:10:00Z	2026-06-09T10:19:59.381Z	2026-06-09T00:00:00Z	63	60	3	140	123	True	2026-06-09T10:10:00Z	2026-06-09T10:10:00Z	False
ETH	2026-06-09T10:10:00Z	2026-06-09T10:19:59.381Z	2026-06-09T00:00:00Z	64	59	5	74	123	True	2026-06-09T10:10:00Z	2026-06-09T10:10:00Z	False
SOL	2026-06-09T10:10:00Z	2026-06-09T10:19:59.381Z	2026-06-09T00:00:00Z	67	56	11	794	123	True	2026-06-09T10:10:00Z	2026-06-09T10:10:00Z	False
BTC	2026-06-09T10:15:00Z	2026-06-09T10:24:56.883Z	2026-06-09T00:00:00Z	63	61	2	142	124	True	2026-06-09T10:15:00Z	2026-06-09T10:15:00Z	False
ETH	2026-06-09T10:15:00Z	2026-06-09T10:24:56.883Z	2026-06-09T00:00:00Z	64	60	4	78	124	True	2026-06-09T10:15:00Z	2026-06-09T10:15:00Z	False
SOL	2026-06-09T10:15:00Z	2026-06-09T10:24:56.883Z	2026-06-09T00:00:00Z	67	57	10	804	124	True	2026-06-09T10:15:00Z	2026-06-09T10:15:00Z	False
BTC	2026-06-09T10:20:00Z	2026-06-09T10:29:55.077Z	2026-06-09T00:00:00Z	63	62	1	143	125	True	2026-06-09T10:20:00Z	2026-06-09T10:20:00Z	False
ETH	2026-06-09T10:20:00Z	2026-06-09T10:29:55.077Z	2026-06-09T00:00:00Z	65	60	5	83	125	True	2026-06-09T10:20:00Z	2026-06-09T10:20:00Z	False
SOL	2026-06-09T10:20:00Z	2026-06-09T10:29:55.077Z	2026-06-09T00:00:00Z	67	58	9	813	125	True	2026-06-09T10:20:00Z	2026-06-09T10:20:00Z	False
BTC	2026-06-09T10:25:00Z	2026-06-09T10:34:58.020Z	2026-06-09T00:00:00Z	64	62	2	145	126	True	2026-06-09T10:25:00Z	2026-06-09T10:25:00Z	False
ETH	2026-06-09T10:25:00Z	2026-06-09T10:34:58.020Z	2026-06-09T00:00:00Z	66	60	6	89	126	True	2026-06-09T10:25:00Z	2026-06-09T10:25:00Z	False
SOL	2026-06-09T10:25:00Z	2026-06-09T10:34:58.020Z	2026-06-09T00:00:00Z	68	58	10	823	126	True	2026-06-09T10:25:00Z	2026-06-09T10:25:00Z	False
BTC	2026-06-09T10:30:00Z	2026-06-09T10:39:59.519Z	2026-06-09T00:00:00Z	64	63	1	146	127	True	2026-06-09T10:30:00Z	2026-06-09T10:30:00Z	False
ETH	2026-06-09T10:30:00Z	2026-06-09T10:39:59.519Z	2026-06-09T00:00:00Z	66	61	5	94	127	True	2026-06-09T10:30:00Z	2026-06-09T10:30:00Z	False
SOL	2026-06-09T10:30:00Z	2026-06-09T10:39:59.519Z	2026-06-09T00:00:00Z	68	59	9	832	127	True	2026-06-09T10:30:00Z	2026-06-09T10:30:00Z	False
BTC	2026-06-09T10:35:00Z	2026-06-09T10:44:58.009Z	2026-06-09T00:00:00Z	65	63	2	148	128	True	2026-06-09T10:35:00Z	2026-06-09T10:35:00Z	False
ETH	2026-06-09T10:35:00Z	2026-06-09T10:44:58.009Z	2026-06-09T00:00:00Z	67	61	6	100	128	True	2026-06-09T10:35:00Z	2026-06-09T10:35:00Z	False
SOL	2026-06-09T10:35:00Z	2026-06-09T10:44:58.009Z	2026-06-09T00:00:00Z	69	59	10	842	128	True	2026-06-09T10:35:00Z	2026-06-09T10:35:00Z	False
BTC	2026-06-09T10:40:00Z	2026-06-09T10:49:57.699Z	2026-06-09T00:00:00Z	66	63	3	151	129	True	2026-06-09T10:40:00Z	2026-06-09T10:40:00Z	False
ETH	2026-06-09T10:40:00Z	2026-06-09T10:49:57.699Z	2026-06-09T00:00:00Z	68	61	7	107	129	True	2026-06-09T10:40:00Z	2026-06-09T10:40:00Z	False
SOL	2026-06-09T10:40:00Z	2026-06-09T10:49:57.699Z	2026-06-09T00:00:00Z	70	59	11	853	129	True	2026-06-09T10:40:00Z	2026-06-09T10:40:00Z	False
BTC	2026-06-09T10:45:00Z	2026-06-09T10:54:59.699Z	2026-06-09T00:00:00Z	66	64	2	153	130	True	2026-06-09T10:45:00Z	2026-06-09T10:45:00Z	False
ETH	2026-06-09T10:45:00Z	2026-06-09T10:54:59.699Z	2026-06-09T00:00:00Z	69	61	8	115	130	True	2026-06-09T10:45:00Z	2026-06-09T10:45:00Z	False
SOL	2026-06-09T10:45:00Z	2026-06-09T10:54:59.699Z	2026-06-09T00:00:00Z	71	59	12	865	130	True	2026-06-09T10:45:00Z	2026-06-09T10:45:00Z	False
BTC	2026-06-09T10:50:00Z	2026-06-09T10:59:58.140Z	2026-06-09T00:00:00Z	67	64	3	156	131	True	2026-06-09T10:50:00Z	2026-06-09T10:50:00Z	False
ETH	2026-06-09T10:50:00Z	2026-06-09T10:59:58.140Z	2026-06-09T00:00:00Z	70	61	9	124	131	True	2026-06-09T10:50:00Z	2026-06-09T10:50:00Z	False
SOL	2026-06-09T10:50:00Z	2026-06-09T10:59:58.140Z	2026-06-09T00:00:00Z	72	59	13	878	131	True	2026-06-09T10:50:00Z	2026-06-09T10:50:00Z	False
BTC	2026-06-09T10:55:00Z	2026-06-09T11:04:57.462Z	2026-06-09T00:00:00Z	68	64	4	160	132	True	2026-06-09T10:55:00Z	2026-06-09T10:55:00Z	False
ETH	2026-06-09T10:55:00Z	2026-06-09T11:04:57.462Z	2026-06-09T00:00:00Z	71	61	10	134	132	True	2026-06-09T10:55:00Z	2026-06-09T10:55:00Z	False
SOL	2026-06-09T10:55:00Z	2026-06-09T11:04:57.462Z	2026-06-09T00:00:00Z	73	59	14	892	132	True	2026-06-09T10:55:00Z	2026-06-09T10:55:00Z	False
BTC	2026-06-09T11:00:00Z	2026-06-09T11:09:58.819Z	2026-06-09T00:00:00Z	68	65	3	163	133	True	2026-06-09T11:00:00Z	2026-06-09T11:00:00Z	False
ETH	2026-06-09T11:00:00Z	2026-06-09T11:09:58.819Z	2026-06-09T00:00:00Z	71	62	9	143	133	True	2026-06-09T11:00:00Z	2026-06-09T11:00:00Z	False
SOL	2026-06-09T11:00:00Z	2026-06-09T11:09:58.819Z	2026-06-09T00:00:00Z	73	60	13	905	133	True	2026-06-09T11:00:00Z	2026-06-09T11:00:00Z	False
BTC	2026-06-09T11:05:00Z	2026-06-09T11:14:59.648Z	2026-06-09T00:00:00Z	69	65	4	167	134	True	2026-06-09T11:05:00Z	2026-06-09T11:05:00Z	False
ETH	2026-06-09T11:05:00Z	2026-06-09T11:14:59.648Z	2026-06-09T00:00:00Z	72	62	10	153	134	True	2026-06-09T11:05:00Z	2026-06-09T11:05:00Z	False
SOL	2026-06-09T11:05:00Z	2026-06-09T11:14:59.648Z	2026-06-09T00:00:00Z	74	60	14	919	134	True	2026-06-09T11:05:00Z	2026-06-09T11:05:00Z	False
BTC	2026-06-09T11:10:00Z	2026-06-09T11:19:59.807Z	2026-06-09T00:00:00Z	69	66	3	170	135	True	2026-06-09T11:10:00Z	2026-06-09T11:10:00Z	False
ETH	2026-06-09T11:10:00Z	2026-06-09T11:19:59.807Z	2026-06-09T00:00:00Z	72	63	9	162	135	True	2026-06-09T11:10:00Z	2026-06-09T11:10:00Z	False
SOL	2026-06-09T11:10:00Z	2026-06-09T11:19:59.807Z	2026-06-09T00:00:00Z	74	61	13	932	135	True	2026-06-09T11:10:00Z	2026-06-09T11:10:00Z	False
BTC	2026-06-09T11:15:00Z	2026-06-09T11:24:57.507Z	2026-06-09T00:00:00Z	70	66	4	174	136	True	2026-06-09T11:15:00Z	2026-06-09T11:15:00Z	False
ETH	2026-06-09T11:15:00Z	2026-06-09T11:24:57.507Z	2026-06-09T00:00:00Z	72	64	8	170	136	True	2026-06-09T11:15:00Z	2026-06-09T11:15:00Z	False
SOL	2026-06-09T11:15:00Z	2026-06-09T11:24:57.507Z	2026-06-09T00:00:00Z	75	61	14	946	136	True	2026-06-09T11:15:00Z	2026-06-09T11:15:00Z	False
BTC	2026-06-09T11:20:00Z	2026-06-09T11:29:55.867Z	2026-06-09T00:00:00Z	71	66	5	179	137	True	2026-06-09T11:20:00Z	2026-06-09T11:20:00Z	False
ETH	2026-06-09T11:20:00Z	2026-06-09T11:29:55.867Z	2026-06-09T00:00:00Z	73	64	9	179	137	True	2026-06-09T11:20:00Z	2026-06-09T11:20:00Z	False
SOL	2026-06-09T11:20:00Z	2026-06-09T11:29:55.867Z	2026-06-09T00:00:00Z	75	62	13	959	137	True	2026-06-09T11:20:00Z	2026-06-09T11:20:00Z	False
BTC	2026-06-09T11:25:00Z	2026-06-09T11:34:56.366Z	2026-06-09T00:00:00Z	71	67	4	183	138	True	2026-06-09T11:25:00Z	2026-06-09T11:25:00Z	False
ETH	2026-06-09T11:25:00Z	2026-06-09T11:34:56.366Z	2026-06-09T00:00:00Z	74	64	10	189	138	True	2026-06-09T11:25:00Z	2026-06-09T11:25:00Z	False
SOL	2026-06-09T11:25:00Z	2026-06-09T11:34:56.366Z	2026-06-09T00:00:00Z	75	63	12	971	138	True	2026-06-09T11:25:00Z	2026-06-09T11:25:00Z	False
BTC	2026-06-09T11:30:00Z	2026-06-09T11:39:57.701Z	2026-06-09T00:00:00Z	72	67	5	188	139	True	2026-06-09T11:30:00Z	2026-06-09T11:30:00Z	False
ETH	2026-06-09T11:30:00Z	2026-06-09T11:39:57.701Z	2026-06-09T00:00:00Z	75	64	11	200	139	True	2026-06-09T11:30:00Z	2026-06-09T11:30:00Z	False
SOL	2026-06-09T11:30:00Z	2026-06-09T11:39:57.701Z	2026-06-09T00:00:00Z	76	63	13	984	139	True	2026-06-09T11:30:00Z	2026-06-09T11:30:00Z	False
BTC	2026-06-09T11:35:00Z	2026-06-09T11:44:58.829Z	2026-06-09T00:00:00Z	72	68	4	192	140	True	2026-06-09T11:35:00Z	2026-06-09T11:35:00Z	False
ETH	2026-06-09T11:35:00Z	2026-06-09T11:44:58.829Z	2026-06-09T00:00:00Z	75	65	10	210	140	True	2026-06-09T11:35:00Z	2026-06-09T11:35:00Z	False
SOL	2026-06-09T11:35:00Z	2026-06-09T11:44:58.829Z	2026-06-09T00:00:00Z	77	63	14	998	140	True	2026-06-09T11:35:00Z	2026-06-09T11:35:00Z	False
BTC	2026-06-09T11:40:00Z	2026-06-09T11:49:59.657Z	2026-06-09T00:00:00Z	73	68	5	197	141	True	2026-06-09T11:40:00Z	2026-06-09T11:40:00Z	False
ETH	2026-06-09T11:40:00Z	2026-06-09T11:49:59.657Z	2026-06-09T00:00:00Z	76	65	11	221	141	True	2026-06-09T11:40:00Z	2026-06-09T11:40:00Z	False
SOL	2026-06-09T11:40:00Z	2026-06-09T11:49:59.657Z	2026-06-09T00:00:00Z	78	63	15	1013	141	True	2026-06-09T11:40:00Z	2026-06-09T11:40:00Z	False
BTC	2026-06-09T11:45:00Z	2026-06-09T11:54:58.268Z	2026-06-09T00:00:00Z	73	69	4	201	142	True	2026-06-09T11:45:00Z	2026-06-09T11:45:00Z	False
ETH	2026-06-09T11:45:00Z	2026-06-09T11:54:58.268Z	2026-06-09T00:00:00Z	76	66	10	231	142	True	2026-06-09T11:45:00Z	2026-06-09T11:45:00Z	False
SOL	2026-06-09T11:45:00Z	2026-06-09T11:54:58.268Z	2026-06-09T00:00:00Z	78	64	14	1027	142	True	2026-06-09T11:45:00Z	2026-06-09T11:45:00Z	False
BTC	2026-06-09T11:50:00Z	2026-06-09T11:59:56.379Z	2026-06-09T00:00:00Z	74	69	5	206	143	True	2026-06-09T11:50:00Z	2026-06-09T11:50:00Z	False
ETH	2026-06-09T11:50:00Z	2026-06-09T11:59:56.379Z	2026-06-09T00:00:00Z	77	66	11	242	143	True	2026-06-09T11:50:00Z	2026-06-09T11:50:00Z	False
SOL	2026-06-09T11:50:00Z	2026-06-09T11:59:56.379Z	2026-06-09T00:00:00Z	79	64	15	1042	143	True	2026-06-09T11:50:00Z	2026-06-09T11:50:00Z	False
